transaction_id,receipt_number,store_id,register_id,employee_id,customer_id,transaction_datetime,transaction_type,subtotal,discount_amount,tax_amount,total_amount,payment_method,item_count,prescription_included,loyalty_used,manager_override,status
TXN-0000901,RCP-00000901,PH-004,REG-03,EMP-0080,CUS-03398,2026-05-02 20:49:47,Sale,108.42,2.3,8.75,114.87,Credit Card,4,False,True,False,Completed
TXN-0000902,RCP-00000902,PH-001,REG-06,EMP-0001,,2026-06-07 16:15:08,Sale,76.3,0.43,6.27,82.14,Credit Card,5,False,False,False,Completed
TXN-0000903,RCP-00000903,PH-002,REG-06,EMP-0040,CUS-01044,2026-05-15 16:11:14,Sale,309.79,8.13,24.88,326.54,Split Payment,8,False,True,False,Completed
TXN-0000904,RCP-00000904,PH-001,REG-02,EMP-0001,CUS-03829,2026-06-28 08:24:25,Sale,88.35,0,7.29,95.64,Gift Card,4,False,True,False,Completed
TXN-0000905,RCP-00000905,PH-001,REG-01,EMP-0012,,2026-05-15 19:33:43,Sale,113.57,0,9.37,122.94,Debit Card,4,False,False,False,Completed
TXN-0000906,RCP-00000906,PH-002,REG-02,EMP-0036,CUS-00887,2026-06-07 16:17:02,Sale,113.77,11.26,8.45,110.96,Cash,4,False,True,False,Completed
TXN-0000907,RCP-00000907,PH-002,REG-06,EMP-0039,CUS-02230,2026-06-11 15:16:56,Sale,207.93,5.41,16.71,219.23,Cash,6,False,True,False,Completed
TXN-0000908,RCP-00000908,PH-001,REG-06,EMP-0016,CUS-01602,2026-05-15 13:23:32,Sale,134.16,0,11.07,145.23,Cash,4,False,True,False,Completed
TXN-0000909,RCP-00000909,PH-002,REG-03,EMP-0042,,2026-07-22 21:19:16,Sale,105.4,0,8.7,114.1,Credit Card,3,False,False,False,Completed
TXN-0000910,RCP-00000910,PH-003,REG-04,EMP-0056,CUS-02292,2026-06-28 19:51:27,Sale,553.67,0,45.67,599.34,Debit Card,8,False,True,False,Completed
TXN-0000911,RCP-00000911,PH-002,REG-05,EMP-0042,CUS-04663,2026-06-12 14:59:47,Sale,123.97,2.17,10.06,131.86,Cash,5,False,True,False,Completed
TXN-0000912,RCP-00000912,PH-004,REG-01,EMP-0067,CUS-01147,2026-05-01 18:02:00,Sale,160.47,0,13.24,173.71,Credit Card,4,False,True,False,Completed
TXN-0000913,RCP-00000913,PH-001,REG-02,EMP-0003,CUS-03816,2026-05-29 15:55:34,Sale,134.65,6.93,10.53,138.25,Credit Card,6,False,True,False,Completed
TXN-0000914,RCP-00000914,PH-002,REG-04,EMP-0023,,2026-07-12 15:50:53,Sale,12.52,1.88,0.88,11.52,Debit Card,1,False,False,False,Completed
TXN-0000915,RCP-00000915,PH-005,REG-06,EMP-0107,CUS-03533,2026-07-19 12:49:49,Sale,325.71,49.42,22.79,299.08,Cash,6,False,True,True,Completed
TXN-0000916,RCP-00000916,PH-005,REG-04,EMP-0103,,2026-07-07 11:14:30,Sale,107.38,0,8.86,116.24,Credit Card,3,False,False,False,Completed
TXN-0000917,RCP-00000917,PH-001,REG-05,EMP-0001,CUS-02880,2026-05-05 19:41:03,Sale,5.51,0,0.45,5.96,Credit Card,1,False,True,False,Completed
TXN-0000918,RCP-00000918,PH-002,REG-03,EMP-0035,CUS-04735,2026-06-30 11:40:13,Sale,95.71,0,7.9,103.61,Credit Card,2,False,True,False,Completed
TXN-0000919,RCP-00000919,PH-003,REG-02,EMP-0045,CUS-04124,2026-07-01 13:43:33,Sale,50.57,0,4.17,54.74,Debit Card,2,False,True,False,Completed
TXN-0000920,RCP-00000920,PH-004,REG-04,EMP-0079,CUS-03180,2026-05-06 18:47:34,Sale,198.38,30.12,13.88,182.14,Gift Card,5,False,True,False,Completed
TXN-0000921,RCP-00000921,PH-002,REG-06,EMP-0041,CUS-00387,2026-05-23 21:55:31,Sale,67.16,0.84,5.47,71.79,Cash,3,False,True,False,Completed
TXN-0000922,RCP-00000922,PH-005,REG-02,EMP-0089,CUS-00181,2026-06-29 19:39:47,Sale,196.04,12.04,15.18,199.18,Credit Card,5,False,True,False,Completed
TXN-0000923,RCP-00000923,PH-004,REG-03,EMP-0069,CUS-04848,2026-05-20 09:16:37,Sale,82.85,0,6.83,89.68,Credit Card,2,False,True,False,Completed
TXN-0000924,RCP-00000924,PH-005,REG-05,EMP-0091,CUS-03409,2026-06-07 12:42:43,Sale,240.05,0,19.8,259.85,Credit Card,6,False,True,False,Completed
TXN-0000925,RCP-00000925,PH-005,REG-01,EMP-0091,CUS-01341,2026-05-24 09:57:38,Sale,240.46,8.75,19.13,250.84,Credit Card,8,False,True,False,Completed
TXN-0000926,RCP-00000926,PH-001,REG-05,EMP-0002,CUS-00484,2026-07-13 08:56:52,Sale,111.57,0,9.2,120.77,Cash,3,False,True,False,Completed
TXN-0000927,RCP-00000927,PH-002,REG-06,EMP-0039,,2026-05-11 13:42:40,Sale,191.86,6.59,15.29,200.56,Debit Card,6,False,False,False,Completed
TXN-0000928,RCP-00000928,PH-001,REG-04,EMP-0017,CUS-04186,2026-06-28 10:44:43,Sale,204.0,0,16.83,220.83,Credit Card,3,False,True,False,Completed
TXN-0000929,RCP-00000929,PH-005,REG-06,EMP-0106,,2026-06-26 09:24:46,Sale,349.48,6.15,28.32,371.65,Credit Card,7,False,False,False,Completed
TXN-0000930,RCP-00000930,PH-002,REG-01,EMP-0034,CUS-02286,2026-07-16 15:15:53,Sale,113.29,0,9.35,122.64,Credit Card,2,False,True,False,Completed
TXN-0000931,RCP-00000931,PH-004,REG-06,EMP-0080,CUS-03299,2026-05-25 18:52:34,Sale,256.73,0,21.18,277.91,Credit Card,8,False,True,False,Completed
TXN-0000932,RCP-00000932,PH-005,REG-02,EMP-0107,CUS-00084,2026-07-10 09:53:44,Sale,161.75,0,13.35,175.1,Debit Card,5,False,True,False,Completed
TXN-0000933,RCP-00000933,PH-003,REG-01,EMP-0062,CUS-02098,2026-06-29 16:40:20,Sale,184.35,3.08,14.96,196.23,Credit Card,5,False,True,False,Completed
TXN-0000934,RCP-00000934,PH-005,REG-03,EMP-0104,CUS-02194,2026-05-08 16:29:07,Sale,269.48,15.58,20.94,274.84,Credit Card,6,False,True,False,Completed
TXN-0000935,RCP-00000935,PH-001,REG-01,EMP-0006,,2026-07-18 10:15:55,Sale,48.22,0,3.97,52.19,Credit Card,3,False,False,False,Completed
TXN-0000936,RCP-00000936,PH-003,REG-01,EMP-0063,CUS-04643,2026-07-31 12:16:13,Sale,372.46,22.05,28.91,379.32,Credit Card,7,False,True,False,Completed
TXN-0000937,RCP-00000937,PH-005,REG-04,EMP-0100,CUS-04924,2026-05-28 08:56:24,Sale,156.83,0,12.94,169.77,Debit Card,4,False,True,False,Completed
TXN-0000938,RCP-00000938,PH-001,REG-02,EMP-0017,,2026-07-11 17:35:06,Sale,72.12,0,5.95,78.07,Cash,2,False,False,False,Completed
TXN-0000939,RCP-00000939,PH-002,REG-02,EMP-0036,CUS-01803,2026-07-19 20:25:08,Sale,182.88,9.09,14.33,188.12,Credit Card,6,False,True,True,Completed
TXN-0000940,RCP-00000940,PH-005,REG-04,EMP-0100,,2026-07-29 21:09:15,Sale,158.73,18.62,11.56,151.67,Credit Card,6,False,False,False,Completed
TXN-0000941,RCP-00000941,PH-005,REG-06,EMP-0105,CUS-04393,2026-05-17 16:42:39,Sale,219.21,0,18.08,237.29,Credit Card,4,False,True,False,Completed
TXN-0000942,RCP-00000942,PH-002,REG-04,EMP-0025,,2026-05-22 10:08:16,Sale,133.14,0,10.98,144.12,Debit Card,3,False,False,False,Completed
TXN-0000943,RCP-00000943,PH-003,REG-03,EMP-0060,CUS-00740,2026-06-29 08:17:16,Sale,122.27,0,10.09,132.36,Debit Card,3,False,True,False,Completed
TXN-0000944,RCP-00000944,PH-003,REG-04,EMP-0056,CUS-03066,2026-07-21 12:42:34,Sale,303.11,0,25.0,328.11,Credit Card,5,False,True,False,Completed
TXN-0000945,RCP-00000945,PH-002,REG-05,EMP-0041,,2026-05-19 08:19:12,Sale,355.41,5.64,28.86,378.63,Credit Card,4,False,False,False,Completed
TXN-0000946,RCP-00000946,PH-001,REG-05,EMP-0015,CUS-00036,2026-06-19 10:01:46,Sale,352.42,10.84,28.18,369.76,Cash,5,False,True,False,Completed
TXN-0000947,RCP-00000947,PH-001,REG-05,EMP-0001,,2026-05-17 13:05:01,Sale,294.9,6.71,23.77,311.96,Debit Card,6,False,False,False,Completed
TXN-0000948,RCP-00000948,PH-001,REG-05,EMP-0001,,2026-06-17 09:50:22,Sale,139.18,0,11.48,150.66,Credit Card,4,False,False,False,Completed
TXN-0000949,RCP-00000949,PH-004,REG-05,EMP-0084,CUS-03742,2026-07-29 14:02:01,Sale,143.84,0,11.88,155.72,Credit Card,6,False,True,False,Completed
TXN-0000950,RCP-00000950,PH-004,REG-06,EMP-0082,CUS-02558,2026-06-22 18:27:40,Sale,224.68,1.59,18.41,241.5,Credit Card,4,False,True,False,Completed
TXN-0000951,RCP-00000951,PH-001,REG-03,EMP-0014,,2026-05-23 13:12:14,Sale,431.5,36.31,32.6,427.79,Debit Card,7,False,False,False,Completed
TXN-0000952,RCP-00000952,PH-005,REG-06,EMP-0090,CUS-03166,2026-05-26 17:45:57,Sale,78.16,10.85,5.56,72.87,Credit Card,3,False,True,False,Completed
TXN-0000953,RCP-00000953,PH-001,REG-01,EMP-0001,,2026-07-08 09:36:34,Sale,112.69,0,9.3,121.99,Cash,5,False,False,False,Completed
TXN-0000954,RCP-00000954,PH-004,REG-05,EMP-0078,CUS-04572,2026-06-28 09:22:18,Sale,154.78,6.83,12.2,160.15,Debit Card,4,False,True,False,Completed
TXN-0000955,RCP-00000955,PH-005,REG-05,EMP-0100,CUS-03856,2026-07-08 11:12:59,Sale,54.05,9.66,3.66,48.05,Credit Card,2,False,True,True,Completed
TXN-0000956,RCP-00000956,PH-001,REG-03,EMP-0001,CUS-03618,2026-05-07 14:28:07,Sale,87.17,0,7.2,94.37,Debit Card,3,False,True,False,Completed
TXN-0000957,RCP-00000957,PH-003,REG-06,EMP-0056,CUS-02985,2026-07-09 16:12:38,Sale,338.74,0,27.93,366.67,Credit Card,7,False,True,False,Completed
TXN-0000958,RCP-00000958,PH-004,REG-03,EMP-0080,CUS-04351,2026-05-13 11:45:11,Sale,38.1,0.4,3.11,40.81,Credit Card,2,False,True,False,Completed
TXN-0000959,RCP-00000959,PH-001,REG-05,EMP-0012,CUS-02157,2026-06-23 08:28:32,Sale,211.58,0,17.45,229.03,Cash,3,False,True,False,Completed
TXN-0000960,RCP-00000960,PH-003,REG-02,EMP-0058,CUS-03203,2026-07-17 15:36:42,Sale,158.27,0,13.06,171.33,Cash,6,False,True,False,Completed
TXN-0000961,RCP-00000961,PH-005,REG-02,EMP-0089,CUS-03308,2026-07-26 20:58:43,Sale,170.4,6.16,13.55,177.79,Credit Card,3,False,True,True,Completed
TXN-0000962,RCP-00000962,PH-003,REG-02,EMP-0060,CUS-01916,2026-06-06 20:03:50,Sale,317.23,6.66,25.62,336.19,Cash,6,False,True,False,Completed
TXN-0000963,RCP-00000963,PH-004,REG-06,EMP-0079,,2026-05-10 11:21:41,Sale,173.73,13.9,13.19,173.02,Gift Card,7,False,False,False,Completed
TXN-0000964,RCP-00000964,PH-005,REG-05,EMP-0107,CUS-04171,2026-07-25 15:21:12,Sale,13.91,0,1.15,15.06,Credit Card,1,False,True,False,Completed
TXN-0000965,RCP-00000965,PH-002,REG-01,EMP-0042,,2026-05-12 13:09:52,Sale,89.45,0,7.39,96.84,Cash,3,False,False,False,Completed
TXN-0000966,RCP-00000966,PH-004,REG-05,EMP-0068,,2026-05-01 09:32:09,Sale,64.53,5.03,4.9,64.4,Debit Card,4,False,False,False,Completed
TXN-0000967,RCP-00000967,PH-003,REG-04,EMP-0063,CUS-03879,2026-05-27 19:45:21,Sale,494.8,1.56,40.69,533.93,Credit Card,7,False,True,False,Completed
TXN-0000968,RCP-00000968,PH-003,REG-05,EMP-0056,CUS-02914,2026-05-23 11:42:46,Sale,147.39,5.46,11.71,153.64,Cash,3,False,True,False,Completed
TXN-0000969,RCP-00000969,PH-005,REG-04,EMP-0104,CUS-02103,2026-05-21 19:03:26,Sale,222.24,1.92,18.18,238.5,Credit Card,6,False,True,False,Completed
TXN-0000970,RCP-00000970,PH-002,REG-02,EMP-0039,CUS-04700,2026-05-14 15:49:45,Sale,463.53,11.21,37.31,489.63,Credit Card,7,False,True,False,Completed
TXN-0000971,RCP-00000971,PH-003,REG-03,EMP-0063,,2026-06-14 12:37:45,Sale,337.27,12.43,26.81,351.65,Debit Card,8,False,False,False,Completed
TXN-0000972,RCP-00000972,PH-002,REG-04,EMP-0024,CUS-04746,2026-06-07 19:03:30,Sale,39.35,0,3.25,42.6,Credit Card,1,False,True,False,Completed
TXN-0000973,RCP-00000973,PH-001,REG-05,EMP-0019,CUS-02643,2026-07-31 20:08:13,Sale,303.84,4.59,24.7,323.95,Cash,4,False,True,False,Completed
TXN-0000974,RCP-00000974,PH-002,REG-01,EMP-0025,CUS-03923,2026-05-26 14:35:25,Sale,394.57,5.74,32.07,420.9,Credit Card,8,False,True,False,Completed
TXN-0000975,RCP-00000975,PH-004,REG-03,EMP-0085,CUS-01452,2026-07-31 19:48:25,Sale,215.78,0,17.8,233.58,Credit Card,3,False,True,False,Completed
TXN-0000976,RCP-00000976,PH-003,REG-04,EMP-0057,CUS-00028,2026-07-13 11:15:34,Sale,292.15,0,24.11,316.26,Cash,8,False,True,False,Completed
TXN-0000977,RCP-00000977,PH-001,REG-02,EMP-0018,CUS-04346,2026-07-19 20:58:52,Sale,193.65,2.13,15.8,207.32,Credit Card,5,False,True,False,Completed
TXN-0000978,RCP-00000978,PH-003,REG-06,EMP-0047,CUS-02069,2026-06-02 11:03:07,Sale,267.54,10.23,21.23,278.54,Cash,7,False,True,False,Completed
TXN-0000979,RCP-00000979,PH-005,REG-02,EMP-0102,CUS-01263,2026-07-21 13:56:52,Sale,43.0,4.3,3.19,41.89,Credit Card,1,False,True,False,Completed
TXN-0000980,RCP-00000980,PH-002,REG-03,EMP-0040,CUS-04752,2026-06-24 16:18:50,Sale,257.61,2.06,21.09,276.64,Credit Card,7,False,True,False,Completed
TXN-0000981,RCP-00000981,PH-002,REG-03,EMP-0041,,2026-07-27 08:02:55,Sale,198.71,0,16.4,215.11,Credit Card,3,False,False,False,Completed
TXN-0000982,RCP-00000982,PH-005,REG-03,EMP-0106,CUS-02940,2026-06-06 17:06:22,Sale,133.4,17.04,9.6,125.96,Debit Card,3,False,True,False,Completed
TXN-0000983,RCP-00000983,PH-001,REG-05,EMP-0017,,2026-06-01 19:25:39,Sale,117.06,9.05,8.9,116.91,Gift Card,5,False,False,False,Completed
TXN-0000984,RCP-00000984,PH-003,REG-05,EMP-0060,,2026-05-14 15:56:24,Sale,104.01,0,8.58,112.59,Credit Card,5,False,False,False,Completed
TXN-0000985,RCP-00000985,PH-003,REG-04,EMP-0047,CUS-04049,2026-06-27 20:23:56,Sale,241.59,6.32,19.41,254.68,Credit Card,6,False,True,False,Completed
TXN-0000986,RCP-00000986,PH-003,REG-06,EMP-0046,,2026-06-15 12:44:35,Sale,365.43,2.69,29.92,392.66,Credit Card,6,False,False,False,Completed
TXN-0000987,RCP-00000987,PH-002,REG-02,EMP-0036,CUS-02537,2026-06-10 19:18:10,Sale,89.49,24.02,5.4,70.87,Gift Card,4,False,True,True,Completed
TXN-0000988,RCP-00000988,PH-002,REG-02,EMP-0035,CUS-04770,2026-07-20 12:48:46,Sale,259.14,55.27,16.82,220.69,Debit Card,4,False,True,True,Completed
TXN-0000989,RCP-00000989,PH-004,REG-04,EMP-0086,,2026-07-07 10:42:24,Sale,129.49,0,10.69,140.18,Debit Card,3,False,False,False,Completed
TXN-0000990,RCP-00000990,PH-001,REG-02,EMP-0003,CUS-04240,2026-07-27 16:49:51,Sale,66.72,2.6,5.29,69.41,Debit Card,3,False,True,False,Completed
TXN-0000991,RCP-00000991,PH-001,REG-04,EMP-0003,CUS-04211,2026-06-29 10:09:11,Sale,300.61,0,24.8,325.41,Credit Card,3,False,True,False,Completed
TXN-0000992,RCP-00000992,PH-001,REG-05,EMP-0018,CUS-02084,2026-06-20 11:35:33,Sale,159.7,0,13.18,172.88,Debit Card,4,False,True,False,Completed
TXN-0000993,RCP-00000993,PH-004,REG-03,EMP-0068,CUS-03277,2026-05-09 08:32:45,Sale,307.99,0,25.41,333.4,Credit Card,6,False,True,False,Completed
TXN-0000994,RCP-00000994,PH-005,REG-02,EMP-0089,CUS-02074,2026-07-06 21:28:12,Sale,364.99,0.1,30.09,394.98,Gift Card,9,False,True,False,Completed
TXN-0000995,RCP-00000995,PH-002,REG-02,EMP-0040,,2026-06-22 19:59:47,Sale,113.9,0,9.4,123.3,Credit Card,4,False,False,False,Completed
TXN-0000996,RCP-00000996,PH-003,REG-04,EMP-0058,CUS-03686,2026-07-04 10:48:29,Sale,226.0,2.31,18.45,242.14,Debit Card,7,False,True,False,Completed
TXN-0000997,RCP-00000997,PH-004,REG-02,EMP-0083,CUS-00149,2026-06-20 21:47:45,Sale,224.11,0,18.48,242.59,Credit Card,7,False,True,False,Completed
TXN-0000998,RCP-00000998,PH-005,REG-06,EMP-0101,CUS-04218,2026-06-06 20:44:01,Sale,154.2,0,12.72,166.92,Debit Card,1,False,True,False,Completed
TXN-0000999,RCP-00000999,PH-003,REG-05,EMP-0056,CUS-01454,2026-06-25 21:36:29,Sale,127.91,8.8,9.83,128.94,Cash,4,False,True,False,Completed
TXN-0001000,RCP-00001000,PH-004,REG-01,EMP-0083,CUS-03175,2026-07-28 11:58:02,Sale,117.57,0,9.7,127.27,Credit Card,4,False,True,False,Completed
TXN-0001001,RCP-00001001,PH-001,REG-02,EMP-0015,CUS-01436,2026-06-03 12:42:10,Sale,203.55,34.96,13.91,182.5,Gift Card,3,False,True,False,Completed
TXN-0001002,RCP-00001002,PH-003,REG-05,EMP-0047,CUS-01206,2026-07-07 21:23:10,Sale,311.73,6.82,25.17,330.08,Debit Card,8,False,True,False,Completed
TXN-0001003,RCP-00001003,PH-004,REG-06,EMP-0081,CUS-03282,2026-07-16 18:38:32,Sale,258.88,7.58,20.72,272.02,Split Payment,5,False,True,False,Completed
TXN-0001004,RCP-00001004,PH-004,REG-02,EMP-0068,CUS-03971,2026-05-21 15:40:16,Sale,45.9,1.73,3.64,47.81,Debit Card,2,False,True,False,Completed
TXN-0001005,RCP-00001005,PH-004,REG-04,EMP-0079,CUS-02868,2026-07-25 12:41:18,Sale,177.85,0,14.67,192.52,Credit Card,4,False,True,False,Completed
TXN-0001006,RCP-00001006,PH-004,REG-02,EMP-0079,CUS-00048,2026-06-25 20:36:47,Sale,86.07,0,7.1,93.17,Cash,3,False,True,False,Completed
TXN-0001007,RCP-00001007,PH-001,REG-03,EMP-0020,CUS-00239,2026-06-23 15:33:55,Sale,107.44,6.45,8.34,109.33,Credit Card,3,False,True,False,Completed
TXN-0001008,RCP-00001008,PH-001,REG-02,EMP-0014,CUS-04158,2026-06-29 11:12:20,Sale,186.0,2.72,15.13,198.41,Credit Card,4,False,True,False,Completed
TXN-0001009,RCP-00001009,PH-005,REG-04,EMP-0101,CUS-03255,2026-07-14 18:07:09,Sale,92.22,0,7.61,99.83,Credit Card,3,False,True,False,Completed
TXN-0001010,RCP-00001010,PH-001,REG-06,EMP-0012,CUS-00834,2026-07-26 18:34:51,Sale,139.25,0,11.49,150.74,Split Payment,3,False,True,False,Completed
TXN-0001011,RCP-00001011,PH-004,REG-04,EMP-0080,CUS-04670,2026-06-04 11:50:32,Sale,123.22,0,10.16,133.38,Debit Card,4,False,True,False,Completed
TXN-0001012,RCP-00001012,PH-002,REG-01,EMP-0038,,2026-05-14 21:56:21,Sale,156.77,3.46,12.66,165.97,Credit Card,6,False,False,False,Completed
TXN-0001013,RCP-00001013,PH-004,REG-03,EMP-0083,CUS-03492,2026-06-01 09:26:12,Sale,232.98,3.97,18.9,247.91,Debit Card,6,False,True,False,Completed
TXN-0001014,RCP-00001014,PH-005,REG-01,EMP-0107,CUS-01472,2026-05-28 16:19:04,Sale,414.67,0,34.21,448.88,Credit Card,8,False,True,False,Completed
TXN-0001015,RCP-00001015,PH-001,REG-01,EMP-0013,CUS-00626,2026-06-22 18:52:16,Sale,170.67,4.79,13.68,179.56,Credit Card,5,False,True,False,Completed
TXN-0001016,RCP-00001016,PH-001,REG-04,EMP-0016,CUS-02342,2026-06-26 16:48:57,Sale,164.87,0,13.6,178.47,Gift Card,3,False,True,False,Completed
TXN-0001017,RCP-00001017,PH-001,REG-04,EMP-0018,,2026-06-08 08:33:49,Sale,316.26,0,26.09,342.35,Credit Card,4,False,False,False,Completed
TXN-0001018,RCP-00001018,PH-001,REG-05,EMP-0013,,2026-07-29 09:59:41,Sale,68.65,0,5.67,74.32,Credit Card,2,False,False,False,Completed
TXN-0001019,RCP-00001019,PH-002,REG-03,EMP-0035,CUS-00836,2026-05-03 08:35:20,Sale,114.77,0,9.47,124.24,Credit Card,2,False,True,False,Completed
TXN-0001020,RCP-00001020,PH-003,REG-01,EMP-0061,CUS-01843,2026-07-07 21:34:13,Sale,134.39,0,11.09,145.48,Debit Card,6,False,True,False,Completed
TXN-0001021,RCP-00001021,PH-002,REG-02,EMP-0023,CUS-01682,2026-07-22 16:59:05,Sale,290.14,1.98,23.78,311.94,Credit Card,7,False,True,False,Completed
TXN-0001022,RCP-00001022,PH-004,REG-01,EMP-0082,CUS-04853,2026-06-02 17:57:10,Sale,42.3,0,3.49,45.79,Credit Card,2,False,True,False,Completed
TXN-0001023,RCP-00001023,PH-001,REG-06,EMP-0020,CUS-00365,2026-07-19 18:03:48,Sale,268.97,4.5,21.82,286.29,Debit Card,6,False,True,False,Completed
TXN-0001024,RCP-00001024,PH-002,REG-06,EMP-0024,CUS-04597,2026-06-14 13:06:19,Sale,469.58,0,38.73,508.31,Credit Card,6,False,True,False,Completed
TXN-0001025,RCP-00001025,PH-005,REG-03,EMP-0090,CUS-04851,2026-07-05 20:36:51,Sale,178.53,0,14.73,193.26,Debit Card,4,False,True,False,Completed
TXN-0001026,RCP-00001026,PH-003,REG-01,EMP-0045,CUS-01678,2026-05-15 20:59:04,Sale,77.06,2.36,6.16,80.86,Credit Card,3,False,True,False,Completed
TXN-0001027,RCP-00001027,PH-001,REG-04,EMP-0017,CUS-01182,2026-05-29 14:34:31,Sale,346.76,7.63,27.98,367.11,Debit Card,8,False,True,False,Completed
TXN-0001028,RCP-00001028,PH-002,REG-02,EMP-0039,,2026-07-09 11:21:48,Sale,174.32,3.92,14.05,184.45,Cash,7,False,False,True,Completed
TXN-0001029,RCP-00001029,PH-003,REG-03,EMP-0056,CUS-01728,2026-05-07 14:55:50,Sale,8.11,0,0.67,8.78,Credit Card,1,False,True,False,Completed
TXN-0001030,RCP-00001030,PH-004,REG-06,EMP-0067,CUS-00461,2026-05-26 14:30:23,Sale,185.54,3.68,15.01,196.87,Cash,6,False,True,False,Completed
TXN-0001031,RCP-00001031,PH-001,REG-03,EMP-0015,,2026-05-06 19:33:59,Sale,99.83,0,8.24,108.07,Credit Card,3,False,False,False,Completed
TXN-0001032,RCP-00001032,PH-003,REG-01,EMP-0060,CUS-00709,2026-05-15 17:11:31,Sale,120.29,1.57,9.79,128.51,Credit Card,5,False,True,False,Completed
TXN-0001033,RCP-00001033,PH-002,REG-04,EMP-0038,CUS-01806,2026-07-04 13:29:56,Sale,292.74,0,24.15,316.89,Debit Card,6,False,True,False,Completed
TXN-0001034,RCP-00001034,PH-003,REG-01,EMP-0059,,2026-05-30 20:40:50,Sale,619.19,0,51.08,670.27,Debit Card,6,False,False,False,Completed
TXN-0001035,RCP-00001035,PH-005,REG-06,EMP-0102,CUS-00813,2026-05-03 15:20:01,Sale,117.72,11.5,8.75,114.97,Debit Card,6,False,True,False,Completed
TXN-0001036,RCP-00001036,PH-001,REG-06,EMP-0018,,2026-06-04 20:25:10,Sale,149.18,8.21,11.64,152.61,Cash,4,False,False,False,Completed
TXN-0001037,RCP-00001037,PH-001,REG-05,EMP-0019,CUS-04768,2026-06-29 21:56:19,Sale,130.52,11.2,9.85,129.17,Debit Card,4,False,True,False,Completed
TXN-0001038,RCP-00001038,PH-001,REG-03,EMP-0020,CUS-00669,2026-06-01 14:45:16,Sale,49.8,0,4.11,53.91,Debit Card,1,False,True,False,Completed
TXN-0001039,RCP-00001039,PH-004,REG-03,EMP-0068,CUS-03165,2026-05-21 20:52:04,Sale,190.06,4.79,15.28,200.55,Debit Card,5,False,True,False,Completed
TXN-0001040,RCP-00001040,PH-001,REG-04,EMP-0020,CUS-02802,2026-05-24 13:41:54,Sale,50.14,0,4.14,54.28,Credit Card,1,False,True,False,Completed
TXN-0001041,RCP-00001041,PH-001,REG-06,EMP-0014,CUS-04812,2026-07-03 16:53:43,Sale,135.08,0,11.15,146.23,Cash,4,False,True,False,Completed
TXN-0001042,RCP-00001042,PH-003,REG-02,EMP-0061,CUS-01449,2026-07-05 16:17:21,Sale,280.24,1.96,22.97,301.25,Gift Card,7,False,True,False,Completed
TXN-0001043,RCP-00001043,PH-001,REG-04,EMP-0012,CUS-04014,2026-06-10 11:46:17,Sale,188.55,0,15.56,204.11,Split Payment,7,False,True,False,Completed
TXN-0001044,RCP-00001044,PH-004,REG-06,EMP-0084,CUS-01885,2026-05-26 18:25:40,Sale,319.78,4.82,25.98,340.94,Credit Card,6,False,True,False,Completed
TXN-0001045,RCP-00001045,PH-005,REG-05,EMP-0101,CUS-01722,2026-06-16 18:13:35,Sale,105.79,0,8.73,114.52,Credit Card,4,False,True,False,Completed
TXN-0001046,RCP-00001046,PH-004,REG-02,EMP-0086,CUS-01802,2026-06-22 19:56:20,Sale,149.76,4.25,12.0,157.51,Cash,5,False,True,False,Completed
TXN-0001047,RCP-00001047,PH-005,REG-04,EMP-0090,CUS-00921,2026-07-19 08:38:05,Sale,150.38,1.02,12.32,161.68,Gift Card,4,False,True,False,Completed
TXN-0001048,RCP-00001048,PH-004,REG-03,EMP-0084,,2026-07-06 18:51:41,Sale,170.33,0,14.05,184.38,Credit Card,5,False,False,False,Completed
TXN-0001049,RCP-00001049,PH-004,REG-05,EMP-0081,CUS-02983,2026-06-09 08:21:36,Sale,168.16,12.61,12.83,168.38,Cash,3,False,True,False,Completed
TXN-0001050,RCP-00001050,PH-005,REG-06,EMP-0106,CUS-02346,2026-05-15 13:43:10,Sale,128.28,0,10.59,138.87,Credit Card,3,False,True,False,Completed
TXN-0001051,RCP-00001051,PH-005,REG-05,EMP-0101,CUS-03671,2026-06-11 15:44:16,Sale,103.15,1.21,8.41,110.35,Credit Card,2,False,True,False,Completed
TXN-0001052,RCP-00001052,PH-002,REG-04,EMP-0041,CUS-03826,2026-06-08 20:38:31,Sale,187.86,0,15.5,203.36,Cash,4,False,True,False,Completed
TXN-0001053,RCP-00001053,PH-003,REG-05,EMP-0047,CUS-03637,2026-05-17 14:05:19,Sale,164.02,3.33,13.26,173.95,Cash,4,False,True,False,Completed
TXN-0001054,RCP-00001054,PH-005,REG-03,EMP-0107,,2026-05-12 08:01:19,Sale,256.34,24.21,19.13,251.26,Split Payment,6,False,False,True,Completed
TXN-0001055,RCP-00001055,PH-003,REG-05,EMP-0059,CUS-04328,2026-07-05 08:53:53,Sale,346.26,42.33,25.06,328.99,Cash,7,False,True,False,Completed
TXN-0001056,RCP-00001056,PH-005,REG-02,EMP-0104,CUS-03543,2026-06-16 08:45:20,Sale,230.69,14.66,17.83,233.86,Credit Card,8,False,True,False,Completed
TXN-0001057,RCP-00001057,PH-005,REG-01,EMP-0103,,2026-05-21 08:14:41,Sale,268.59,11.71,21.18,278.06,Cash,6,False,False,True,Completed
