snapshot_id,snapshot_date,store_id,product_id,system_quantity,counted_quantity,variance_quantity,variance_value,expired_quantity,status
SNP-00000300,2026-07-31,PH-001,PRD-00603,33,31,-2,-57.64,0,Minor Variance
SNP-00000301,2026-07-31,PH-002,PRD-00230,62,60,-2,-47.34,0,Minor Variance
SNP-00000302,2026-07-31,PH-002,PRD-00542,96,99,3,50.7,0,Minor Variance
SNP-00000303,2026-07-31,PH-002,PRD-00428,16,19,3,62.16,0,Minor Variance
SNP-00000304,2026-07-31,PH-002,PRD-00173,29,26,-3,-98.16,0,Minor Variance
SNP-00000305,2026-07-31,PH-002,PRD-00571,60,61,1,23.81,0,Minor Variance
SNP-00000306,2026-07-31,PH-002,PRD-00609,68,67,-1,-32.55,0,Minor Variance
SNP-00000307,2026-07-31,PH-002,PRD-00614,55,54,-1,-23.27,0,Minor Variance
SNP-00000308,2026-07-31,PH-002,PRD-00413,53,51,-2,-31.86,0,Minor Variance
SNP-00000309,2026-07-31,PH-002,PRD-00341,33,33,0,0.0,0,Matched
SNP-00000310,2026-07-31,PH-002,PRD-00619,31,32,1,16.52,0,Minor Variance
SNP-00000311,2026-07-31,PH-002,PRD-00778,12,14,2,39.76,0,Minor Variance
SNP-00000312,2026-07-31,PH-002,PRD-00796,51,51,0,0.0,0,Matched
SNP-00000313,2026-07-31,PH-002,PRD-00491,51,54,3,37.8,0,Minor Variance
SNP-00000314,2026-07-31,PH-002,PRD-00265,19,18,-1,-18.07,0,Minor Variance
SNP-00000315,2026-07-31,PH-002,PRD-00027,10,10,0,0.0,0,Matched
SNP-00000316,2026-07-31,PH-002,PRD-00158,12,10,-2,-26.7,0,Minor Variance
SNP-00000317,2026-07-31,PH-002,PRD-00705,27,30,3,12.27,0,Minor Variance
SNP-00000318,2026-07-31,PH-002,PRD-00176,6,6,0,0.0,0,Matched
SNP-00000319,2026-07-31,PH-002,PRD-00783,48,51,3,66.0,0,Minor Variance
SNP-00000320,2026-07-31,PH-002,PRD-00430,50,47,-3,-78.39,0,Minor Variance
SNP-00000321,2026-07-31,PH-002,PRD-00416,22,24,2,61.44,0,Minor Variance
SNP-00000322,2026-07-31,PH-002,PRD-00474,1,0,-1,-32.12,0,Out of Stock
SNP-00000323,2026-07-31,PH-002,PRD-00325,84,82,-2,-28.74,0,Minor Variance
SNP-00000324,2026-07-31,PH-002,PRD-00131,97,95,-2,-12.28,0,Minor Variance
SNP-00000325,2026-07-31,PH-002,PRD-00581,25,28,3,57.69,0,Minor Variance
SNP-00000326,2026-07-31,PH-002,PRD-00525,35,32,-3,-6.69,0,Minor Variance
SNP-00000327,2026-07-31,PH-002,PRD-00288,0,1,1,12.21,0,Minor Variance
SNP-00000328,2026-07-31,PH-002,PRD-00575,28,29,1,30.01,0,Minor Variance
SNP-00000329,2026-07-31,PH-002,PRD-00314,87,88,1,8.45,0,Minor Variance
SNP-00000330,2026-07-31,PH-002,PRD-00383,90,88,-2,-41.68,0,Minor Variance
SNP-00000331,2026-07-31,PH-002,PRD-00675,66,65,-1,-31.02,0,Minor Variance
SNP-00000332,2026-07-31,PH-002,PRD-00397,32,35,3,12.12,0,Minor Variance
SNP-00000333,2026-07-31,PH-002,PRD-00364,78,80,2,67.58,0,Minor Variance
SNP-00000334,2026-07-31,PH-002,PRD-00348,68,70,2,51.7,0,Minor Variance
SNP-00000335,2026-07-31,PH-002,PRD-00605,8,7,-1,-24.15,0,Minor Variance
SNP-00000336,2026-07-31,PH-002,PRD-00667,49,47,-2,-42.68,0,Minor Variance
SNP-00000337,2026-07-31,PH-002,PRD-00376,14,11,-3,-4.92,0,Minor Variance
SNP-00000338,2026-07-31,PH-002,PRD-00484,71,74,3,74.64,0,Minor Variance
SNP-00000339,2026-07-31,PH-002,PRD-00584,83,84,1,13.55,0,Minor Variance
SNP-00000340,2026-07-31,PH-002,PRD-00561,82,80,-2,-33.02,0,Minor Variance
SNP-00000341,2026-07-31,PH-002,PRD-00679,50,50,0,0.0,0,Matched
SNP-00000342,2026-07-31,PH-002,PRD-00354,64,63,-1,-33.43,0,Minor Variance
SNP-00000343,2026-07-31,PH-002,PRD-00417,37,36,-1,-7.57,0,Minor Variance
SNP-00000344,2026-07-31,PH-002,PRD-00387,67,70,3,99.75,0,Minor Variance
SNP-00000345,2026-07-31,PH-002,PRD-00233,48,49,1,22.63,0,Minor Variance
SNP-00000346,2026-07-31,PH-002,PRD-00610,62,59,-3,-8.25,0,Minor Variance
SNP-00000347,2026-07-31,PH-002,PRD-00102,52,52,0,0.0,0,Matched
SNP-00000348,2026-07-31,PH-002,PRD-00128,69,70,1,10.11,0,Minor Variance
SNP-00000349,2026-07-31,PH-002,PRD-00222,90,90,0,0.0,0,Matched
SNP-00000350,2026-07-31,PH-002,PRD-00670,48,47,-1,-27.07,0,Minor Variance
SNP-00000351,2026-07-31,PH-002,PRD-00189,97,95,-2,-50.74,0,Minor Variance
SNP-00000352,2026-07-31,PH-002,PRD-00042,62,62,0,0.0,0,Matched
SNP-00000353,2026-07-31,PH-002,PRD-00540,6,3,-3,-48.15,0,Minor Variance
SNP-00000354,2026-07-31,PH-002,PRD-00777,74,71,-3,-42.78,0,Minor Variance
SNP-00000355,2026-07-31,PH-002,PRD-00168,65,62,-3,-45.06,0,Minor Variance
SNP-00000356,2026-07-31,PH-002,PRD-00065,34,35,1,4.15,0,Minor Variance
SNP-00000357,2026-07-31,PH-002,PRD-00235,66,66,0,0.0,0,Matched
SNP-00000358,2026-07-31,PH-002,PRD-00768,21,24,3,47.97,0,Minor Variance
SNP-00000359,2026-07-31,PH-002,PRD-00375,0,0,0,0.0,0,Out of Stock
SNP-00000360,2026-07-31,PH-002,PRD-00181,28,26,-2,-26.3,0,Minor Variance
SNP-00000361,2026-07-31,PH-002,PRD-00439,88,88,0,0.0,0,Matched
SNP-00000362,2026-07-31,PH-002,PRD-00079,29,28,-1,-11.39,0,Minor Variance
SNP-00000363,2026-07-31,PH-002,PRD-00613,41,42,1,24.81,0,Minor Variance
SNP-00000364,2026-07-31,PH-002,PRD-00687,12,15,3,18.09,0,Minor Variance
SNP-00000365,2026-07-31,PH-002,PRD-00425,4,6,2,24.54,0,Minor Variance
SNP-00000366,2026-07-31,PH-002,PRD-00403,32,29,-3,-59.13,0,Minor Variance
SNP-00000367,2026-07-31,PH-002,PRD-00023,61,62,1,3.15,0,Minor Variance
SNP-00000368,2026-07-31,PH-002,PRD-00719,97,94,-3,-13.89,0,Minor Variance
SNP-00000369,2026-07-31,PH-002,PRD-00515,63,63,0,0.0,0,Matched
SNP-00000370,2026-07-31,PH-002,PRD-00299,92,90,-2,-30.0,0,Minor Variance
SNP-00000371,2026-07-31,PH-002,PRD-00539,85,84,-1,-20.53,0,Minor Variance
SNP-00000372,2026-07-31,PH-002,PRD-00318,14,14,0,0.0,0,Matched
SNP-00000373,2026-07-31,PH-002,PRD-00209,4,4,0,0.0,0,Matched
SNP-00000374,2026-07-31,PH-002,PRD-00207,55,55,0,0.0,0,Matched
SNP-00000375,2026-07-31,PH-002,PRD-00795,68,69,1,27.11,0,Minor Variance
SNP-00000376,2026-07-31,PH-002,PRD-00300,31,30,-1,-27.61,0,Minor Variance
SNP-00000377,2026-07-31,PH-002,PRD-00711,98,100,2,39.86,0,Minor Variance
SNP-00000378,2026-07-31,PH-002,PRD-00573,85,82,-3,-18.9,0,Minor Variance
SNP-00000379,2026-07-31,PH-002,PRD-00450,64,62,-2,-54.9,0,Minor Variance
SNP-00000380,2026-07-31,PH-002,PRD-00434,83,86,3,44.28,0,Minor Variance
SNP-00000381,2026-07-31,PH-002,PRD-00723,6,5,-1,-1.96,0,Minor Variance
SNP-00000382,2026-07-31,PH-002,PRD-00481,46,46,0,0.0,0,Matched
SNP-00000383,2026-07-31,PH-002,PRD-00112,85,86,1,9.09,0,Minor Variance
SNP-00000384,2026-07-31,PH-002,PRD-00504,7,7,0,0.0,0,Matched
SNP-00000385,2026-07-31,PH-002,PRD-00312,81,81,0,0.0,0,Matched
SNP-00000386,2026-07-31,PH-002,PRD-00776,95,96,1,32.05,0,Minor Variance
SNP-00000387,2026-07-31,PH-002,PRD-00800,47,50,3,101.94,0,Minor Variance
SNP-00000388,2026-07-31,PH-002,PRD-00625,35,34,-1,-23.82,0,Minor Variance
SNP-00000389,2026-07-31,PH-002,PRD-00451,78,77,-1,-9.8,0,Minor Variance
SNP-00000390,2026-07-31,PH-002,PRD-00243,40,43,3,104.28,0,Minor Variance
SNP-00000391,2026-07-31,PH-002,PRD-00750,70,71,1,5.54,0,Minor Variance
SNP-00000392,2026-07-31,PH-002,PRD-00263,33,34,1,17.47,0,Minor Variance
SNP-00000393,2026-07-31,PH-002,PRD-00524,90,89,-1,-17.24,0,Minor Variance
SNP-00000394,2026-07-31,PH-002,PRD-00082,89,87,-2,-54.42,0,Minor Variance
SNP-00000395,2026-07-31,PH-002,PRD-00287,84,85,1,7.45,0,Minor Variance
SNP-00000396,2026-07-31,PH-002,PRD-00089,9,6,-3,-90.54,0,Minor Variance
SNP-00000397,2026-07-31,PH-002,PRD-00276,34,35,1,27.82,0,Minor Variance
SNP-00000398,2026-07-31,PH-002,PRD-00632,28,27,-1,-13.55,0,Minor Variance
SNP-00000399,2026-07-31,PH-002,PRD-00368,34,33,-1,-1.16,0,Minor Variance
SNP-00000400,2026-07-31,PH-002,PRD-00264,50,47,-3,-7.23,0,Minor Variance
SNP-00000401,2026-07-31,PH-002,PRD-00456,71,68,-3,-51.84,0,Minor Variance
SNP-00000402,2026-07-31,PH-002,PRD-00319,55,53,-2,-56.68,0,Minor Variance
SNP-00000403,2026-07-31,PH-002,PRD-00421,32,30,-2,-19.94,0,Minor Variance
SNP-00000404,2026-07-31,PH-002,PRD-00205,70,72,2,58.04,0,Minor Variance
SNP-00000405,2026-07-31,PH-002,PRD-00755,59,60,1,16.37,0,Minor Variance
SNP-00000406,2026-07-31,PH-002,PRD-00396,62,61,-1,-24.63,0,Minor Variance
SNP-00000407,2026-07-31,PH-002,PRD-00039,87,90,3,30.3,0,Minor Variance
SNP-00000408,2026-07-31,PH-002,PRD-00236,49,50,1,4.59,0,Minor Variance
SNP-00000409,2026-07-31,PH-002,PRD-00469,4,1,-3,-21.51,0,Minor Variance
SNP-00000410,2026-07-31,PH-002,PRD-00361,63,66,3,60.6,0,Minor Variance
SNP-00000411,2026-07-31,PH-002,PRD-00245,43,44,1,10.19,0,Minor Variance
SNP-00000412,2026-07-31,PH-002,PRD-00767,6,9,3,97.29,0,Minor Variance
SNP-00000413,2026-07-31,PH-002,PRD-00490,21,18,-3,-70.41,0,Minor Variance
SNP-00000414,2026-07-31,PH-002,PRD-00372,8,9,1,8.1,0,Minor Variance
SNP-00000415,2026-07-31,PH-002,PRD-00727,58,56,-2,-19.4,0,Minor Variance
SNP-00000416,2026-07-31,PH-002,PRD-00563,67,67,0,0.0,0,Matched
SNP-00000417,2026-07-31,PH-002,PRD-00380,21,18,-3,-38.4,0,Minor Variance
SNP-00000418,2026-07-31,PH-002,PRD-00311,88,88,0,0.0,0,Matched
SNP-00000419,2026-07-31,PH-002,PRD-00684,27,26,-1,-14.09,0,Minor Variance
SNP-00000420,2026-07-31,PH-002,PRD-00674,54,55,1,20.45,0,Minor Variance
SNP-00000421,2026-07-31,PH-002,PRD-00339,17,20,3,41.91,0,Minor Variance
SNP-00000422,2026-07-31,PH-002,PRD-00672,86,86,0,0.0,0,Matched
SNP-00000423,2026-07-31,PH-002,PRD-00226,79,81,2,61.56,0,Minor Variance
SNP-00000424,2026-07-31,PH-002,PRD-00234,59,58,-1,-16.33,0,Minor Variance
SNP-00000425,2026-07-31,PH-002,PRD-00407,61,63,2,39.62,0,Minor Variance
SNP-00000426,2026-07-31,PH-002,PRD-00716,30,30,0,0.0,0,Matched
SNP-00000427,2026-07-31,PH-002,PRD-00673,17,19,2,42.92,0,Minor Variance
SNP-00000428,2026-07-31,PH-002,PRD-00757,97,96,-1,-19.45,0,Minor Variance
SNP-00000429,2026-07-31,PH-002,PRD-00078,13,11,-2,-10.48,0,Minor Variance
SNP-00000430,2026-07-31,PH-002,PRD-00593,39,38,-1,-9.22,0,Minor Variance
SNP-00000431,2026-07-31,PH-002,PRD-00458,99,96,-3,-69.54,0,Minor Variance
SNP-00000432,2026-07-31,PH-002,PRD-00253,58,57,-1,-18.9,0,Minor Variance
SNP-00000433,2026-07-31,PH-002,PRD-00392,34,32,-2,-27.22,0,Minor Variance
SNP-00000434,2026-07-31,PH-002,PRD-00289,26,26,0,0.0,0,Matched
SNP-00000435,2026-07-31,PH-002,PRD-00651,7,4,-3,-40.68,0,Minor Variance
SNP-00000436,2026-07-31,PH-002,PRD-00332,60,58,-2,-57.48,0,Minor Variance
SNP-00000437,2026-07-31,PH-002,PRD-00420,88,88,0,0.0,0,Matched
SNP-00000438,2026-07-31,PH-002,PRD-00094,51,51,0,0.0,0,Matched
SNP-00000439,2026-07-31,PH-002,PRD-00753,15,16,1,8.73,0,Minor Variance
SNP-00000440,2026-07-31,PH-002,PRD-00219,36,35,-1,-33.47,0,Minor Variance
SNP-00000441,2026-07-31,PH-002,PRD-00537,1,0,-1,-9.44,0,Out of Stock
SNP-00000442,2026-07-31,PH-002,PRD-00291,66,66,0,0.0,0,Matched
SNP-00000443,2026-07-31,PH-002,PRD-00772,60,59,-1,-20.23,0,Minor Variance
SNP-00000444,2026-07-31,PH-002,PRD-00008,78,79,1,30.92,0,Minor Variance
SNP-00000445,2026-07-31,PH-002,PRD-00188,39,39,0,0.0,0,Matched
SNP-00000446,2026-07-31,PH-002,PRD-00494,31,31,0,0.0,0,Matched
SNP-00000447,2026-07-31,PH-002,PRD-00225,31,34,3,92.91,0,Minor Variance
SNP-00000448,2026-07-31,PH-002,PRD-00345,26,27,1,2.73,0,Minor Variance
SNP-00000449,2026-07-31,PH-002,PRD-00648,38,36,-2,-52.58,0,Minor Variance
SNP-00000450,2026-07-31,PH-002,PRD-00514,95,97,2,26.56,0,Minor Variance
SNP-00000451,2026-07-31,PH-002,PRD-00043,77,75,-2,-5.06,0,Minor Variance
SNP-00000452,2026-07-31,PH-002,PRD-00218,0,1,1,19.35,0,Minor Variance
SNP-00000453,2026-07-31,PH-002,PRD-00634,40,40,0,0.0,0,Matched
SNP-00000454,2026-07-31,PH-002,PRD-00441,8,11,3,104.52,0,Minor Variance
SNP-00000455,2026-07-31,PH-002,PRD-00492,78,77,-1,-13.97,0,Minor Variance
SNP-00000456,2026-07-31,PH-002,PRD-00468,78,77,-1,-2.32,0,Minor Variance
SNP-00000457,2026-07-31,PH-002,PRD-00695,73,70,-3,-7.44,0,Minor Variance
SNP-00000458,2026-07-31,PH-002,PRD-00671,4,1,-3,-16.08,0,Minor Variance
SNP-00000459,2026-07-31,PH-002,PRD-00503,2,3,1,0.92,0,Minor Variance
SNP-00000460,2026-07-31,PH-002,PRD-00620,41,44,3,60.87,0,Minor Variance
SNP-00000461,2026-07-31,PH-002,PRD-00326,21,23,2,41.08,0,Minor Variance
SNP-00000462,2026-07-31,PH-002,PRD-00054,60,59,-1,-3.68,0,Minor Variance
SNP-00000463,2026-07-31,PH-002,PRD-00586,9,6,-3,-85.23,0,Minor Variance
SNP-00000464,2026-07-31,PH-002,PRD-00163,83,85,2,46.02,0,Minor Variance
SNP-00000465,2026-07-31,PH-002,PRD-00178,65,65,0,0.0,0,Matched
SNP-00000466,2026-07-31,PH-002,PRD-00519,67,70,3,12.87,0,Minor Variance
SNP-00000467,2026-07-31,PH-002,PRD-00175,33,30,-3,-78.63,0,Minor Variance
SNP-00000468,2026-07-31,PH-002,PRD-00552,98,99,1,17.26,0,Minor Variance
SNP-00000469,2026-07-31,PH-002,PRD-00317,9,6,-3,-38.07,0,Minor Variance
SNP-00000470,2026-07-31,PH-002,PRD-00074,65,67,2,25.34,0,Minor Variance
SNP-00000471,2026-07-31,PH-002,PRD-00293,88,87,-1,-23.31,0,Minor Variance
SNP-00000472,2026-07-31,PH-002,PRD-00060,20,23,3,59.1,0,Minor Variance
SNP-00000473,2026-07-31,PH-002,PRD-00059,78,77,-1,-10.9,0,Minor Variance
SNP-00000474,2026-07-31,PH-002,PRD-00044,65,67,2,15.16,0,Minor Variance
SNP-00000475,2026-07-31,PH-002,PRD-00443,57,55,-2,-50.22,0,Minor Variance
SNP-00000476,2026-07-31,PH-002,PRD-00636,76,74,-2,-5.62,0,Minor Variance
SNP-00000477,2026-07-31,PH-002,PRD-00717,78,75,-3,-25.44,0,Minor Variance
SNP-00000478,2026-07-31,PH-002,PRD-00215,67,66,-1,-11.5,0,Minor Variance
SNP-00000479,2026-07-31,PH-002,PRD-00773,20,18,-2,-16.56,0,Minor Variance
SNP-00000480,2026-07-31,PH-002,PRD-00457,53,56,3,102.27,0,Minor Variance
SNP-00000481,2026-07-31,PH-002,PRD-00124,1,4,3,59.97,0,Minor Variance
SNP-00000482,2026-07-31,PH-002,PRD-00122,45,47,2,18.96,0,Minor Variance
SNP-00000483,2026-07-31,PH-002,PRD-00133,90,89,-1,-23.99,0,Minor Variance
SNP-00000484,2026-07-31,PH-002,PRD-00653,76,78,2,13.62,0,Minor Variance
SNP-00000485,2026-07-31,PH-002,PRD-00592,51,52,1,31.43,0,Minor Variance
SNP-00000486,2026-07-31,PH-002,PRD-00449,38,38,0,0.0,0,Matched
SNP-00000487,2026-07-31,PH-002,PRD-00637,14,12,-2,-6.06,0,Minor Variance
SNP-00000488,2026-07-31,PH-002,PRD-00791,31,30,-1,-32.66,0,Minor Variance
SNP-00000489,2026-07-31,PH-002,PRD-00706,85,86,1,27.17,0,Minor Variance
SNP-00000490,2026-07-31,PH-002,PRD-00186,7,7,0,0.0,0,Matched
SNP-00000491,2026-07-31,PH-002,PRD-00665,25,25,0,0.0,0,Matched
SNP-00000492,2026-07-31,PH-002,PRD-00282,94,91,-3,-46.53,0,Minor Variance
SNP-00000493,2026-07-31,PH-002,PRD-00702,76,74,-2,-33.08,0,Minor Variance
SNP-00000494,2026-07-31,PH-002,PRD-00704,55,53,-2,-17.68,0,Minor Variance
SNP-00000495,2026-07-31,PH-002,PRD-00394,31,29,-2,-6.64,0,Minor Variance
SNP-00000496,2026-07-31,PH-002,PRD-00545,93,92,-1,-18.24,0,Minor Variance
SNP-00000497,2026-07-31,PH-002,PRD-00422,3,3,0,0.0,0,Matched
SNP-00000498,2026-07-31,PH-002,PRD-00051,6,5,-1,-21.04,0,Minor Variance
SNP-00000499,2026-07-31,PH-002,PRD-00606,97,98,1,4.53,0,Minor Variance
SNP-00000500,2026-07-31,PH-002,PRD-00296,92,95,3,65.19,0,Minor Variance
SNP-00000501,2026-07-31,PH-002,PRD-00797,32,35,3,104.37,0,Minor Variance
SNP-00000502,2026-07-31,PH-002,PRD-00570,32,34,2,67.48,0,Minor Variance
SNP-00000503,2026-07-31,PH-002,PRD-00418,35,32,-3,-27.12,0,Minor Variance
SNP-00000504,2026-07-31,PH-002,PRD-00680,95,94,-1,-17.16,0,Minor Variance
SNP-00000505,2026-07-31,PH-002,PRD-00056,29,30,1,20.67,0,Minor Variance
SNP-00000506,2026-07-31,PH-002,PRD-00544,0,0,0,0.0,0,Out of Stock
SNP-00000507,2026-07-31,PH-002,PRD-00381,31,29,-2,-4.1,0,Minor Variance
SNP-00000508,2026-07-31,PH-002,PRD-00229,19,18,-1,-23.85,0,Minor Variance
SNP-00000509,2026-07-31,PH-002,PRD-00566,98,99,1,17.86,0,Minor Variance
SNP-00000510,2026-07-31,PH-002,PRD-00401,60,60,0,0.0,0,Matched
SNP-00000511,2026-07-31,PH-002,PRD-00585,77,80,3,68.64,0,Minor Variance
SNP-00000512,2026-07-31,PH-002,PRD-00647,42,39,-3,-88.5,0,Minor Variance
SNP-00000513,2026-07-31,PH-002,PRD-00708,73,73,0,0.0,0,Matched
SNP-00000514,2026-07-31,PH-002,PRD-00145,15,12,-3,-9.87,0,Minor Variance
SNP-00000515,2026-07-31,PH-002,PRD-00190,36,33,-3,-48.48,0,Minor Variance
SNP-00000516,2026-07-31,PH-002,PRD-00730,38,36,-2,-12.98,0,Minor Variance
SNP-00000517,2026-07-31,PH-002,PRD-00242,58,55,-3,-40.86,0,Minor Variance
SNP-00000518,2026-07-31,PH-002,PRD-00141,2,3,1,25.66,0,Minor Variance
SNP-00000519,2026-07-31,PH-002,PRD-00726,88,89,1,1.24,0,Minor Variance
SNP-00000520,2026-07-31,PH-002,PRD-00156,46,43,-3,-85.38,0,Minor Variance
SNP-00000521,2026-07-31,PH-002,PRD-00099,70,71,1,7.26,0,Minor Variance
SNP-00000522,2026-07-31,PH-002,PRD-00532,71,72,1,13.44,0,Minor Variance
SNP-00000523,2026-07-31,PH-002,PRD-00366,55,55,0,0.0,0,Matched
SNP-00000524,2026-07-31,PH-002,PRD-00196,33,31,-2,-56.62,0,Minor Variance
SNP-00000525,2026-07-31,PH-002,PRD-00530,24,26,2,8.1,0,Minor Variance
SNP-00000526,2026-07-31,PH-002,PRD-00703,85,82,-3,-9.03,0,Minor Variance
SNP-00000527,2026-07-31,PH-002,PRD-00516,36,36,0,0.0,0,Matched
SNP-00000528,2026-07-31,PH-002,PRD-00024,33,32,-1,-18.12,0,Minor Variance
SNP-00000529,2026-07-31,PH-002,PRD-00216,92,92,0,0.0,0,Matched
SNP-00000530,2026-07-31,PH-002,PRD-00493,87,84,-3,-32.7,0,Minor Variance
SNP-00000531,2026-07-31,PH-002,PRD-00164,92,92,0,0.0,0,Matched
SNP-00000532,2026-07-31,PH-002,PRD-00152,66,65,-1,-13.65,0,Minor Variance
SNP-00000533,2026-07-31,PH-002,PRD-00731,49,48,-1,-14.11,0,Minor Variance
SNP-00000534,2026-07-31,PH-002,PRD-00307,48,47,-1,-21.69,0,Minor Variance
SNP-00000535,2026-07-31,PH-002,PRD-00115,44,41,-3,-62.76,0,Minor Variance
SNP-00000536,2026-07-31,PH-002,PRD-00061,64,61,-3,-50.49,0,Minor Variance
SNP-00000537,2026-07-31,PH-002,PRD-00038,44,41,-3,-79.68,0,Minor Variance
SNP-00000538,2026-07-31,PH-002,PRD-00281,21,24,3,2.79,0,Minor Variance
SNP-00000539,2026-07-31,PH-002,PRD-00162,72,75,3,53.82,0,Minor Variance
SNP-00000540,2026-07-31,PH-002,PRD-00506,41,39,-2,-6.52,0,Minor Variance
SNP-00000541,2026-07-31,PH-002,PRD-00111,63,66,3,30.6,0,Minor Variance
SNP-00000542,2026-07-31,PH-002,PRD-00528,48,47,-1,-22.1,0,Minor Variance
SNP-00000543,2026-07-31,PH-002,PRD-00260,84,82,-2,-52.28,0,Minor Variance
SNP-00000544,2026-07-31,PH-002,PRD-00645,51,54,3,16.5,0,Minor Variance
SNP-00000545,2026-07-31,PH-002,PRD-00431,100,103,3,25.08,0,Minor Variance
SNP-00000546,2026-07-31,PH-002,PRD-00447,92,91,-1,-21.91,0,Minor Variance
SNP-00000547,2026-07-31,PH-002,PRD-00740,6,8,2,54.98,0,Minor Variance
SNP-00000548,2026-07-31,PH-002,PRD-00041,31,32,1,6.97,0,Minor Variance
SNP-00000549,2026-07-31,PH-002,PRD-00179,7,8,1,34.32,0,Minor Variance
SNP-00000550,2026-07-31,PH-002,PRD-00171,19,19,0,0.0,0,Matched
SNP-00000551,2026-07-31,PH-002,PRD-00650,26,26,0,0.0,0,Matched
SNP-00000552,2026-07-31,PH-002,PRD-00385,20,18,-2,-66.48,0,Minor Variance
SNP-00000553,2026-07-31,PH-002,PRD-00335,98,97,-1,-25.49,0,Minor Variance
SNP-00000554,2026-07-31,PH-002,PRD-00153,73,70,-3,-4.11,0,Minor Variance
SNP-00000555,2026-07-31,PH-002,PRD-00633,61,64,3,37.53,0,Minor Variance
SNP-00000556,2026-07-31,PH-002,PRD-00409,97,98,1,30.89,0,Minor Variance
SNP-00000557,2026-07-31,PH-002,PRD-00690,34,33,-1,-31.2,0,Minor Variance
SNP-00000558,2026-07-31,PH-002,PRD-00294,22,21,-1,-19.05,0,Minor Variance
SNP-00000559,2026-07-31,PH-002,PRD-00646,35,36,1,23.23,0,Minor Variance
SNP-00000560,2026-07-31,PH-002,PRD-00744,43,46,3,68.04,0,Minor Variance
SNP-00000561,2026-07-31,PH-002,PRD-00518,38,39,1,18.49,0,Minor Variance
SNP-00000562,2026-07-31,PH-002,PRD-00771,68,69,1,16.43,0,Minor Variance
SNP-00000563,2026-07-31,PH-002,PRD-00006,39,38,-1,-25.28,0,Minor Variance
SNP-00000564,2026-07-31,PH-002,PRD-00058,95,92,-3,-99.96,0,Minor Variance
SNP-00000565,2026-07-31,PH-002,PRD-00722,36,33,-3,-54.93,0,Minor Variance
SNP-00000566,2026-07-31,PH-002,PRD-00144,9,9,0,0.0,0,Matched
SNP-00000567,2026-07-31,PH-002,PRD-00165,51,48,-3,-64.8,0,Minor Variance
SNP-00000568,2026-07-31,PH-002,PRD-00049,91,94,3,86.73,0,Minor Variance
SNP-00000569,2026-07-31,PH-002,PRD-00206,91,94,3,59.58,0,Minor Variance
SNP-00000570,2026-07-31,PH-002,PRD-00419,53,51,-2,-58.88,0,Minor Variance
SNP-00000571,2026-07-31,PH-002,PRD-00037,85,86,1,31.74,0,Minor Variance
SNP-00000572,2026-07-31,PH-002,PRD-00255,1,3,2,56.62,0,Minor Variance
SNP-00000573,2026-07-31,PH-002,PRD-00701,24,26,2,10.22,0,Minor Variance
SNP-00000574,2026-07-31,PH-002,PRD-00589,2,0,-2,-50.5,0,Out of Stock
SNP-00000575,2026-07-31,PH-002,PRD-00429,80,80,0,0.0,0,Matched
SNP-00000576,2026-07-31,PH-002,PRD-00657,29,29,0,0.0,0,Matched
SNP-00000577,2026-07-31,PH-002,PRD-00016,62,62,0,0.0,0,Matched
SNP-00000578,2026-07-31,PH-002,PRD-00692,12,12,0,0.0,0,Matched
SNP-00000579,2026-07-31,PH-002,PRD-00349,37,34,-3,-102.45,0,Minor Variance
SNP-00000580,2026-07-31,PH-002,PRD-00798,56,57,1,1.94,0,Minor Variance
SNP-00000581,2026-07-31,PH-002,PRD-00477,78,81,3,103.08,0,Minor Variance
SNP-00000582,2026-07-31,PH-002,PRD-00344,54,55,1,22.47,0,Minor Variance
SNP-00000583,2026-07-31,PH-002,PRD-00774,93,93,0,0.0,0,Matched
SNP-00000584,2026-07-31,PH-002,PRD-00369,7,4,-3,-98.58,0,Minor Variance
SNP-00000585,2026-07-31,PH-002,PRD-00195,68,67,-1,-21.92,0,Minor Variance
SNP-00000586,2026-07-31,PH-002,PRD-00093,12,15,3,10.35,0,Minor Variance
SNP-00000587,2026-07-31,PH-002,PRD-00598,91,93,2,35.74,0,Minor Variance
SNP-00000588,2026-07-31,PH-002,PRD-00320,52,51,-1,-10.66,0,Minor Variance
SNP-00000589,2026-07-31,PH-002,PRD-00733,47,47,0,0.0,0,Matched
SNP-00000590,2026-07-31,PH-002,PRD-00751,15,12,-3,-68.37,0,Minor Variance
SNP-00000591,2026-07-31,PH-002,PRD-00677,27,25,-2,-39.88,0,Minor Variance
SNP-00000592,2026-07-31,PH-002,PRD-00297,41,43,2,8.26,0,Minor Variance
SNP-00000593,2026-07-31,PH-002,PRD-00277,76,75,-1,-29.47,0,Minor Variance
SNP-00000594,2026-07-31,PH-002,PRD-00629,62,59,-3,-82.05,0,Minor Variance
SNP-00000595,2026-07-31,PH-002,PRD-00170,8,9,1,25.85,0,Minor Variance
SNP-00000596,2026-07-31,PH-002,PRD-00148,14,11,-3,-19.98,0,Minor Variance
SNP-00000597,2026-07-31,PH-002,PRD-00184,75,72,-3,-29.16,0,Minor Variance
SNP-00000598,2026-07-31,PH-002,PRD-00085,52,49,-3,-26.25,0,Minor Variance
SNP-00000599,2026-07-31,PH-002,PRD-00284,40,37,-3,-82.32,0,Minor Variance
