movement_id,store_id,product_id,movement_datetime,movement_type,quantity_change,reference_id,employee_id
MOV-00004252,PH-001,PRD-00638,2026-05-17 13:05:01,SALE,-1,TXN-0000947,EMP-0001
MOV-00004253,PH-001,PRD-00160,2026-05-17 13:05:01,SALE,-1,TXN-0000947,EMP-0001
MOV-00004254,PH-001,PRD-00409,2026-05-17 13:05:01,SALE,-1,TXN-0000947,EMP-0001
MOV-00004255,PH-001,PRD-00529,2026-05-17 13:05:01,SALE,-1,TXN-0000947,EMP-0001
MOV-00004256,PH-001,PRD-00649,2026-05-17 13:05:01,SALE,-1,TXN-0000947,EMP-0001
MOV-00004257,PH-001,PRD-00618,2026-06-17 09:50:22,SALE,-1,TXN-0000948,EMP-0001
MOV-00004258,PH-001,PRD-00372,2026-06-17 09:50:22,SALE,-1,TXN-0000948,EMP-0001
MOV-00004259,PH-001,PRD-00172,2026-06-17 09:50:22,SALE,-1,TXN-0000948,EMP-0001
MOV-00004260,PH-001,PRD-00333,2026-06-17 09:50:22,SALE,-1,TXN-0000948,EMP-0001
MOV-00004261,PH-004,PRD-00317,2026-07-29 14:02:01,SALE,-2,TXN-0000949,EMP-0084
MOV-00004262,PH-004,PRD-00131,2026-07-29 14:02:01,SALE,-1,TXN-0000949,EMP-0084
MOV-00004263,PH-004,PRD-00122,2026-07-29 14:02:01,SALE,-1,TXN-0000949,EMP-0084
MOV-00004264,PH-004,PRD-00503,2026-07-29 14:02:01,SALE,-1,TXN-0000949,EMP-0084
MOV-00004265,PH-004,PRD-00422,2026-07-29 14:02:01,SALE,-1,TXN-0000949,EMP-0084
MOV-00004266,PH-004,PRD-00663,2026-07-29 14:02:01,SALE,-1,TXN-0000949,EMP-0084
MOV-00004267,PH-004,PRD-00745,2026-06-22 18:27:40,SALE,-1,TXN-0000950,EMP-0082
MOV-00004268,PH-004,PRD-00211,2026-06-22 18:27:40,SALE,-3,TXN-0000950,EMP-0082
MOV-00004269,PH-004,PRD-00644,2026-06-22 18:27:40,SALE,-1,TXN-0000950,EMP-0082
MOV-00004270,PH-004,PRD-00779,2026-06-22 18:27:40,SALE,-1,TXN-0000950,EMP-0082
MOV-00004271,PH-001,PRD-00136,2026-05-23 13:12:14,SALE,-4,TXN-0000951,EMP-0014
MOV-00004272,PH-001,PRD-00711,2026-05-23 13:12:14,SALE,-1,TXN-0000951,EMP-0014
MOV-00004273,PH-001,PRD-00536,2026-05-23 13:12:14,SALE,-1,TXN-0000951,EMP-0014
MOV-00004274,PH-001,PRD-00206,2026-05-23 13:12:14,SALE,-1,TXN-0000951,EMP-0014
MOV-00004275,PH-001,PRD-00230,2026-05-23 13:12:14,SALE,-1,TXN-0000951,EMP-0014
MOV-00004276,PH-001,PRD-00300,2026-05-23 13:12:14,SALE,-1,TXN-0000951,EMP-0014
MOV-00004277,PH-001,PRD-00015,2026-05-23 13:12:14,SALE,-1,TXN-0000951,EMP-0014
MOV-00004278,PH-005,PRD-00370,2026-05-26 17:45:57,SALE,-1,TXN-0000952,EMP-0090
MOV-00004279,PH-005,PRD-00760,2026-05-26 17:45:57,SALE,-1,TXN-0000952,EMP-0090
MOV-00004280,PH-005,PRD-00661,2026-05-26 17:45:57,SALE,-1,TXN-0000952,EMP-0090
MOV-00004281,PH-001,PRD-00462,2026-07-08 09:36:34,SALE,-1,TXN-0000953,EMP-0001
MOV-00004282,PH-001,PRD-00279,2026-07-08 09:36:34,SALE,-1,TXN-0000953,EMP-0001
MOV-00004283,PH-001,PRD-00632,2026-07-08 09:36:34,SALE,-1,TXN-0000953,EMP-0001
MOV-00004284,PH-001,PRD-00190,2026-07-08 09:36:34,SALE,-1,TXN-0000953,EMP-0001
MOV-00004285,PH-001,PRD-00208,2026-07-08 09:36:34,SALE,-1,TXN-0000953,EMP-0001
MOV-00004286,PH-004,PRD-00049,2026-06-28 09:22:18,SALE,-1,TXN-0000954,EMP-0078
MOV-00004287,PH-004,PRD-00729,2026-06-28 09:22:18,SALE,-1,TXN-0000954,EMP-0078
MOV-00004288,PH-004,PRD-00242,2026-06-28 09:22:18,SALE,-1,TXN-0000954,EMP-0078
MOV-00004289,PH-004,PRD-00304,2026-06-28 09:22:18,SALE,-1,TXN-0000954,EMP-0078
MOV-00004290,PH-005,PRD-00440,2026-07-08 11:12:59,SALE,-1,TXN-0000955,EMP-0100
MOV-00004291,PH-005,PRD-00436,2026-07-08 11:12:59,SALE,-1,TXN-0000955,EMP-0100
MOV-00004292,PH-001,PRD-00709,2026-05-07 14:28:07,SALE,-1,TXN-0000956,EMP-0001
MOV-00004293,PH-001,PRD-00425,2026-05-07 14:28:07,SALE,-1,TXN-0000956,EMP-0001
MOV-00004294,PH-001,PRD-00418,2026-05-07 14:28:07,SALE,-1,TXN-0000956,EMP-0001
MOV-00004295,PH-003,PRD-00436,2026-07-09 16:12:38,SALE,-2,TXN-0000957,EMP-0056
MOV-00004296,PH-003,PRD-00377,2026-07-09 16:12:38,SALE,-1,TXN-0000957,EMP-0056
MOV-00004297,PH-003,PRD-00289,2026-07-09 16:12:38,SALE,-1,TXN-0000957,EMP-0056
MOV-00004298,PH-003,PRD-00642,2026-07-09 16:12:38,SALE,-1,TXN-0000957,EMP-0056
MOV-00004299,PH-003,PRD-00277,2026-07-09 16:12:38,SALE,-1,TXN-0000957,EMP-0056
MOV-00004300,PH-003,PRD-00288,2026-07-09 16:12:38,SALE,-1,TXN-0000957,EMP-0056
MOV-00004301,PH-003,PRD-00528,2026-07-09 16:12:38,SALE,-1,TXN-0000957,EMP-0056
MOV-00004302,PH-004,PRD-00620,2026-05-13 11:45:11,SALE,-1,TXN-0000958,EMP-0080
MOV-00004303,PH-004,PRD-00135,2026-05-13 11:45:11,SALE,-1,TXN-0000958,EMP-0080
MOV-00004304,PH-001,PRD-00791,2026-06-23 08:28:32,SALE,-1,TXN-0000959,EMP-0012
MOV-00004305,PH-001,PRD-00024,2026-06-23 08:28:32,SALE,-4,TXN-0000959,EMP-0012
MOV-00004306,PH-001,PRD-00074,2026-06-23 08:28:32,SALE,-1,TXN-0000959,EMP-0012
MOV-00004307,PH-003,PRD-00077,2026-07-17 15:36:42,SALE,-4,TXN-0000960,EMP-0058
MOV-00004308,PH-003,PRD-00287,2026-07-17 15:36:42,SALE,-2,TXN-0000960,EMP-0058
MOV-00004309,PH-003,PRD-00651,2026-07-17 15:36:42,SALE,-1,TXN-0000960,EMP-0058
MOV-00004310,PH-003,PRD-00701,2026-07-17 15:36:42,SALE,-1,TXN-0000960,EMP-0058
MOV-00004311,PH-003,PRD-00023,2026-07-17 15:36:42,SALE,-1,TXN-0000960,EMP-0058
MOV-00004312,PH-003,PRD-00080,2026-07-17 15:36:42,SALE,-1,TXN-0000960,EMP-0058
MOV-00004313,PH-005,PRD-00405,2026-07-26 20:58:43,SALE,-4,TXN-0000961,EMP-0089
MOV-00004314,PH-005,PRD-00793,2026-07-26 20:58:43,SALE,-2,TXN-0000961,EMP-0089
MOV-00004315,PH-005,PRD-00176,2026-07-26 20:58:43,SALE,-1,TXN-0000961,EMP-0089
MOV-00004316,PH-003,PRD-00497,2026-06-06 20:03:50,SALE,-1,TXN-0000962,EMP-0060
MOV-00004317,PH-003,PRD-00253,2026-06-06 20:03:50,SALE,-1,TXN-0000962,EMP-0060
MOV-00004318,PH-003,PRD-00372,2026-06-06 20:03:50,SALE,-1,TXN-0000962,EMP-0060
MOV-00004319,PH-003,PRD-00052,2026-06-06 20:03:50,SALE,-4,TXN-0000962,EMP-0060
MOV-00004320,PH-003,PRD-00764,2026-06-06 20:03:50,SALE,-2,TXN-0000962,EMP-0060
MOV-00004321,PH-003,PRD-00709,2026-06-06 20:03:50,SALE,-1,TXN-0000962,EMP-0060
MOV-00004322,PH-004,PRD-00007,2026-05-10 11:21:41,SALE,-1,TXN-0000963,EMP-0079
MOV-00004323,PH-004,PRD-00099,2026-05-10 11:21:41,SALE,-2,TXN-0000963,EMP-0079
MOV-00004324,PH-004,PRD-00760,2026-05-10 11:21:41,SALE,-1,TXN-0000963,EMP-0079
MOV-00004325,PH-004,PRD-00628,2026-05-10 11:21:41,SALE,-1,TXN-0000963,EMP-0079
MOV-00004326,PH-004,PRD-00151,2026-05-10 11:21:41,SALE,-4,TXN-0000963,EMP-0079
MOV-00004327,PH-004,PRD-00242,2026-05-10 11:21:41,SALE,-1,TXN-0000963,EMP-0079
MOV-00004328,PH-004,PRD-00231,2026-05-10 11:21:41,SALE,-1,TXN-0000963,EMP-0079
MOV-00004329,PH-005,PRD-00291,2026-07-25 15:21:12,SALE,-1,TXN-0000964,EMP-0107
MOV-00004330,PH-002,PRD-00596,2026-05-12 13:09:52,SALE,-1,TXN-0000965,EMP-0042
MOV-00004331,PH-002,PRD-00533,2026-05-12 13:09:52,SALE,-1,TXN-0000965,EMP-0042
MOV-00004332,PH-002,PRD-00076,2026-05-12 13:09:52,SALE,-1,TXN-0000965,EMP-0042
MOV-00004333,PH-004,PRD-00379,2026-05-01 09:32:09,SALE,-4,TXN-0000966,EMP-0068
MOV-00004334,PH-004,PRD-00381,2026-05-01 09:32:09,SALE,-1,TXN-0000966,EMP-0068
MOV-00004335,PH-004,PRD-00557,2026-05-01 09:32:09,SALE,-1,TXN-0000966,EMP-0068
MOV-00004336,PH-004,PRD-00297,2026-05-01 09:32:09,SALE,-1,TXN-0000966,EMP-0068
MOV-00004337,PH-003,PRD-00662,2026-05-27 19:45:21,SALE,-1,TXN-0000967,EMP-0063
MOV-00004338,PH-003,PRD-00426,2026-05-27 19:45:21,SALE,-1,TXN-0000967,EMP-0063
MOV-00004339,PH-003,PRD-00175,2026-05-27 19:45:21,SALE,-4,TXN-0000967,EMP-0063
MOV-00004340,PH-003,PRD-00390,2026-05-27 19:45:21,SALE,-3,TXN-0000967,EMP-0063
MOV-00004341,PH-003,PRD-00230,2026-05-27 19:45:21,SALE,-1,TXN-0000967,EMP-0063
MOV-00004342,PH-003,PRD-00463,2026-05-27 19:45:21,SALE,-2,TXN-0000967,EMP-0063
MOV-00004343,PH-003,PRD-00514,2026-05-27 19:45:21,SALE,-2,TXN-0000967,EMP-0063
MOV-00004344,PH-003,PRD-00102,2026-05-23 11:42:46,SALE,-1,TXN-0000968,EMP-0056
MOV-00004345,PH-003,PRD-00681,2026-05-23 11:42:46,SALE,-1,TXN-0000968,EMP-0056
MOV-00004346,PH-003,PRD-00708,2026-05-23 11:42:46,SALE,-1,TXN-0000968,EMP-0056
MOV-00004347,PH-005,PRD-00790,2026-05-21 19:03:26,SALE,-1,TXN-0000969,EMP-0104
MOV-00004348,PH-005,PRD-00138,2026-05-21 19:03:26,SALE,-1,TXN-0000969,EMP-0104
MOV-00004349,PH-005,PRD-00111,2026-05-21 19:03:26,SALE,-1,TXN-0000969,EMP-0104
MOV-00004350,PH-005,PRD-00566,2026-05-21 19:03:26,SALE,-1,TXN-0000969,EMP-0104
MOV-00004351,PH-005,PRD-00784,2026-05-21 19:03:26,SALE,-1,TXN-0000969,EMP-0104
MOV-00004352,PH-005,PRD-00277,2026-05-21 19:03:26,SALE,-1,TXN-0000969,EMP-0104
MOV-00004353,PH-002,PRD-00210,2026-05-14 15:49:45,SALE,-1,TXN-0000970,EMP-0039
MOV-00004354,PH-002,PRD-00683,2026-05-14 15:49:45,SALE,-3,TXN-0000970,EMP-0039
MOV-00004355,PH-002,PRD-00010,2026-05-14 15:49:45,SALE,-1,TXN-0000970,EMP-0039
MOV-00004356,PH-002,PRD-00192,2026-05-14 15:49:45,SALE,-1,TXN-0000970,EMP-0039
MOV-00004357,PH-002,PRD-00385,2026-05-14 15:49:45,SALE,-1,TXN-0000970,EMP-0039
MOV-00004358,PH-002,PRD-00243,2026-05-14 15:49:45,SALE,-1,TXN-0000970,EMP-0039
MOV-00004359,PH-002,PRD-00208,2026-05-14 15:49:45,SALE,-1,TXN-0000970,EMP-0039
MOV-00004360,PH-003,PRD-00458,2026-06-14 12:37:45,SALE,-4,TXN-0000971,EMP-0063
MOV-00004361,PH-003,PRD-00042,2026-06-14 12:37:45,SALE,-1,TXN-0000971,EMP-0063
MOV-00004362,PH-003,PRD-00582,2026-06-14 12:37:45,SALE,-1,TXN-0000971,EMP-0063
MOV-00004363,PH-003,PRD-00299,2026-06-14 12:37:45,SALE,-1,TXN-0000971,EMP-0063
MOV-00004364,PH-003,PRD-00768,2026-06-14 12:37:45,SALE,-1,TXN-0000971,EMP-0063
MOV-00004365,PH-003,PRD-00531,2026-06-14 12:37:45,SALE,-1,TXN-0000971,EMP-0063
MOV-00004366,PH-003,PRD-00620,2026-06-14 12:37:45,SALE,-1,TXN-0000971,EMP-0063
MOV-00004367,PH-003,PRD-00770,2026-06-14 12:37:45,SALE,-1,TXN-0000971,EMP-0063
MOV-00004368,PH-002,PRD-00103,2026-06-07 19:03:30,SALE,-1,TXN-0000972,EMP-0024
MOV-00004369,PH-001,PRD-00725,2026-07-31 20:08:13,SALE,-1,TXN-0000973,EMP-0019
MOV-00004370,PH-001,PRD-00171,2026-07-31 20:08:13,SALE,-1,TXN-0000973,EMP-0019
MOV-00004371,PH-001,PRD-00380,2026-07-31 20:08:13,SALE,-1,TXN-0000973,EMP-0019
MOV-00004372,PH-001,PRD-00648,2026-07-31 20:08:13,SALE,-4,TXN-0000973,EMP-0019
MOV-00004373,PH-002,PRD-00388,2026-05-26 14:35:25,SALE,-1,TXN-0000974,EMP-0025
MOV-00004374,PH-002,PRD-00241,2026-05-26 14:35:25,SALE,-1,TXN-0000974,EMP-0025
MOV-00004375,PH-002,PRD-00640,2026-05-26 14:35:25,SALE,-1,TXN-0000974,EMP-0025
MOV-00004376,PH-002,PRD-00137,2026-05-26 14:35:25,SALE,-1,TXN-0000974,EMP-0025
MOV-00004377,PH-002,PRD-00681,2026-05-26 14:35:25,SALE,-1,TXN-0000974,EMP-0025
MOV-00004378,PH-002,PRD-00105,2026-05-26 14:35:25,SALE,-1,TXN-0000974,EMP-0025
MOV-00004379,PH-002,PRD-00748,2026-05-26 14:35:25,SALE,-1,TXN-0000974,EMP-0025
MOV-00004380,PH-002,PRD-00728,2026-05-26 14:35:25,SALE,-3,TXN-0000974,EMP-0025
MOV-00004381,PH-004,PRD-00146,2026-07-31 19:48:25,SALE,-3,TXN-0000975,EMP-0085
MOV-00004382,PH-004,PRD-00346,2026-07-31 19:48:25,SALE,-1,TXN-0000975,EMP-0085
MOV-00004383,PH-004,PRD-00303,2026-07-31 19:48:25,SALE,-1,TXN-0000975,EMP-0085
MOV-00004384,PH-003,PRD-00107,2026-07-13 11:15:34,SALE,-1,TXN-0000976,EMP-0057
MOV-00004385,PH-003,PRD-00148,2026-07-13 11:15:34,SALE,-1,TXN-0000976,EMP-0057
MOV-00004386,PH-003,PRD-00744,2026-07-13 11:15:34,SALE,-1,TXN-0000976,EMP-0057
MOV-00004387,PH-003,PRD-00166,2026-07-13 11:15:34,SALE,-1,TXN-0000976,EMP-0057
MOV-00004388,PH-003,PRD-00164,2026-07-13 11:15:34,SALE,-1,TXN-0000976,EMP-0057
MOV-00004389,PH-003,PRD-00089,2026-07-13 11:15:34,SALE,-1,TXN-0000976,EMP-0057
MOV-00004390,PH-003,PRD-00702,2026-07-13 11:15:34,SALE,-1,TXN-0000976,EMP-0057
MOV-00004391,PH-003,PRD-00776,2026-07-13 11:15:34,SALE,-1,TXN-0000976,EMP-0057
MOV-00004392,PH-001,PRD-00629,2026-07-19 20:58:52,SALE,-1,TXN-0000977,EMP-0018
MOV-00004393,PH-001,PRD-00190,2026-07-19 20:58:52,SALE,-1,TXN-0000977,EMP-0018
MOV-00004394,PH-001,PRD-00428,2026-07-19 20:58:52,SALE,-1,TXN-0000977,EMP-0018
MOV-00004395,PH-001,PRD-00799,2026-07-19 20:58:52,SALE,-1,TXN-0000977,EMP-0018
MOV-00004396,PH-001,PRD-00461,2026-07-19 20:58:52,SALE,-1,TXN-0000977,EMP-0018
MOV-00004397,PH-003,PRD-00774,2026-06-02 11:03:07,SALE,-1,TXN-0000978,EMP-0047
MOV-00004398,PH-003,PRD-00227,2026-06-02 11:03:07,SALE,-3,TXN-0000978,EMP-0047
MOV-00004399,PH-003,PRD-00493,2026-06-02 11:03:07,SALE,-1,TXN-0000978,EMP-0047
MOV-00004400,PH-003,PRD-00291,2026-06-02 11:03:07,SALE,-1,TXN-0000978,EMP-0047
MOV-00004401,PH-003,PRD-00440,2026-06-02 11:03:07,SALE,-1,TXN-0000978,EMP-0047
MOV-00004402,PH-003,PRD-00490,2026-06-02 11:03:07,SALE,-1,TXN-0000978,EMP-0047
MOV-00004403,PH-003,PRD-00662,2026-06-02 11:03:07,SALE,-1,TXN-0000978,EMP-0047
MOV-00004404,PH-005,PRD-00321,2026-07-21 13:56:52,SALE,-1,TXN-0000979,EMP-0102
MOV-00004405,PH-002,PRD-00174,2026-06-24 16:18:50,SALE,-1,TXN-0000980,EMP-0040
MOV-00004406,PH-002,PRD-00607,2026-06-24 16:18:50,SALE,-1,TXN-0000980,EMP-0040
MOV-00004407,PH-002,PRD-00722,2026-06-24 16:18:50,SALE,-1,TXN-0000980,EMP-0040
MOV-00004408,PH-002,PRD-00636,2026-06-24 16:18:50,SALE,-1,TXN-0000980,EMP-0040
MOV-00004409,PH-002,PRD-00459,2026-06-24 16:18:50,SALE,-1,TXN-0000980,EMP-0040
MOV-00004410,PH-002,PRD-00439,2026-06-24 16:18:50,SALE,-2,TXN-0000980,EMP-0040
MOV-00004411,PH-002,PRD-00578,2026-06-24 16:18:50,SALE,-4,TXN-0000980,EMP-0040
MOV-00004412,PH-002,PRD-00210,2026-07-27 08:02:55,SALE,-1,TXN-0000981,EMP-0041
MOV-00004413,PH-002,PRD-00738,2026-07-27 08:02:55,SALE,-1,TXN-0000981,EMP-0041
MOV-00004414,PH-002,PRD-00706,2026-07-27 08:02:55,SALE,-3,TXN-0000981,EMP-0041
MOV-00004415,PH-005,PRD-00299,2026-06-06 17:06:22,SALE,-1,TXN-0000982,EMP-0106
MOV-00004416,PH-005,PRD-00196,2026-06-06 17:06:22,SALE,-1,TXN-0000982,EMP-0106
MOV-00004417,PH-005,PRD-00336,2026-06-06 17:06:22,SALE,-1,TXN-0000982,EMP-0106
MOV-00004418,PH-001,PRD-00734,2026-06-01 19:25:39,SALE,-1,TXN-0000983,EMP-0017
MOV-00004419,PH-001,PRD-00228,2026-06-01 19:25:39,SALE,-1,TXN-0000983,EMP-0017
MOV-00004420,PH-001,PRD-00521,2026-06-01 19:25:39,SALE,-1,TXN-0000983,EMP-0017
MOV-00004421,PH-001,PRD-00719,2026-06-01 19:25:39,SALE,-1,TXN-0000983,EMP-0017
MOV-00004422,PH-001,PRD-00663,2026-06-01 19:25:39,SALE,-1,TXN-0000983,EMP-0017
MOV-00004423,PH-003,PRD-00521,2026-05-14 15:56:24,SALE,-1,TXN-0000984,EMP-0060
MOV-00004424,PH-003,PRD-00313,2026-05-14 15:56:24,SALE,-1,TXN-0000984,EMP-0060
MOV-00004425,PH-003,PRD-00121,2026-05-14 15:56:24,SALE,-1,TXN-0000984,EMP-0060
MOV-00004426,PH-003,PRD-00494,2026-05-14 15:56:24,SALE,-1,TXN-0000984,EMP-0060
MOV-00004427,PH-003,PRD-00381,2026-05-14 15:56:24,SALE,-1,TXN-0000984,EMP-0060
MOV-00004428,PH-003,PRD-00342,2026-06-27 20:23:56,SALE,-1,TXN-0000985,EMP-0047
MOV-00004429,PH-003,PRD-00558,2026-06-27 20:23:56,SALE,-1,TXN-0000985,EMP-0047
MOV-00004430,PH-003,PRD-00624,2026-06-27 20:23:56,SALE,-1,TXN-0000985,EMP-0047
MOV-00004431,PH-003,PRD-00189,2026-06-27 20:23:56,SALE,-1,TXN-0000985,EMP-0047
MOV-00004432,PH-003,PRD-00359,2026-06-27 20:23:56,SALE,-1,TXN-0000985,EMP-0047
MOV-00004433,PH-003,PRD-00459,2026-06-27 20:23:56,SALE,-1,TXN-0000985,EMP-0047
MOV-00004434,PH-003,PRD-00776,2026-06-15 12:44:35,SALE,-3,TXN-0000986,EMP-0046
MOV-00004435,PH-003,PRD-00541,2026-06-15 12:44:35,SALE,-1,TXN-0000986,EMP-0046
MOV-00004436,PH-003,PRD-00646,2026-06-15 12:44:35,SALE,-1,TXN-0000986,EMP-0046
MOV-00004437,PH-003,PRD-00497,2026-06-15 12:44:35,SALE,-1,TXN-0000986,EMP-0046
MOV-00004438,PH-003,PRD-00114,2026-06-15 12:44:35,SALE,-1,TXN-0000986,EMP-0046
MOV-00004439,PH-003,PRD-00669,2026-06-15 12:44:35,SALE,-1,TXN-0000986,EMP-0046
MOV-00004440,PH-002,PRD-00199,2026-06-10 19:18:10,SALE,-1,TXN-0000987,EMP-0036
MOV-00004441,PH-002,PRD-00437,2026-06-10 19:18:10,SALE,-1,TXN-0000987,EMP-0036
MOV-00004442,PH-002,PRD-00710,2026-06-10 19:18:10,SALE,-1,TXN-0000987,EMP-0036
MOV-00004443,PH-002,PRD-00128,2026-06-10 19:18:10,SALE,-1,TXN-0000987,EMP-0036
MOV-00004444,PH-002,PRD-00501,2026-07-20 12:48:46,SALE,-1,TXN-0000988,EMP-0035
MOV-00004445,PH-002,PRD-00408,2026-07-20 12:48:46,SALE,-1,TXN-0000988,EMP-0035
MOV-00004446,PH-002,PRD-00058,2026-07-20 12:48:46,SALE,-1,TXN-0000988,EMP-0035
MOV-00004447,PH-002,PRD-00626,2026-07-20 12:48:46,SALE,-4,TXN-0000988,EMP-0035
MOV-00004448,PH-004,PRD-00774,2026-07-07 10:42:24,SALE,-1,TXN-0000989,EMP-0086
MOV-00004449,PH-004,PRD-00767,2026-07-07 10:42:24,SALE,-1,TXN-0000989,EMP-0086
MOV-00004450,PH-004,PRD-00333,2026-07-07 10:42:24,SALE,-4,TXN-0000989,EMP-0086
MOV-00004451,PH-001,PRD-00171,2026-07-27 16:49:51,SALE,-1,TXN-0000990,EMP-0003
MOV-00004452,PH-001,PRD-00015,2026-07-27 16:49:51,SALE,-1,TXN-0000990,EMP-0003
MOV-00004453,PH-001,PRD-00772,2026-07-27 16:49:51,SALE,-1,TXN-0000990,EMP-0003
MOV-00004454,PH-001,PRD-00026,2026-06-29 10:09:11,SALE,-1,TXN-0000991,EMP-0003
MOV-00004455,PH-001,PRD-00233,2026-06-29 10:09:11,SALE,-4,TXN-0000991,EMP-0003
MOV-00004456,PH-001,PRD-00364,2026-06-29 10:09:11,SALE,-1,TXN-0000991,EMP-0003
MOV-00004457,PH-001,PRD-00619,2026-06-20 11:35:33,SALE,-1,TXN-0000992,EMP-0018
MOV-00004458,PH-001,PRD-00665,2026-06-20 11:35:33,SALE,-1,TXN-0000992,EMP-0018
MOV-00004459,PH-001,PRD-00736,2026-06-20 11:35:33,SALE,-1,TXN-0000992,EMP-0018
MOV-00004460,PH-001,PRD-00676,2026-06-20 11:35:33,SALE,-1,TXN-0000992,EMP-0018
MOV-00004461,PH-004,PRD-00132,2026-05-09 08:32:45,SALE,-1,TXN-0000993,EMP-0068
MOV-00004462,PH-004,PRD-00270,2026-05-09 08:32:45,SALE,-1,TXN-0000993,EMP-0068
MOV-00004463,PH-004,PRD-00731,2026-05-09 08:32:45,SALE,-1,TXN-0000993,EMP-0068
MOV-00004464,PH-004,PRD-00256,2026-05-09 08:32:45,SALE,-1,TXN-0000993,EMP-0068
MOV-00004465,PH-004,PRD-00508,2026-05-09 08:32:45,SALE,-4,TXN-0000993,EMP-0068
MOV-00004466,PH-004,PRD-00783,2026-05-09 08:32:45,SALE,-3,TXN-0000993,EMP-0068
MOV-00004467,PH-005,PRD-00588,2026-07-06 21:28:12,SALE,-1,TXN-0000994,EMP-0089
MOV-00004468,PH-005,PRD-00413,2026-07-06 21:28:12,SALE,-1,TXN-0000994,EMP-0089
MOV-00004469,PH-005,PRD-00736,2026-07-06 21:28:12,SALE,-1,TXN-0000994,EMP-0089
MOV-00004470,PH-005,PRD-00064,2026-07-06 21:28:12,SALE,-4,TXN-0000994,EMP-0089
MOV-00004471,PH-005,PRD-00600,2026-07-06 21:28:12,SALE,-1,TXN-0000994,EMP-0089
MOV-00004472,PH-005,PRD-00241,2026-07-06 21:28:12,SALE,-1,TXN-0000994,EMP-0089
MOV-00004473,PH-005,PRD-00499,2026-07-06 21:28:12,SALE,-1,TXN-0000994,EMP-0089
MOV-00004474,PH-005,PRD-00303,2026-07-06 21:28:12,SALE,-1,TXN-0000994,EMP-0089
MOV-00004475,PH-005,PRD-00251,2026-07-06 21:28:12,SALE,-1,TXN-0000994,EMP-0089
MOV-00004476,PH-002,PRD-00371,2026-06-22 19:59:47,SALE,-1,TXN-0000995,EMP-0040
MOV-00004477,PH-002,PRD-00498,2026-06-22 19:59:47,SALE,-1,TXN-0000995,EMP-0040
MOV-00004478,PH-002,PRD-00675,2026-06-22 19:59:47,SALE,-1,TXN-0000995,EMP-0040
MOV-00004479,PH-002,PRD-00328,2026-06-22 19:59:47,SALE,-1,TXN-0000995,EMP-0040
MOV-00004480,PH-003,PRD-00277,2026-07-04 10:48:29,SALE,-1,TXN-0000996,EMP-0058
MOV-00004481,PH-003,PRD-00509,2026-07-04 10:48:29,SALE,-1,TXN-0000996,EMP-0058
MOV-00004482,PH-003,PRD-00175,2026-07-04 10:48:29,SALE,-1,TXN-0000996,EMP-0058
MOV-00004483,PH-003,PRD-00066,2026-07-04 10:48:29,SALE,-1,TXN-0000996,EMP-0058
MOV-00004484,PH-003,PRD-00094,2026-07-04 10:48:29,SALE,-1,TXN-0000996,EMP-0058
MOV-00004485,PH-003,PRD-00542,2026-07-04 10:48:29,SALE,-1,TXN-0000996,EMP-0058
MOV-00004486,PH-003,PRD-00783,2026-07-04 10:48:29,SALE,-1,TXN-0000996,EMP-0058
MOV-00004487,PH-004,PRD-00653,2026-06-20 21:47:45,SALE,-1,TXN-0000997,EMP-0083
MOV-00004488,PH-004,PRD-00159,2026-06-20 21:47:45,SALE,-1,TXN-0000997,EMP-0083
MOV-00004489,PH-004,PRD-00248,2026-06-20 21:47:45,SALE,-1,TXN-0000997,EMP-0083
MOV-00004490,PH-004,PRD-00763,2026-06-20 21:47:45,SALE,-2,TXN-0000997,EMP-0083
MOV-00004491,PH-004,PRD-00765,2026-06-20 21:47:45,SALE,-1,TXN-0000997,EMP-0083
MOV-00004492,PH-004,PRD-00003,2026-06-20 21:47:45,SALE,-2,TXN-0000997,EMP-0083
MOV-00004493,PH-004,PRD-00012,2026-06-20 21:47:45,SALE,-1,TXN-0000997,EMP-0083
MOV-00004494,PH-005,PRD-00712,2026-06-06 20:44:01,SALE,-4,TXN-0000998,EMP-0101
MOV-00004495,PH-003,PRD-00547,2026-06-25 21:36:29,SALE,-1,TXN-0000999,EMP-0056
MOV-00004496,PH-003,PRD-00600,2026-06-25 21:36:29,SALE,-1,TXN-0000999,EMP-0056
MOV-00004497,PH-003,PRD-00047,2026-06-25 21:36:29,SALE,-1,TXN-0000999,EMP-0056
MOV-00004498,PH-003,PRD-00707,2026-06-25 21:36:29,SALE,-1,TXN-0000999,EMP-0056
MOV-00004499,PH-004,PRD-00658,2026-07-28 11:58:02,SALE,-1,TXN-0001000,EMP-0083
MOV-00004500,PH-004,PRD-00082,2026-07-28 11:58:02,SALE,-1,TXN-0001000,EMP-0083
MOV-00004501,PH-004,PRD-00649,2026-07-28 11:58:02,SALE,-1,TXN-0001000,EMP-0083
MOV-00004502,PH-004,PRD-00290,2026-07-28 11:58:02,SALE,-1,TXN-0001000,EMP-0083
MOV-00004503,PH-001,PRD-00259,2026-06-03 12:42:10,SALE,-4,TXN-0001001,EMP-0015
MOV-00004504,PH-001,PRD-00020,2026-06-03 12:42:10,SALE,-1,TXN-0001001,EMP-0015
