override_id,transaction_id,store_id,employee_id,approving_manager_id,product_id,override_datetime,original_amount,adjusted_amount,discount_amount,discount_percent,override_reason,approval_method,flagged,flag_reason
OVR-000153,TXN-0002528,PH-001,EMP-0019,EMP-0013,PRD-00489,2026-07-07 21:49:54,119.07,77.4,41.67,35.0,Manager price override,Manager PIN,False,
OVR-000154,TXN-0002532,PH-004,EMP-0078,EMP-0069,PRD-00191,2026-06-26 11:23:34,151.44,83.29,68.15,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000155,TXN-0002548,PH-003,EMP-0060,EMP-0057,PRD-00740,2026-07-29 08:02:07,41.75,20.87,20.88,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000156,TXN-0002554,PH-002,EMP-0034,EMP-0023,PRD-00379,2026-07-11 21:28:12,12.23,9.17,3.06,25.0,Manager price override,Manager PIN,False,
OVR-000157,TXN-0002555,PH-004,EMP-0083,EMP-0067,PRD-00635,2026-06-08 14:31:38,266.92,133.46,133.46,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000158,TXN-0002572,PH-003,EMP-0045,EMP-0045,PRD-00706,2026-05-16 17:49:34,43.47,32.6,10.87,25.0,Manager price override,Manager PIN,False,
OVR-000159,TXN-0002588,PH-003,EMP-0063,EMP-0057,PRD-00721,2026-06-08 09:16:10,34.4,22.36,12.04,35.0,Manager price override,Manager PIN,False,
OVR-000160,TXN-0002608,PH-002,EMP-0024,EMP-0023,PRD-00690,2026-05-16 17:18:05,87.16,47.94,39.22,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000161,TXN-0002612,PH-004,EMP-0080,EMP-0078,PRD-00165,2026-07-01 11:26:36,35.39,23.0,12.39,35.0,Manager price override,Manager PIN,False,
OVR-000162,TXN-0002639,PH-001,EMP-0020,EMP-0002,PRD-00088,2026-07-28 20:05:46,166.16,108.0,58.16,35.0,Manager price override,Manager PIN,False,
OVR-000163,TXN-0002652,PH-002,EMP-0040,EMP-0023,PRD-00163,2026-06-29 15:40:07,47.07,23.53,23.54,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000164,TXN-0002654,PH-003,EMP-0062,EMP-0056,PRD-00434,2026-05-26 10:01:25,26.26,13.13,13.13,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000165,TXN-0002666,PH-002,EMP-0035,EMP-0023,PRD-00019,2026-07-23 19:43:50,21.88,10.94,10.94,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000166,TXN-0002668,PH-002,EMP-0036,EMP-0023,PRD-00373,2026-07-27 08:09:11,38.89,21.39,17.5,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000167,TXN-0002670,PH-005,EMP-0103,EMP-0090,PRD-00069,2026-07-02 21:16:11,66.76,36.72,30.04,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000168,TXN-0002691,PH-003,EMP-0045,EMP-0047,PRD-00607,2026-07-14 20:19:29,24.21,12.1,12.11,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000169,TXN-0002701,PH-005,EMP-0108,EMP-0101,PRD-00141,2026-06-24 10:44:50,53.49,34.77,18.72,35.0,Manager price override,Manager PIN,False,
OVR-000170,TXN-0002709,PH-004,EMP-0085,EMP-0068,PRD-00204,2026-07-23 11:30:41,29.57,16.26,13.31,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000171,TXN-0002741,PH-002,EMP-0037,EMP-0023,PRD-00436,2026-07-07 14:34:35,38.63,25.11,13.52,35.0,Manager price override,Manager PIN,False,
OVR-000172,TXN-0002745,PH-002,EMP-0024,EMP-0023,PRD-00408,2026-05-16 20:38:36,10.44,6.79,3.65,35.0,Manager price override,Manager PIN,False,
OVR-000173,TXN-0002752,PH-002,EMP-0040,EMP-0023,PRD-00575,2026-06-21 12:46:35,42.34,23.29,19.05,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000174,TXN-0002791,PH-001,EMP-0018,EMP-0002,PRD-00035,2026-06-23 14:16:21,43.32,28.16,15.16,35.0,Manager price override,Manager PIN,False,
OVR-000175,TXN-0002823,PH-003,EMP-0062,EMP-0045,PRD-00474,2026-07-11 19:50:06,64.44,41.89,22.55,35.0,Manager price override,Manager PIN,False,
OVR-000176,TXN-0002825,PH-005,EMP-0103,EMP-0090,PRD-00559,2026-07-17 21:18:16,28.62,15.74,12.88,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000177,TXN-0002828,PH-002,EMP-0039,EMP-0023,PRD-00607,2026-07-16 21:16:48,72.63,36.32,36.31,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000178,TXN-0002856,PH-002,EMP-0025,EMP-0023,PRD-00069,2026-06-29 20:39:49,200.28,150.21,50.07,25.0,Manager price override,Manager PIN,False,
OVR-000179,TXN-0002861,PH-002,EMP-0042,EMP-0023,PRD-00071,2026-05-17 14:32:30,46.51,25.58,20.93,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000180,TXN-0002867,PH-002,EMP-0034,EMP-0023,PRD-00598,2026-07-16 14:18:30,34.13,25.6,8.53,25.0,Manager price override,Manager PIN,False,
OVR-000181,TXN-0002869,PH-004,EMP-0067,EMP-0079,PRD-00535,2026-07-30 12:25:38,51.16,28.14,23.02,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000182,TXN-0002876,PH-005,EMP-0106,EMP-0101,PRD-00010,2026-07-09 16:18:41,37.47,24.36,13.11,35.0,Manager price override,Manager PIN,False,
OVR-000183,TXN-0002927,PH-005,EMP-0102,EMP-0091,PRD-00108,2026-07-13 10:53:57,46.97,30.53,16.44,35.0,Manager price override,Manager PIN,False,
OVR-000184,TXN-0002977,PH-003,EMP-0060,EMP-0057,PRD-00082,2026-06-02 11:30:20,58.14,37.79,20.35,35.0,Manager price override,Manager PIN,False,
OVR-000185,TXN-0002983,PH-002,EMP-0041,EMP-0023,PRD-00477,2026-05-11 20:58:11,64.17,41.71,22.46,35.0,Manager price override,Manager PIN,False,
OVR-000186,TXN-0002983,PH-002,EMP-0041,EMP-0023,PRD-00465,2026-05-11 20:58:11,44.46,28.9,15.56,35.0,Manager price override,Manager PIN,False,
OVR-000187,TXN-0002993,PH-002,EMP-0035,EMP-0023,PRD-00390,2026-07-08 21:25:54,12.78,9.59,3.19,25.0,Manager price override,Manager PIN,False,
OVR-000188,TXN-0002993,PH-002,EMP-0035,EMP-0023,PRD-00603,2026-07-08 21:25:54,100.9,55.49,45.41,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000189,TXN-0003009,PH-005,EMP-0100,EMP-0100,PRD-00703,2026-06-08 13:40:51,4.42,2.43,1.99,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000190,TXN-0003028,PH-001,EMP-0020,EMP-0001,PRD-00519,2026-05-15 11:16:58,9.97,4.98,4.99,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000191,TXN-0003030,PH-004,EMP-0081,EMP-0078,PRD-00204,2026-06-03 19:16:15,29.57,19.22,10.35,35.0,Manager price override,Manager PIN,False,
OVR-000192,TXN-0003033,PH-001,EMP-0013,EMP-0013,PRD-00731,2026-07-21 15:37:17,21.27,10.64,10.63,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000193,TXN-0003058,PH-001,EMP-0013,EMP-0013,PRD-00561,2026-06-19 16:33:17,31.59,15.8,15.79,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000194,TXN-0003059,PH-002,EMP-0040,EMP-0023,PRD-00546,2026-05-01 19:57:53,47.37,30.79,16.58,35.0,Manager price override,Manager PIN,False,
OVR-000195,TXN-0003075,PH-004,EMP-0082,EMP-0069,PRD-00238,2026-05-20 13:41:13,8.6,5.59,3.01,35.0,Manager price override,Manager PIN,False,
OVR-000196,TXN-0003095,PH-005,EMP-0105,EMP-0090,PRD-00564,2026-07-11 11:00:41,19.56,12.71,6.85,35.0,Manager price override,Manager PIN,False,
OVR-000197,TXN-0003154,PH-002,EMP-0038,EMP-0023,PRD-00594,2026-05-17 11:00:49,74.46,37.23,37.23,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000198,TXN-0003158,PH-003,EMP-0057,EMP-0056,PRD-00243,2026-06-18 12:40:40,56.04,42.03,14.01,25.0,Manager price override,Manager PIN,False,
OVR-000199,TXN-0003184,PH-001,EMP-0017,EMP-0013,PRD-00424,2026-05-18 16:06:24,2.38,1.19,1.19,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000200,TXN-0003192,PH-002,EMP-0039,EMP-0023,PRD-00293,2026-07-20 21:24:39,181.4,136.05,45.35,25.0,Manager price override,Manager PIN,False,
OVR-000201,TXN-0003201,PH-001,EMP-0013,EMP-0002,PRD-00688,2026-05-14 16:52:09,65.64,32.82,32.82,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000202,TXN-0003228,PH-002,EMP-0038,EMP-0023,PRD-00073,2026-05-21 11:36:20,122.64,91.98,30.66,25.0,Manager price override,Manager PIN,False,
OVR-000203,TXN-0003231,PH-005,EMP-0101,EMP-0100,PRD-00314,2026-07-02 10:29:59,12.91,7.1,5.81,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000204,TXN-0003251,PH-002,EMP-0039,EMP-0023,PRD-00658,2026-06-25 12:30:59,54.22,29.82,24.4,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000205,TXN-0003260,PH-005,EMP-0089,EMP-0101,PRD-00035,2026-07-09 17:24:17,43.32,28.16,15.16,35.0,Manager price override,Manager PIN,False,
OVR-000206,TXN-0003275,PH-004,EMP-0078,EMP-0079,PRD-00400,2026-07-30 16:52:47,47.39,26.06,21.33,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000207,TXN-0003276,PH-002,EMP-0036,EMP-0023,PRD-00193,2026-07-14 20:02:01,7.34,4.77,2.57,35.0,Manager price override,Manager PIN,False,
OVR-000208,TXN-0003296,PH-005,EMP-0106,EMP-0100,PRD-00577,2026-06-03 13:57:29,7.89,4.34,3.55,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000209,TXN-0003301,PH-002,EMP-0042,EMP-0023,PRD-00752,2026-05-02 20:03:03,37.68,28.26,9.42,25.0,Manager price override,Manager PIN,False,
OVR-000210,TXN-0003320,PH-005,EMP-0100,EMP-0101,PRD-00538,2026-05-08 18:30:27,86.72,56.37,30.35,35.0,Manager price override,Manager PIN,False,
OVR-000211,TXN-0003325,PH-002,EMP-0037,EMP-0023,PRD-00677,2026-05-26 21:16:57,36.95,18.47,18.48,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000212,TXN-0003325,PH-002,EMP-0037,EMP-0023,PRD-00355,2026-05-26 21:16:57,26.09,16.96,9.13,35.0,Manager price override,Manager PIN,False,
OVR-000213,TXN-0003328,PH-003,EMP-0063,EMP-0056,PRD-00099,2026-06-06 19:59:04,10.88,7.07,3.81,35.0,Manager price override,Manager PIN,False,
OVR-000214,TXN-0003339,PH-002,EMP-0023,EMP-0023,PRD-00698,2026-06-21 19:21:55,42.03,23.12,18.91,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000215,TXN-0003351,PH-005,EMP-0100,EMP-0100,PRD-00599,2026-05-10 15:34:00,50.67,38.0,12.67,25.0,Manager price override,Manager PIN,False,
OVR-000216,TXN-0003367,PH-005,EMP-0090,EMP-0090,PRD-00630,2026-06-01 13:24:51,19.68,14.76,4.92,25.0,Manager price override,Manager PIN,False,
OVR-000217,TXN-0003377,PH-002,EMP-0038,EMP-0023,PRD-00377,2026-06-08 19:02:24,257.16,128.58,128.58,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000218,TXN-0003377,PH-002,EMP-0038,EMP-0023,PRD-00113,2026-06-08 19:02:24,42.49,21.24,21.25,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000219,TXN-0003395,PH-001,EMP-0001,EMP-0013,PRD-00596,2026-07-12 17:15:24,17.07,11.1,5.97,35.0,Manager price override,Manager PIN,False,
OVR-000220,TXN-0003402,PH-004,EMP-0080,EMP-0068,PRD-00048,2026-05-21 08:35:57,20.77,11.42,9.35,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000221,TXN-0003457,PH-003,EMP-0062,EMP-0045,PRD-00118,2026-05-23 16:52:20,195.44,107.49,87.95,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000222,TXN-0003470,PH-002,EMP-0040,EMP-0023,PRD-00216,2026-06-16 09:07:49,10.98,8.23,2.75,25.0,Manager price override,Manager PIN,False,
OVR-000223,TXN-0003494,PH-004,EMP-0086,EMP-0078,PRD-00742,2026-05-31 21:32:24,126.84,95.13,31.71,25.0,Manager price override,Manager PIN,False,
OVR-000224,TXN-0003496,PH-003,EMP-0062,EMP-0057,PRD-00063,2026-06-24 09:12:41,5.49,4.12,1.37,25.0,Manager price override,Manager PIN,False,
OVR-000225,TXN-0003523,PH-002,EMP-0023,EMP-0023,PRD-00755,2026-07-18 09:32:46,23.6,15.34,8.26,35.0,Manager price override,Manager PIN,False,
OVR-000226,TXN-0003524,PH-002,EMP-0025,EMP-0023,PRD-00056,2026-07-25 12:23:02,34.81,19.15,15.66,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000227,TXN-0003559,PH-002,EMP-0037,EMP-0023,PRD-00538,2026-05-13 21:28:55,43.36,28.18,15.18,35.0,Manager price override,Manager PIN,False,
OVR-000228,TXN-0003565,PH-005,EMP-0101,EMP-0101,PRD-00622,2026-06-16 15:05:14,91.14,59.24,31.9,35.0,Manager price override,Manager PIN,False,
OVR-000229,TXN-0003577,PH-002,EMP-0041,EMP-0023,PRD-00528,2026-07-06 18:41:43,38.01,19.01,19.0,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000230,TXN-0003578,PH-005,EMP-0102,EMP-0091,PRD-00166,2026-07-22 08:00:17,41.56,27.01,14.55,35.0,Manager price override,Manager PIN,False,
OVR-000231,TXN-0003581,PH-004,EMP-0082,EMP-0079,PRD-00368,2026-05-25 12:44:16,2.44,1.22,1.22,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000232,TXN-0003647,PH-003,EMP-0046,EMP-0057,PRD-00667,2026-05-31 21:25:08,28.54,14.27,14.27,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000233,TXN-0003661,PH-001,EMP-0013,EMP-0001,PRD-00761,2026-06-10 15:27:20,28.98,21.73,7.25,25.0,Manager price override,Manager PIN,False,
OVR-000234,TXN-0003669,PH-001,EMP-0003,EMP-0013,PRD-00311,2026-06-30 20:59:56,8.6,6.45,2.15,25.0,Manager price override,Manager PIN,False,
OVR-000235,TXN-0003678,PH-002,EMP-0037,EMP-0023,PRD-00274,2026-06-07 19:15:27,51.5,25.75,25.75,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000236,TXN-0003681,PH-002,EMP-0040,EMP-0023,PRD-00548,2026-05-16 21:17:54,202.12,101.06,101.06,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000237,TXN-0003696,PH-005,EMP-0102,EMP-0100,PRD-00424,2026-06-07 10:54:04,2.38,1.55,0.83,35.0,Manager price override,Manager PIN,False,
OVR-000238,TXN-0003721,PH-001,EMP-0015,EMP-0001,PRD-00215,2026-06-10 15:00:36,66.4,49.8,16.6,25.0,Manager price override,Manager PIN,False,
OVR-000239,TXN-0003771,PH-004,EMP-0067,EMP-0069,PRD-00767,2026-05-18 17:31:57,46.87,30.47,16.4,35.0,Manager price override,Manager PIN,False,
OVR-000240,TXN-0003802,PH-002,EMP-0037,EMP-0023,PRD-00376,2026-06-24 21:18:03,2.97,1.63,1.34,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000241,TXN-0003802,PH-002,EMP-0037,EMP-0023,PRD-00498,2026-06-24 21:18:03,22.62,16.96,5.66,25.0,Manager price override,Manager PIN,False,
OVR-000242,TXN-0003822,PH-002,EMP-0036,EMP-0023,PRD-00698,2026-05-25 19:59:13,42.03,23.12,18.91,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000243,TXN-0003822,PH-002,EMP-0036,EMP-0023,PRD-00251,2026-05-25 19:59:13,67.89,50.92,16.97,25.0,Manager price override,Manager PIN,False,
OVR-000244,TXN-0003825,PH-004,EMP-0081,EMP-0068,PRD-00419,2026-06-03 15:57:04,44.29,22.15,22.14,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000245,TXN-0003871,PH-002,EMP-0041,EMP-0023,PRD-00303,2026-07-04 18:57:57,103.54,56.95,46.59,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000246,TXN-0003908,PH-004,EMP-0067,EMP-0079,PRD-00671,2026-07-25 17:14:20,10.29,7.72,2.57,25.0,Manager price override,Manager PIN,False,
OVR-000247,TXN-0003944,PH-005,EMP-0100,EMP-0101,PRD-00475,2026-05-05 18:27:45,28.69,18.65,10.04,35.0,Manager price override,Manager PIN,False,
OVR-000248,TXN-0003977,PH-003,EMP-0045,EMP-0045,PRD-00732,2026-05-08 10:35:20,110.9,55.45,55.45,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000249,TXN-0003999,PH-005,EMP-0105,EMP-0089,PRD-00451,2026-05-11 13:15:14,13.36,10.02,3.34,25.0,Manager price override,Manager PIN,False,
OVR-000250,TXN-0004046,PH-002,EMP-0035,EMP-0023,PRD-00738,2026-07-05 17:25:41,6.74,3.71,3.03,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000251,TXN-0004073,PH-003,EMP-0056,EMP-0057,PRD-00267,2026-07-17 19:42:58,54.21,40.66,13.55,25.0,Manager price override,Manager PIN,False,
OVR-000252,TXN-0004098,PH-002,EMP-0035,EMP-0023,PRD-00649,2026-07-15 21:30:09,14.21,7.82,6.39,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000253,TXN-0004120,PH-003,EMP-0047,EMP-0056,PRD-00578,2026-07-29 15:56:18,77.16,38.58,38.58,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000254,TXN-0004145,PH-004,EMP-0069,EMP-0067,PRD-00150,2026-06-20 12:28:30,7.58,4.17,3.41,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000255,TXN-0004154,PH-001,EMP-0020,EMP-0013,PRD-00163,2026-06-18 19:41:45,47.07,35.3,11.77,25.0,Manager price override,Manager PIN,False,
OVR-000256,TXN-0004167,PH-002,EMP-0039,EMP-0023,PRD-00483,2026-07-17 21:11:30,20.18,15.14,5.04,25.0,Manager price override,Manager PIN,False,
OVR-000257,TXN-0004167,PH-002,EMP-0039,EMP-0023,PRD-00688,2026-07-17 21:11:30,65.64,32.82,32.82,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000258,TXN-0004186,PH-003,EMP-0062,EMP-0057,PRD-00270,2026-06-22 19:47:06,48.42,36.31,12.11,25.0,Manager price override,Manager PIN,False,
OVR-000259,TXN-0004212,PH-001,EMP-0001,EMP-0003,PRD-00196,2026-05-05 16:22:15,54.03,27.01,27.02,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000260,TXN-0004218,PH-002,EMP-0042,EMP-0023,PRD-00219,2026-06-02 19:22:43,46.23,34.67,11.56,25.0,Manager price override,Manager PIN,False,
OVR-000261,TXN-0004222,PH-002,EMP-0040,EMP-0023,PRD-00051,2026-05-27 17:00:44,32.69,21.25,11.44,35.0,Manager price override,Manager PIN,False,
OVR-000262,TXN-0004240,PH-003,EMP-0059,EMP-0056,PRD-00077,2026-07-23 18:12:25,11.37,8.53,2.84,25.0,Manager price override,Manager PIN,False,
OVR-000263,TXN-0004252,PH-002,EMP-0035,EMP-0023,PRD-00728,2026-05-07 21:23:29,44.17,22.08,22.09,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000264,TXN-0004253,PH-002,EMP-0035,EMP-0023,PRD-00421,2026-06-09 19:44:46,48.66,36.5,12.16,25.0,Manager price override,Manager PIN,False,
OVR-000265,TXN-0004253,PH-002,EMP-0035,EMP-0023,PRD-00457,2026-06-09 19:44:46,48.23,26.53,21.7,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000266,TXN-0004253,PH-002,EMP-0035,EMP-0023,PRD-00518,2026-06-09 19:44:46,37.83,18.92,18.91,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000267,TXN-0004262,PH-003,EMP-0062,EMP-0045,PRD-00416,2026-07-01 17:27:40,44.93,29.2,15.73,35.0,Manager price override,Manager PIN,False,
OVR-000268,TXN-0004276,PH-003,EMP-0059,EMP-0056,PRD-00164,2026-07-02 21:47:32,21.53,11.84,9.69,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000269,TXN-0004278,PH-002,EMP-0039,EMP-0023,PRD-00132,2026-05-21 19:26:29,24.08,13.24,10.84,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000270,TXN-0004280,PH-001,EMP-0006,EMP-0012,PRD-00716,2026-05-11 13:03:20,35.19,19.35,15.84,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000271,TXN-0004288,PH-002,EMP-0037,EMP-0023,PRD-00777,2026-07-22 10:44:19,29.54,16.25,13.29,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000272,TXN-0004293,PH-001,EMP-0006,EMP-0003,PRD-00493,2026-07-19 09:07:22,20.37,13.24,7.13,35.0,Manager price override,Manager PIN,False,
OVR-000273,TXN-0004294,PH-002,EMP-0037,EMP-0023,PRD-00627,2026-07-09 21:17:00,15.75,7.87,7.88,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000274,TXN-0004305,PH-002,EMP-0039,EMP-0023,PRD-00139,2026-05-23 21:59:08,25.36,13.95,11.41,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000275,TXN-0004379,PH-004,EMP-0084,EMP-0069,PRD-00222,2026-06-28 09:58:11,87.15,47.93,39.22,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000276,TXN-0004380,PH-002,EMP-0037,EMP-0023,PRD-00581,2026-05-14 21:49:12,39.69,25.8,13.89,35.0,Manager price override,Manager PIN,False,
OVR-000277,TXN-0004397,PH-004,EMP-0081,EMP-0069,PRD-00728,2026-06-01 18:53:51,44.17,22.08,22.09,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000278,TXN-0004410,PH-002,EMP-0035,EMP-0023,PRD-00148,2026-06-23 21:26:54,9.97,4.98,4.99,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000279,TXN-0004420,PH-002,EMP-0035,EMP-0023,PRD-00235,2026-07-02 21:28:37,57.59,31.67,25.92,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000280,TXN-0004431,PH-004,EMP-0081,EMP-0078,PRD-00049,2026-06-06 17:44:04,40.42,22.23,18.19,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000281,TXN-0004448,PH-005,EMP-0108,EMP-0100,PRD-00777,2026-05-04 21:37:39,29.54,19.2,10.34,35.0,Manager price override,Manager PIN,False,
OVR-000282,TXN-0004465,PH-003,EMP-0060,EMP-0045,PRD-00368,2026-05-01 16:06:28,2.44,1.83,0.61,25.0,Manager price override,Manager PIN,False,
OVR-000283,TXN-0004476,PH-002,EMP-0036,EMP-0023,PRD-00034,2026-07-03 15:54:48,33.7,16.85,16.85,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000284,TXN-0004483,PH-002,EMP-0039,EMP-0023,PRD-00283,2026-05-11 08:49:45,7.13,5.35,1.78,25.0,Manager price override,Manager PIN,False,
OVR-000285,TXN-0004492,PH-001,EMP-0006,EMP-0002,PRD-00540,2026-07-23 12:59:33,123.64,80.37,43.27,35.0,Manager price override,Manager PIN,False,
OVR-000286,TXN-0004539,PH-002,EMP-0038,EMP-0023,PRD-00422,2026-07-08 12:24:52,28.56,21.42,7.14,25.0,Manager price override,Manager PIN,False,
OVR-000287,TXN-0004553,PH-002,EMP-0039,EMP-0023,PRD-00753,2026-06-22 21:52:01,12.02,9.02,3.0,25.0,Manager price override,Manager PIN,False,
OVR-000288,TXN-0004642,PH-005,EMP-0090,EMP-0101,PRD-00668,2026-07-14 13:57:43,31.33,17.23,14.1,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000289,TXN-0004646,PH-003,EMP-0063,EMP-0057,PRD-00562,2026-05-29 16:49:41,32.73,21.27,11.46,35.0,Manager price override,Manager PIN,False,
OVR-000290,TXN-0004652,PH-003,EMP-0063,EMP-0047,PRD-00571,2026-07-16 09:47:03,40.42,30.31,10.11,25.0,Manager price override,Manager PIN,False,
OVR-000291,TXN-0004655,PH-005,EMP-0089,EMP-0101,PRD-00328,2026-05-24 11:23:19,14.69,7.35,7.34,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000292,TXN-0004665,PH-002,EMP-0041,EMP-0023,PRD-00212,2026-07-06 19:18:19,122.58,61.29,61.29,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000293,TXN-0004665,PH-002,EMP-0041,EMP-0023,PRD-00542,2026-07-06 19:18:19,30.62,15.31,15.31,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000294,TXN-0004686,PH-003,EMP-0056,EMP-0056,PRD-00281,2026-05-19 08:42:23,1.43,1.07,0.36,25.0,Manager price override,Manager PIN,False,
OVR-000295,TXN-0004698,PH-002,EMP-0038,EMP-0023,PRD-00790,2026-05-28 15:39:56,38.48,25.01,13.47,35.0,Manager price override,Manager PIN,False,
OVR-000296,TXN-0004707,PH-005,EMP-0102,EMP-0091,PRD-00259,2026-07-12 11:10:36,41.66,22.91,18.75,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000297,TXN-0004717,PH-004,EMP-0086,EMP-0078,PRD-00244,2026-06-01 14:12:58,41.77,22.97,18.8,45.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000298,TXN-0004758,PH-004,EMP-0078,EMP-0079,PRD-00156,2026-06-25 11:45:21,40.93,20.47,20.46,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000299,TXN-0004768,PH-001,EMP-0020,EMP-0003,PRD-00259,2026-05-31 15:26:50,41.66,27.08,14.58,35.0,Manager price override,Manager PIN,False,
OVR-000300,TXN-0004797,PH-004,EMP-0079,EMP-0069,PRD-00609,2026-05-19 14:14:04,68.47,44.51,23.96,35.0,Manager price override,Manager PIN,False,
OVR-000301,TXN-0004798,PH-005,EMP-0090,EMP-0100,PRD-00301,2026-05-13 17:11:39,22.85,11.42,11.43,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000302,TXN-0004853,PH-005,EMP-0101,EMP-0101,PRD-00704,2026-07-22 20:02:34,16.64,8.32,8.32,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
OVR-000303,TXN-0004867,PH-003,EMP-0046,EMP-0047,PRD-00727,2026-06-27 18:20:45,18.7,12.16,6.54,35.0,Manager price override,Manager PIN,False,
OVR-000304,TXN-0004867,PH-003,EMP-0046,EMP-0057,PRD-00032,2026-06-27 18:20:45,33.49,25.12,8.37,25.0,Manager price override,Manager PIN,False,
OVR-000305,TXN-0004882,PH-002,EMP-0037,EMP-0023,PRD-00306,2026-06-07 10:22:59,10.53,5.27,5.26,50.0,Manager price override,Manager PIN,True,Discount exceeds 40%
