receipt_id,transaction_id,receipt_number,print_type,printed_datetime,printed_by_employee_id,register_id,store_id,print_reason
RCT-0000818,TXN-0001400,RCP-00001400,Original,2026-05-15 17:20:21,EMP-0068,REG-06,PH-004,
RCT-0000819,TXN-0002634,RCP-00002634,Original,2026-05-15 17:34:09,EMP-0105,REG-01,PH-005,
RCT-0000820,TXN-0002433,RCP-00002433,Original,2026-05-15 18:59:48,EMP-0062,REG-03,PH-003,
RCT-0000821,TXN-0003362,RCP-00003362,Original,2026-05-15 19:05:52,EMP-0102,REG-06,PH-005,
RCT-0000822,TXN-0002104,RCP-00002104,Original,2026-05-15 19:15:59,EMP-0042,REG-05,PH-002,
RCT-0000823,TXN-0000828,RCP-00000828,Original,2026-05-15 19:28:19,EMP-0037,REG-03,PH-002,
RCT-0000824,TXN-0000905,RCP-00000905,Original,2026-05-15 19:34:43,EMP-0012,REG-01,PH-001,
RCT-0000825,TXN-0001116,RCP-00001116,Original,2026-05-15 19:44:26,EMP-0058,REG-05,PH-003,
RCT-0000826,TXN-0001629,RCP-00001629,Original,2026-05-15 20:01:51,EMP-0018,REG-06,PH-001,
RCT-0000827,TXN-0004337,RCP-00004337,Original,2026-05-15 20:53:21,EMP-0104,REG-01,PH-005,
RCT-0000828,TXN-0001241,RCP-00001241,Original,2026-05-15 20:54:59,EMP-0047,REG-05,PH-003,
RCT-0000829,TXN-0001026,RCP-00001026,Original,2026-05-15 21:00:04,EMP-0045,REG-01,PH-003,
RCT-0000830,TXN-0002241,RCP-00002241,Original,2026-05-15 21:14:59,EMP-0057,REG-03,PH-003,
RCT-0000831,TXN-0000358,RCP-00000358,Original,2026-05-15 21:50:37,EMP-0090,REG-01,PH-005,
RCT-0000832,TXN-0002151,RCP-00002151,Reprint,2026-05-16 00:10:45,EMP-0038,REG-05,PH-002,Printer jam
RCT-0000833,TXN-0000091,RCP-00000091,Reprint,2026-05-16 01:36:55,EMP-0097,REG-04,PH-005,Customer request
RCT-0000834,TXN-0003737,RCP-00003737,Original,2026-05-16 08:07:28,EMP-0102,REG-05,PH-005,
RCT-0000835,TXN-0001516,RCP-00001516,Original,2026-05-16 08:18:13,EMP-0091,REG-04,PH-005,
RCT-0000836,TXN-0002655,RCP-00002655,Original,2026-05-16 08:40:28,EMP-0037,REG-03,PH-002,
RCT-0000837,TXN-0001992,RCP-00001992,Original,2026-05-16 09:30:16,EMP-0101,REG-05,PH-005,
RCT-0000838,TXN-0003407,RCP-00003407,Original,2026-05-16 09:35:08,EMP-0023,REG-03,PH-002,
RCT-0000839,TXN-0003068,RCP-00003068,Original,2026-05-16 09:37:32,EMP-0100,REG-04,PH-005,
RCT-0000840,TXN-0002814,RCP-00002814,Original,2026-05-16 09:59:02,EMP-0059,REG-06,PH-003,
RCT-0000841,TXN-0001428,RCP-00001428,Original,2026-05-16 10:10:30,EMP-0091,REG-04,PH-005,
RCT-0000842,TXN-0003894,RCP-00003894,Original,2026-05-16 10:19:04,EMP-0083,REG-02,PH-004,
RCT-0000843,TXN-0004557,RCP-00004557,Original,2026-05-16 11:01:20,EMP-0015,REG-03,PH-001,
RCT-0000844,TXN-0004399,RCP-00004399,Original,2026-05-16 11:01:25,EMP-0058,REG-01,PH-003,
RCT-0000845,TXN-0002601,RCP-00002601,Original,2026-05-16 11:01:59,EMP-0084,REG-01,PH-004,
RCT-0000846,TXN-0002009,RCP-00002009,Original,2026-05-16 11:17:36,EMP-0062,REG-06,PH-003,
RCT-0000847,TXN-0002135,RCP-00002135,Reprint,2026-05-16 11:21:30,EMP-0010,REG-02,PH-001,Customer request
RCT-0000848,TXN-0001788,RCP-00001788,Original,2026-05-16 11:44:50,EMP-0001,REG-02,PH-001,
RCT-0000849,TXN-0001899,RCP-00001899,Original,2026-05-16 11:52:09,EMP-0079,REG-03,PH-004,
RCT-0000850,TXN-0002392,RCP-00002392,Original,2026-05-16 12:10:33,EMP-0006,REG-06,PH-001,
RCT-0000851,TXN-0003396,RCP-00003396,Original,2026-05-16 12:19:33,EMP-0102,REG-05,PH-005,
RCT-0000852,TXN-0002052,RCP-00002052,Original,2026-05-16 12:20:05,EMP-0042,REG-01,PH-002,
RCT-0000853,TXN-0000772,RCP-00000772,Original,2026-05-16 12:28:27,EMP-0082,REG-03,PH-004,
RCT-0000854,TXN-0001650,RCP-00001650,Original,2026-05-16 12:32:26,EMP-0105,REG-05,PH-005,
RCT-0000855,TXN-0004708,RCP-00004708,Original,2026-05-16 13:10:46,EMP-0061,REG-01,PH-003,
RCT-0000856,TXN-0000771,RCP-00000771,Original,2026-05-16 13:19:54,EMP-0103,REG-02,PH-005,
RCT-0000857,TXN-0003493,RCP-00003493,Original,2026-05-16 13:39:39,EMP-0102,REG-01,PH-005,
RCT-0000858,TXN-0000501,RCP-00000501,Original,2026-05-16 13:42:56,EMP-0035,REG-01,PH-002,
RCT-0000859,TXN-0004443,RCP-00004443,Original,2026-05-16 13:50:58,EMP-0063,REG-02,PH-003,
RCT-0000860,TXN-0001082,RCP-00001082,Original,2026-05-16 14:23:21,EMP-0016,REG-03,PH-001,
RCT-0000861,TXN-0003024,RCP-00003024,Original,2026-05-16 14:23:58,EMP-0042,REG-02,PH-002,
RCT-0000862,TXN-0004711,RCP-00004711,Original,2026-05-16 14:26:11,EMP-0018,REG-05,PH-001,
RCT-0000863,TXN-0000231,RCP-00000231,Original,2026-05-16 14:34:08,EMP-0108,REG-04,PH-005,
RCT-0000864,TXN-0004883,RCP-00004883,Original,2026-05-16 14:49:44,EMP-0020,REG-06,PH-001,
RCT-0000865,TXN-0003682,RCP-00003682,Original,2026-05-16 15:24:58,EMP-0001,REG-01,PH-001,
RCT-0000866,TXN-0001440,RCP-00001440,Original,2026-05-16 15:27:23,EMP-0063,REG-06,PH-003,
RCT-0000867,TXN-0003640,RCP-00003640,Original,2026-05-16 15:31:50,EMP-0060,REG-06,PH-003,
RCT-0000868,TXN-0001439,RCP-00001439,Original,2026-05-16 15:54:26,EMP-0002,REG-01,PH-001,
RCT-0000869,TXN-0002068,RCP-00002068,Original,2026-05-16 16:23:32,EMP-0067,REG-06,PH-004,
RCT-0000870,TXN-0000464,RCP-00000464,Original,2026-05-16 16:30:38,EMP-0090,REG-06,PH-005,
RCT-0000871,TXN-0002220,RCP-00002220,Original,2026-05-16 16:33:19,EMP-0079,REG-04,PH-004,
RCT-0000872,TXN-0004133,RCP-00004133,Original,2026-05-16 16:46:21,EMP-0078,REG-05,PH-004,
RCT-0000873,TXN-0001909,RCP-00001909,Original,2026-05-16 16:50:05,EMP-0061,REG-06,PH-003,
RCT-0000874,TXN-0003852,RCP-00003852,Original,2026-05-16 16:54:44,EMP-0060,REG-04,PH-003,
RCT-0000875,TXN-0001355,RCP-00001355,Original,2026-05-16 16:57:53,EMP-0047,REG-04,PH-003,
RCT-0000876,TXN-0002246,RCP-00002246,Original,2026-05-16 17:04:09,EMP-0101,REG-02,PH-005,
RCT-0000877,TXN-0002732,RCP-00002732,Original,2026-05-16 17:19:02,EMP-0014,REG-01,PH-001,
RCT-0000878,TXN-0002608,RCP-00002608,Original,2026-05-16 17:19:05,EMP-0024,REG-06,PH-002,
RCT-0000879,TXN-0002058,RCP-00002058,Original,2026-05-16 17:28:16,EMP-0061,REG-06,PH-003,
RCT-0000880,TXN-0002308,RCP-00002308,Original,2026-05-16 17:33:37,EMP-0018,REG-01,PH-001,
RCT-0000881,TXN-0002570,RCP-00002570,Original,2026-05-16 17:37:33,EMP-0006,REG-03,PH-001,
RCT-0000882,TXN-0002572,RCP-00002572,Original,2026-05-16 17:50:34,EMP-0045,REG-06,PH-003,
RCT-0000883,TXN-0000679,RCP-00000679,Original,2026-05-16 17:58:49,EMP-0012,REG-04,PH-001,
RCT-0000884,TXN-0001800,RCP-00001800,Original,2026-05-16 18:30:35,EMP-0068,REG-06,PH-004,
RCT-0000885,TXN-0004033,RCP-00004033,Original,2026-05-16 18:45:00,EMP-0063,REG-05,PH-003,
RCT-0000886,TXN-0003283,RCP-00003283,Original,2026-05-16 18:50:37,EMP-0024,REG-04,PH-002,
RCT-0000887,TXN-0004640,RCP-00004640,Original,2026-05-16 18:54:57,EMP-0024,REG-04,PH-002,
RCT-0000888,TXN-0002749,RCP-00002749,Original,2026-05-16 19:04:45,EMP-0058,REG-06,PH-003,
RCT-0000889,TXN-0001825,RCP-00001825,Original,2026-05-16 19:29:16,EMP-0078,REG-03,PH-004,
RCT-0000890,TXN-0002111,RCP-00002111,Original,2026-05-16 19:35:15,EMP-0040,REG-01,PH-002,
RCT-0000891,TXN-0004347,RCP-00004347,Original,2026-05-16 20:08:13,EMP-0090,REG-06,PH-005,
RCT-0000892,TXN-0002853,RCP-00002853,Original,2026-05-16 20:21:04,EMP-0035,REG-02,PH-002,
RCT-0000893,TXN-0002745,RCP-00002745,Original,2026-05-16 20:39:36,EMP-0024,REG-06,PH-002,
RCT-0000894,TXN-0002525,RCP-00002525,Original,2026-05-16 20:40:54,EMP-0058,REG-05,PH-003,
RCT-0000895,TXN-0004921,RCP-00004921,Original,2026-05-16 20:50:57,EMP-0081,REG-03,PH-004,
RCT-0000896,TXN-0003949,RCP-00003949,Original,2026-05-16 21:00:57,EMP-0046,REG-04,PH-003,
RCT-0000897,TXN-0003929,RCP-00003929,Reprint,2026-05-16 21:04:18,EMP-0001,REG-02,PH-001,Printer jam
RCT-0000898,TXN-0003536,RCP-00003536,Original,2026-05-16 21:11:28,EMP-0067,REG-02,PH-004,
RCT-0000899,TXN-0003681,RCP-00003681,Original,2026-05-16 21:18:54,EMP-0040,REG-06,PH-002,
RCT-0000900,TXN-0004892,RCP-00004892,Original,2026-05-16 21:19:02,EMP-0062,REG-02,PH-003,
RCT-0000901,TXN-0003015,RCP-00003015,Original,2026-05-16 21:51:44,EMP-0083,REG-02,PH-004,
RCT-0000902,TXN-0004766,RCP-00004766,Original,2026-05-17 08:08:04,EMP-0062,REG-03,PH-003,
RCT-0000903,TXN-0002421,RCP-00002421,Original,2026-05-17 08:21:07,EMP-0012,REG-05,PH-001,
RCT-0000904,TXN-0003544,RCP-00003544,Original,2026-05-17 09:02:51,EMP-0047,REG-06,PH-003,
RCT-0000905,TXN-0001976,RCP-00001976,Original,2026-05-17 09:05:04,EMP-0040,REG-06,PH-002,
RCT-0000906,TXN-0001732,RCP-00001732,Original,2026-05-17 09:10:17,EMP-0045,REG-06,PH-003,
RCT-0000907,TXN-0004591,RCP-00004591,Original,2026-05-17 09:10:26,EMP-0057,REG-02,PH-003,
RCT-0000908,TXN-0004996,RCP-00004996,Original,2026-05-17 09:27:52,EMP-0091,REG-02,PH-005,
RCT-0000909,TXN-0004836,RCP-00004836,Original,2026-05-17 09:45:40,EMP-0061,REG-04,PH-003,
RCT-0000910,TXN-0000743,RCP-00000743,Original,2026-05-17 09:47:41,EMP-0038,REG-06,PH-002,
RCT-0000911,TXN-0002492,RCP-00002492,Original,2026-05-17 09:49:02,EMP-0020,REG-06,PH-001,
RCT-0000912,TXN-0004194,RCP-00004194,Original,2026-05-17 10:14:31,EMP-0100,REG-02,PH-005,
RCT-0000913,TXN-0003515,RCP-00003515,Original,2026-05-17 10:37:20,EMP-0060,REG-03,PH-003,
RCT-0000914,TXN-0003154,RCP-00003154,Original,2026-05-17 11:01:49,EMP-0038,REG-04,PH-002,
RCT-0000915,TXN-0004965,RCP-00004965,Original,2026-05-17 11:02:21,EMP-0089,REG-05,PH-005,
RCT-0000916,TXN-0004596,RCP-00004596,Original,2026-05-17 11:04:13,EMP-0103,REG-03,PH-005,
RCT-0000917,TXN-0001063,RCP-00001063,Original,2026-05-17 11:05:47,EMP-0040,REG-02,PH-002,
RCT-0000918,TXN-0002743,RCP-00002743,Original,2026-05-17 11:13:27,EMP-0062,REG-05,PH-003,
RCT-0000919,TXN-0003642,RCP-00003642,Original,2026-05-17 11:19:42,EMP-0036,REG-06,PH-002,
RCT-0000920,TXN-0004296,RCP-00004296,Original,2026-05-17 11:30:09,EMP-0100,REG-06,PH-005,
RCT-0000921,TXN-0001344,RCP-00001344,Original,2026-05-17 11:43:31,EMP-0037,REG-02,PH-002,
RCT-0000922,TXN-0001920,RCP-00001920,Original,2026-05-17 11:45:54,EMP-0002,REG-02,PH-001,
RCT-0000923,TXN-0002689,RCP-00002689,Original,2026-05-17 11:49:00,EMP-0015,REG-05,PH-001,
RCT-0000924,TXN-0004611,RCP-00004611,Original,2026-05-17 11:50:57,EMP-0013,REG-02,PH-001,
RCT-0000925,TXN-0000762,RCP-00000762,Original,2026-05-17 12:08:10,EMP-0036,REG-02,PH-002,
RCT-0000926,TXN-0004771,RCP-00004771,Original,2026-05-17 12:26:18,EMP-0108,REG-06,PH-005,
RCT-0000927,TXN-0002026,RCP-00002026,Original,2026-05-17 12:33:38,EMP-0090,REG-02,PH-005,
RCT-0000928,TXN-0002026,RCP-00002026,Gift Receipt,2026-05-17 12:34:38,EMP-0090,REG-02,PH-005,
RCT-0000929,TXN-0004654,RCP-00004654,Original,2026-05-17 12:53:47,EMP-0056,REG-05,PH-003,
RCT-0000930,TXN-0003760,RCP-00003760,Original,2026-05-17 13:03:01,EMP-0102,REG-05,PH-005,
RCT-0000931,TXN-0000947,RCP-00000947,Original,2026-05-17 13:06:01,EMP-0001,REG-05,PH-001,
RCT-0000932,TXN-0004144,RCP-00004144,Original,2026-05-17 13:52:45,EMP-0102,REG-05,PH-005,
RCT-0000933,TXN-0001480,RCP-00001480,Original,2026-05-17 13:54:05,EMP-0108,REG-02,PH-005,
RCT-0000934,TXN-0001053,RCP-00001053,Original,2026-05-17 14:06:19,EMP-0047,REG-05,PH-003,
RCT-0000935,TXN-0000428,RCP-00000428,Original,2026-05-17 14:08:20,EMP-0061,REG-01,PH-003,
RCT-0000936,TXN-0002861,RCP-00002861,Original,2026-05-17 14:33:30,EMP-0042,REG-03,PH-002,
RCT-0000937,TXN-0001357,RCP-00001357,Original,2026-05-17 15:06:16,EMP-0038,REG-05,PH-002,
RCT-0000938,TXN-0001832,RCP-00001832,Original,2026-05-17 15:19:58,EMP-0002,REG-03,PH-001,
RCT-0000939,TXN-0001914,RCP-00001914,Original,2026-05-17 15:27:38,EMP-0105,REG-04,PH-005,
RCT-0000940,TXN-0003000,RCP-00003000,Original,2026-05-17 15:36:24,EMP-0100,REG-03,PH-005,
RCT-0000941,TXN-0003676,RCP-00003676,Original,2026-05-17 16:40:23,EMP-0014,REG-01,PH-001,
RCT-0000942,TXN-0000941,RCP-00000941,Original,2026-05-17 16:43:39,EMP-0105,REG-06,PH-005,
RCT-0000943,TXN-0004261,RCP-00004261,Original,2026-05-17 16:48:26,EMP-0089,REG-01,PH-005,
RCT-0000944,TXN-0002331,RCP-00002331,Original,2026-05-17 16:58:17,EMP-0047,REG-05,PH-003,
RCT-0000945,TXN-0000299,RCP-00000299,Original,2026-05-17 17:15:01,EMP-0102,REG-03,PH-005,
RCT-0000946,TXN-0004174,RCP-00004174,Original,2026-05-17 17:19:59,EMP-0017,REG-03,PH-001,
RCT-0000947,TXN-0003901,RCP-00003901,Reprint,2026-05-17 17:20:25,EMP-0086,REG-01,PH-004,Printer jam
RCT-0000948,TXN-0004281,RCP-00004281,Original,2026-05-17 17:27:29,EMP-0108,REG-01,PH-005,
RCT-0000949,TXN-0004968,RCP-00004968,Original,2026-05-17 17:28:44,EMP-0085,REG-06,PH-004,
RCT-0000950,TXN-0004909,RCP-00004909,Original,2026-05-17 18:17:56,EMP-0002,REG-03,PH-001,
RCT-0000951,TXN-0004534,RCP-00004534,Original,2026-05-17 18:22:41,EMP-0047,REG-03,PH-003,
RCT-0000952,TXN-0004835,RCP-00004835,Original,2026-05-17 18:48:08,EMP-0067,REG-05,PH-004,
RCT-0000953,TXN-0000478,RCP-00000478,Original,2026-05-17 18:50:02,EMP-0013,REG-02,PH-001,
RCT-0000954,TXN-0000632,RCP-00000632,Original,2026-05-17 19:05:57,EMP-0064,REG-05,PH-003,
RCT-0000955,TXN-0000667,RCP-00000667,Original,2026-05-17 19:25:01,EMP-0019,REG-02,PH-001,
RCT-0000956,TXN-0000650,RCP-00000650,Original,2026-05-17 19:56:49,EMP-0059,REG-02,PH-003,
RCT-0000957,TXN-0003662,RCP-00003662,Original,2026-05-17 20:56:57,EMP-0015,REG-01,PH-001,
RCT-0000958,TXN-0001554,RCP-00001554,Original,2026-05-17 21:25:47,EMP-0039,REG-06,PH-002,
RCT-0000959,TXN-0001854,RCP-00001854,Original,2026-05-17 21:28:14,EMP-0104,REG-03,PH-005,
RCT-0000960,TXN-0004005,RCP-00004005,Reprint,2026-05-17 21:29:19,EMP-0038,REG-04,PH-002,Printer jam
RCT-0000961,TXN-0003925,RCP-00003925,Original,2026-05-17 21:35:01,EMP-0079,REG-01,PH-004,
RCT-0000962,TXN-0000817,RCP-00000817,Original,2026-05-17 21:50:59,EMP-0078,REG-01,PH-004,
RCT-0000963,TXN-0004562,RCP-00004562,Original,2026-05-17 21:59:11,EMP-0024,REG-05,PH-002,
RCT-0000964,TXN-0000755,RCP-00000755,Original,2026-05-18 08:20:18,EMP-0039,REG-04,PH-002,
RCT-0000965,TXN-0002493,RCP-00002493,Original,2026-05-18 08:47:37,EMP-0019,REG-04,PH-001,
RCT-0000966,TXN-0004839,RCP-00004839,Original,2026-05-18 08:58:06,EMP-0108,REG-06,PH-005,
RCT-0000967,TXN-0000697,RCP-00000697,Original,2026-05-18 09:02:44,EMP-0083,REG-05,PH-004,
RCT-0000968,TXN-0000421,RCP-00000421,Original,2026-05-18 09:15:10,EMP-0104,REG-04,PH-005,
RCT-0000969,TXN-0001491,RCP-00001491,Original,2026-05-18 09:26:15,EMP-0024,REG-04,PH-002,
RCT-0000970,TXN-0001941,RCP-00001941,Original,2026-05-18 09:52:08,EMP-0017,REG-02,PH-001,
RCT-0000971,TXN-0002359,RCP-00002359,Original,2026-05-18 10:46:22,EMP-0058,REG-01,PH-003,
RCT-0000972,TXN-0003153,RCP-00003153,Original,2026-05-18 10:58:34,EMP-0001,REG-05,PH-001,
RCT-0000973,TXN-0000318,RCP-00000318,Original,2026-05-18 11:01:26,EMP-0034,REG-06,PH-002,
RCT-0000974,TXN-0003772,RCP-00003772,Original,2026-05-18 11:09:40,EMP-0058,REG-04,PH-003,
RCT-0000975,TXN-0001496,RCP-00001496,Original,2026-05-18 11:20:54,EMP-0067,REG-05,PH-004,
RCT-0000976,TXN-0004989,RCP-00004989,Original,2026-05-18 11:24:58,EMP-0045,REG-03,PH-003,
RCT-0000977,TXN-0001178,RCP-00001178,Original,2026-05-18 11:34:48,EMP-0015,REG-02,PH-001,
RCT-0000978,TXN-0002521,RCP-00002521,Original,2026-05-18 11:57:46,EMP-0100,REG-05,PH-005,
RCT-0000979,TXN-0002883,RCP-00002883,Original,2026-05-18 12:23:29,EMP-0103,REG-05,PH-005,
RCT-0000980,TXN-0000512,RCP-00000512,Original,2026-05-18 12:46:42,EMP-0078,REG-02,PH-004,
RCT-0000981,TXN-0003897,RCP-00003897,Original,2026-05-18 12:56:11,EMP-0034,REG-04,PH-002,
RCT-0000982,TXN-0000282,RCP-00000282,Original,2026-05-18 13:07:21,EMP-0006,REG-03,PH-001,
RCT-0000983,TXN-0004099,RCP-00004099,Original,2026-05-18 13:44:16,EMP-0091,REG-01,PH-005,
RCT-0000984,TXN-0003853,RCP-00003853,Original,2026-05-18 14:06:11,EMP-0024,REG-05,PH-002,
RCT-0000985,TXN-0003837,RCP-00003837,Original,2026-05-18 14:12:00,EMP-0103,REG-02,PH-005,
RCT-0000986,TXN-0002888,RCP-00002888,Original,2026-05-18 14:14:25,EMP-0106,REG-02,PH-005,
RCT-0000987,TXN-0003841,RCP-00003841,Original,2026-05-18 14:26:32,EMP-0045,REG-06,PH-003,
RCT-0000988,TXN-0000517,RCP-00000517,Original,2026-05-18 14:59:32,EMP-0041,REG-06,PH-002,
RCT-0000989,TXN-0002251,RCP-00002251,Original,2026-05-18 15:13:05,EMP-0102,REG-05,PH-005,
RCT-0000990,TXN-0003184,RCP-00003184,Original,2026-05-18 16:07:24,EMP-0017,REG-04,PH-001,
RCT-0000991,TXN-0001389,RCP-00001389,Original,2026-05-18 16:13:08,EMP-0101,REG-06,PH-005,
RCT-0000992,TXN-0001389,RCP-00001389,Gift Receipt,2026-05-18 16:14:08,EMP-0101,REG-06,PH-005,
RCT-0000993,TXN-0001720,RCP-00001720,Original,2026-05-18 16:36:43,EMP-0086,REG-01,PH-004,
RCT-0000994,TXN-0003045,RCP-00003045,Original,2026-05-18 17:10:16,EMP-0089,REG-03,PH-005,
RCT-0000995,TXN-0003571,RCP-00003571,Original,2026-05-18 17:32:32,EMP-0017,REG-01,PH-001,
RCT-0000996,TXN-0003771,RCP-00003771,Original,2026-05-18 17:32:57,EMP-0067,REG-04,PH-004,
RCT-0000997,TXN-0004891,RCP-00004891,Original,2026-05-18 17:54:16,EMP-0108,REG-02,PH-005,
RCT-0000998,TXN-0003859,RCP-00003859,Original,2026-05-18 18:08:14,EMP-0056,REG-06,PH-003,
RCT-0000999,TXN-0000518,RCP-00000518,Original,2026-05-18 18:17:42,EMP-0078,REG-05,PH-004,
RCT-0001000,TXN-0002975,RCP-00002975,Original,2026-05-18 18:26:31,EMP-0015,REG-03,PH-001,
RCT-0001001,TXN-0003917,RCP-00003917,Original,2026-05-18 19:16:48,EMP-0001,REG-01,PH-001,
RCT-0001002,TXN-0000436,RCP-00000436,Original,2026-05-18 19:32:32,EMP-0085,REG-06,PH-004,
RCT-0001003,TXN-0000360,RCP-00000360,Original,2026-05-18 19:36:32,EMP-0041,REG-05,PH-002,
RCT-0001004,TXN-0001337,RCP-00001337,Original,2026-05-18 20:02:31,EMP-0024,REG-04,PH-002,
RCT-0001005,TXN-0004994,RCP-00004994,Original,2026-05-18 20:51:24,EMP-0086,REG-03,PH-004,
RCT-0001006,TXN-0001749,RCP-00001749,Original,2026-05-18 20:57:17,EMP-0047,REG-02,PH-003,
RCT-0001007,TXN-0003138,RCP-00003138,Original,2026-05-18 21:05:31,EMP-0104,REG-04,PH-005,
RCT-0001008,TXN-0002023,RCP-00002023,Original,2026-05-18 21:45:30,EMP-0059,REG-05,PH-003,
RCT-0001009,TXN-0001257,RCP-00001257,Reprint,2026-05-19 04:24:53,EMP-0025,REG-06,PH-002,Printer jam
RCT-0001010,TXN-0000180,RCP-00000180,Original,2026-05-19 08:15:29,EMP-0034,REG-04,PH-002,
RCT-0001011,TXN-0004637,RCP-00004637,Original,2026-05-19 08:16:21,EMP-0037,REG-04,PH-002,
RCT-0001012,TXN-0000945,RCP-00000945,Original,2026-05-19 08:20:12,EMP-0041,REG-05,PH-002,
RCT-0001013,TXN-0003102,RCP-00003102,Original,2026-05-19 08:29:46,EMP-0061,REG-02,PH-003,
RCT-0001014,TXN-0001698,RCP-00001698,Original,2026-05-19 08:33:15,EMP-0084,REG-05,PH-004,
RCT-0001015,TXN-0004686,RCP-00004686,Original,2026-05-19 08:43:23,EMP-0056,REG-03,PH-003,
RCT-0001016,TXN-0002834,RCP-00002834,Original,2026-05-19 08:48:01,EMP-0036,REG-05,PH-002,
RCT-0001017,TXN-0001908,RCP-00001908,Original,2026-05-19 09:07:55,EMP-0078,REG-05,PH-004,
RCT-0001018,TXN-0004962,RCP-00004962,Original,2026-05-19 09:20:13,EMP-0064,REG-02,PH-003,
RCT-0001019,TXN-0003967,RCP-00003967,Original,2026-05-19 09:44:44,EMP-0012,REG-06,PH-001,
RCT-0001020,TXN-0003854,RCP-00003854,Original,2026-05-19 09:47:34,EMP-0058,REG-04,PH-003,
RCT-0001021,TXN-0004617,RCP-00004617,Original,2026-05-19 09:58:17,EMP-0019,REG-03,PH-001,
RCT-0001022,TXN-0004391,RCP-00004391,Original,2026-05-19 10:04:51,EMP-0046,REG-06,PH-003,
RCT-0001023,TXN-0000720,RCP-00000720,Original,2026-05-19 10:07:51,EMP-0036,REG-05,PH-002,
RCT-0001024,TXN-0004845,RCP-00004845,Original,2026-05-19 10:13:18,EMP-0068,REG-05,PH-004,
RCT-0001025,TXN-0004052,RCP-00004052,Original,2026-05-19 10:29:33,EMP-0085,REG-03,PH-004,
RCT-0001026,TXN-0004143,RCP-00004143,Original,2026-05-19 11:06:11,EMP-0023,REG-01,PH-002,
RCT-0001027,TXN-0002203,RCP-00002203,Original,2026-05-19 11:06:14,EMP-0056,REG-04,PH-003,
RCT-0001028,TXN-0001243,RCP-00001243,Original,2026-05-19 11:17:22,EMP-0085,REG-01,PH-004,
RCT-0001029,TXN-0004335,RCP-00004335,Original,2026-05-19 12:10:14,EMP-0040,REG-01,PH-002,
RCT-0001030,TXN-0002409,RCP-00002409,Original,2026-05-19 12:14:50,EMP-0035,REG-04,PH-002,
RCT-0001031,TXN-0000765,RCP-00000765,Original,2026-05-19 12:37:43,EMP-0038,REG-06,PH-002,
RCT-0001032,TXN-0001084,RCP-00001084,Original,2026-05-19 12:41:35,EMP-0068,REG-05,PH-004,
RCT-0001033,TXN-0004651,RCP-00004651,Original,2026-05-19 12:43:21,EMP-0069,REG-01,PH-004,
RCT-0001034,TXN-0001946,RCP-00001946,Original,2026-05-19 12:51:42,EMP-0063,REG-06,PH-003,
RCT-0001035,TXN-0004881,RCP-00004881,Original,2026-05-19 13:04:44,EMP-0069,REG-02,PH-004,
RCT-0001036,TXN-0004283,RCP-00004283,Original,2026-05-19 13:09:05,EMP-0061,REG-04,PH-003,
RCT-0001037,TXN-0001746,RCP-00001746,Original,2026-05-19 13:59:32,EMP-0063,REG-04,PH-003,
RCT-0001038,TXN-0004797,RCP-00004797,Original,2026-05-19 14:15:04,EMP-0079,REG-05,PH-004,
RCT-0001039,TXN-0002089,RCP-00002089,Original,2026-05-19 14:39:09,EMP-0078,REG-06,PH-004,
RCT-0001040,TXN-0000223,RCP-00000223,Original,2026-05-19 15:06:43,EMP-0106,REG-05,PH-005,
RCT-0001041,TXN-0001669,RCP-00001669,Original,2026-05-19 15:07:32,EMP-0006,REG-06,PH-001,
RCT-0001042,TXN-0002435,RCP-00002435,Original,2026-05-19 15:14:04,EMP-0024,REG-04,PH-002,
RCT-0001043,TXN-0003547,RCP-00003547,Original,2026-05-19 15:28:12,EMP-0036,REG-01,PH-002,
RCT-0001044,TXN-0003135,RCP-00003135,Original,2026-05-19 16:35:20,EMP-0083,REG-04,PH-004,
RCT-0001045,TXN-0003741,RCP-00003741,Original,2026-05-19 16:43:20,EMP-0006,REG-02,PH-001,
RCT-0001046,TXN-0003754,RCP-00003754,Original,2026-05-19 16:56:52,EMP-0047,REG-06,PH-003,
RCT-0001047,TXN-0002640,RCP-00002640,Original,2026-05-19 16:57:31,EMP-0107,REG-05,PH-005,
RCT-0001048,TXN-0000454,RCP-00000454,Original,2026-05-19 16:58:49,EMP-0024,REG-05,PH-002,
RCT-0001049,TXN-0003422,RCP-00003422,Original,2026-05-19 17:08:11,EMP-0104,REG-01,PH-005,
RCT-0001050,TXN-0002417,RCP-00002417,Original,2026-05-19 17:22:25,EMP-0057,REG-01,PH-003,
RCT-0001051,TXN-0003980,RCP-00003980,Original,2026-05-19 17:25:22,EMP-0091,REG-02,PH-005,
RCT-0001052,TXN-0001209,RCP-00001209,Original,2026-05-19 17:33:42,EMP-0019,REG-01,PH-001,
RCT-0001053,TXN-0001594,RCP-00001594,Original,2026-05-19 17:38:08,EMP-0081,REG-01,PH-004,
RCT-0001054,TXN-0000164,RCP-00000164,Original,2026-05-19 18:03:29,EMP-0041,REG-05,PH-002,
RCT-0001055,TXN-0000695,RCP-00000695,Original,2026-05-19 18:09:07,EMP-0102,REG-05,PH-005,
RCT-0001056,TXN-0001753,RCP-00001753,Original,2026-05-19 18:17:43,EMP-0012,REG-01,PH-001,
