transaction_item_id,transaction_id,product_id,quantity,unit_price,unit_cost,discount_amount,tax_amount,line_total,override_applied,override_employee_id,department
LI-00006936,TXN-0001538,PRD-00561,1,31.59,16.51,1.58,2.48,30.01,False,,Snacks
LI-00006937,TXN-0001538,PRD-00605,1,48.56,24.15,12.14,3.0,36.42,True,EMP-0023,Medical Supplies
LI-00006938,TXN-0001539,PRD-00754,1,4.47,2.32,0,0.37,4.47,False,,Medical Supplies
LI-00006939,TXN-0001539,PRD-00039,2,17.13,10.1,5.14,2.4,29.12,False,,Seasonal
LI-00006940,TXN-0001539,PRD-00025,3,37.64,23.52,5.65,8.85,107.27,False,,Beverages
LI-00006941,TXN-0001539,PRD-00698,1,42.03,25.07,0,3.47,42.03,False,,Snacks
LI-00006942,TXN-0001539,PRD-00236,4,9.63,4.59,0,3.18,38.52,False,,Beverages
LI-00006943,TXN-0001540,PRD-00734,1,28.59,14.15,0,2.36,28.59,False,,Vitamins & Supplements
LI-00006944,TXN-0001540,PRD-00225,1,44.75,30.97,20.14,2.03,24.61,True,EMP-0023,Beverages
LI-00006945,TXN-0001540,PRD-00290,1,18.11,11.91,0,1.49,18.11,False,,Beauty
LI-00006946,TXN-0001540,PRD-00694,1,25.05,11.41,0,2.07,25.05,False,,Seasonal
LI-00006947,TXN-0001540,PRD-00198,1,48.33,34.16,9.67,3.19,38.66,False,,Household
LI-00006948,TXN-0001540,PRD-00775,1,33.35,15.41,5.0,2.34,28.35,False,,Snacks
LI-00006949,TXN-0001540,PRD-00239,1,29.78,14.31,0,2.46,29.78,False,,Medical Supplies
LI-00006950,TXN-0001541,PRD-00728,1,44.17,21.15,0,3.64,44.17,False,,OTC Medication
LI-00006951,TXN-0001541,PRD-00633,1,25.82,12.51,0,2.13,25.82,False,,First Aid
LI-00006952,TXN-0001541,PRD-00018,1,16.98,7.59,0,1.4,16.98,False,,Grocery
LI-00006953,TXN-0001541,PRD-00635,1,66.73,34.74,0,5.51,66.73,False,,Beverages
LI-00006954,TXN-0001541,PRD-00555,1,47.46,31.38,2.37,3.72,45.09,False,,Snacks
LI-00006955,TXN-0001541,PRD-00475,2,28.69,14.89,0,4.73,57.38,False,,Beauty
LI-00006956,TXN-0001542,PRD-00357,1,2.75,1.57,0,0.23,2.75,False,,First Aid
LI-00006957,TXN-0001542,PRD-00073,2,30.66,18.52,0,5.06,61.32,False,,Seasonal
LI-00006958,TXN-0001542,PRD-00249,1,30.32,18.6,0,2.5,30.32,False,,First Aid
LI-00006959,TXN-0001543,PRD-00272,1,60.63,31.62,30.32,2.5,30.31,True,EMP-0046,Beverages
LI-00006960,TXN-0001543,PRD-00018,1,16.98,7.59,1.7,1.26,15.28,False,,Grocery
LI-00006961,TXN-0001543,PRD-00276,1,53.24,27.82,0,4.39,53.24,False,,Household
LI-00006962,TXN-0001543,PRD-00301,1,22.85,11.03,0,1.89,22.85,False,,Snacks
LI-00006963,TXN-0001543,PRD-00751,1,38.95,22.79,0,3.21,38.95,False,,Snacks
LI-00006964,TXN-0001543,PRD-00738,2,6.74,3.71,1.35,1.0,12.13,False,,Seasonal
LI-00006965,TXN-0001543,PRD-00148,1,9.97,6.66,0,0.82,9.97,False,,Household
LI-00006966,TXN-0001544,PRD-00717,1,13.91,8.48,0,1.15,13.91,False,,Grocery
LI-00006967,TXN-0001544,PRD-00429,2,38.49,18.13,0,6.35,76.98,False,,Medical Supplies
LI-00006968,TXN-0001544,PRD-00310,1,25.86,15.24,0,2.13,25.86,False,,Grocery
LI-00006969,TXN-0001544,PRD-00403,1,41.71,19.71,6.26,2.92,35.45,False,,Beverages
LI-00006970,TXN-0001544,PRD-00691,1,17.1,11.74,1.71,1.27,15.39,False,,OTC Medication
LI-00006971,TXN-0001544,PRD-00763,1,1.35,0.91,0.07,0.11,1.28,False,,Medical Supplies
LI-00006972,TXN-0001544,PRD-00599,1,50.67,24.77,0,4.18,50.67,False,,OTC Medication
LI-00006973,TXN-0001544,PRD-00748,1,40.96,26.8,0,3.38,40.96,False,,Beverages
LI-00006974,TXN-0001545,PRD-00404,1,23.57,17.06,0,1.94,23.57,False,,Medical Supplies
LI-00006975,TXN-0001545,PRD-00177,1,16.24,11.75,0,1.34,16.24,False,,Seasonal
LI-00006976,TXN-0001545,PRD-00062,1,19.94,14.47,0,1.65,19.94,False,,Beauty
LI-00006977,TXN-0001545,PRD-00025,1,37.64,23.52,0,3.11,37.64,False,,Beverages
LI-00006978,TXN-0001545,PRD-00785,1,12.52,8.92,4.38,0.67,8.14,True,EMP-0003,Beverages
LI-00006979,TXN-0001545,PRD-00199,1,14.83,9.91,2.97,0.98,11.86,False,,Household
LI-00006980,TXN-0001546,PRD-00522,1,23.47,15.82,1.17,1.84,22.3,False,,Seasonal
LI-00006981,TXN-0001546,PRD-00745,2,1.7,0.88,0,0.28,3.4,False,,Personal Care
LI-00006982,TXN-0001546,PRD-00276,1,53.24,27.82,0,4.39,53.24,False,,Household
LI-00006983,TXN-0001546,PRD-00692,1,8.62,6.14,1.29,0.6,7.33,False,,Snacks
LI-00006984,TXN-0001546,PRD-00501,1,26.98,19.02,0,2.23,26.98,False,,Medical Supplies
LI-00006985,TXN-0001546,PRD-00437,1,33.77,14.57,5.07,2.37,28.7,False,,Personal Care
LI-00006986,TXN-0001546,PRD-00553,1,57.75,33.47,0,4.76,57.75,False,,Medical Supplies
LI-00006987,TXN-0001546,PRD-00291,1,13.91,6.91,0,1.15,13.91,False,,Seasonal
LI-00006988,TXN-0001547,PRD-00572,1,72.3,33.51,0,5.96,72.3,False,,Grocery
LI-00006989,TXN-0001547,PRD-00010,1,37.47,26.18,0,3.09,37.47,False,,Personal Care
LI-00006990,TXN-0001548,PRD-00416,1,44.93,30.72,0,3.71,44.93,False,,Seasonal
LI-00006991,TXN-0001548,PRD-00400,4,47.39,31.4,0,15.64,189.56,False,,Beauty
LI-00006992,TXN-0001548,PRD-00645,1,9.63,5.5,1.44,0.68,8.19,False,,Beverages
LI-00006993,TXN-0001548,PRD-00458,1,31.08,23.18,0,2.56,31.08,False,,Snacks
LI-00006994,TXN-0001548,PRD-00295,1,47.05,21.09,0,3.88,47.05,False,,OTC Medication
LI-00006995,TXN-0001548,PRD-00616,1,48.74,32.47,0,4.02,48.74,False,,Seasonal
LI-00006996,TXN-0001548,PRD-00543,1,3.27,2.04,0,0.27,3.27,False,,First Aid
LI-00006997,TXN-0001549,PRD-00413,1,33.36,15.93,3.34,2.48,30.02,False,,First Aid
LI-00006998,TXN-0001549,PRD-00754,1,4.47,2.32,0.89,0.3,3.58,False,,Medical Supplies
LI-00006999,TXN-0001549,PRD-00558,1,37.46,22.01,0,3.09,37.46,False,,Beverages
LI-00007000,TXN-0001550,PRD-00427,1,47.68,25.45,0,3.93,47.68,False,,Medical Supplies
LI-00007001,TXN-0001550,PRD-00117,3,57.01,25.66,85.52,7.05,85.51,True,EMP-0023,Snacks
LI-00007002,TXN-0001550,PRD-00512,1,42.92,31.11,0,3.54,42.92,False,,Beverages
LI-00007003,TXN-0001550,PRD-00253,1,30.39,18.9,6.08,2.01,24.31,False,,Beverages
LI-00007004,TXN-0001550,PRD-00359,1,48.45,34.06,0,4.0,48.45,False,,First Aid
LI-00007005,TXN-0001550,PRD-00255,1,50.91,28.31,10.18,3.36,40.73,False,,Grocery
LI-00007006,TXN-0001551,PRD-00618,1,61.93,27.17,0,5.11,61.93,False,,First Aid
LI-00007007,TXN-0001551,PRD-00611,1,7.99,4.08,0,0.66,7.99,False,,Beauty
LI-00007008,TXN-0001551,PRD-00118,1,48.86,29.77,0,4.03,48.86,False,,Snacks
LI-00007009,TXN-0001551,PRD-00321,1,43.0,30.45,8.6,2.84,34.4,False,,Personal Care
LI-00007010,TXN-0001551,PRD-00600,1,14.08,7.36,0,1.16,14.08,False,,Household
LI-00007011,TXN-0001552,PRD-00777,1,29.54,14.26,0,2.44,29.54,False,,Snacks
LI-00007012,TXN-0001552,PRD-00093,1,7.46,3.45,0,0.62,7.46,False,,Seasonal
LI-00007013,TXN-0001552,PRD-00635,1,66.73,34.74,0,5.51,66.73,False,,Beverages
LI-00007014,TXN-0001552,PRD-00464,1,2.2,1.36,0,0.18,2.2,False,,Vitamins & Supplements
LI-00007015,TXN-0001553,PRD-00097,1,53.25,34.75,0,4.39,53.25,False,,Grocery
LI-00007016,TXN-0001553,PRD-00597,1,39.56,20.65,0,3.26,39.56,False,,Grocery
LI-00007017,TXN-0001553,PRD-00706,1,43.47,27.17,0,3.59,43.47,False,,Vitamins & Supplements
LI-00007018,TXN-0001553,PRD-00547,1,10.22,7.61,0,0.84,10.22,False,,Household
LI-00007019,TXN-0001554,PRD-00079,1,15.28,11.39,0,1.26,15.28,False,,OTC Medication
LI-00007020,TXN-0001555,PRD-00035,1,43.32,31.34,0,3.57,43.32,False,,First Aid
LI-00007021,TXN-0001556,PRD-00167,1,39.87,20.45,0,3.29,39.87,False,,Seasonal
LI-00007022,TXN-0001556,PRD-00315,1,17.4,9.93,0,1.44,17.4,False,,Beverages
LI-00007023,TXN-0001556,PRD-00388,1,31.66,22.66,0,2.61,31.66,False,,Personal Care
LI-00007024,TXN-0001557,PRD-00617,1,1.86,1.31,0,0.15,1.86,False,,OTC Medication
LI-00007025,TXN-0001557,PRD-00172,1,57.61,25.27,0,4.75,57.61,False,,Medical Supplies
LI-00007026,TXN-0001557,PRD-00392,3,28.56,13.61,8.57,6.36,77.11,False,,Snacks
LI-00007027,TXN-0001557,PRD-00074,1,19.8,12.67,0,1.63,19.8,False,,Medical Supplies
LI-00007028,TXN-0001558,PRD-00278,1,45.88,27.59,0,3.79,45.88,False,,Household
LI-00007029,TXN-0001558,PRD-00401,1,9.71,7.14,0,0.8,9.71,False,,Personal Care
LI-00007030,TXN-0001558,PRD-00159,1,40.02,28.19,0,3.3,40.02,False,,Grocery
LI-00007031,TXN-0001558,PRD-00504,1,49.8,31.7,0,4.11,49.8,False,,Beauty
LI-00007032,TXN-0001558,PRD-00074,1,19.8,12.67,0,1.63,19.8,False,,Medical Supplies
LI-00007033,TXN-0001558,PRD-00475,1,28.69,14.89,0,2.37,28.69,False,,Beauty
LI-00007034,TXN-0001559,PRD-00188,1,27.62,13.39,0,2.28,27.62,False,,OTC Medication
LI-00007035,TXN-0001559,PRD-00326,1,36.47,20.54,0,3.01,36.47,False,,Household
LI-00007036,TXN-0001559,PRD-00358,4,58.49,29.83,0,19.3,233.96,False,,Household
LI-00007037,TXN-0001559,PRD-00707,1,58.68,31.69,0,4.84,58.68,False,,Vitamins & Supplements
LI-00007038,TXN-0001560,PRD-00703,1,4.42,3.01,0,0.36,4.42,False,,Beverages
LI-00007039,TXN-0001560,PRD-00557,1,6.71,4.86,0,0.55,6.71,False,,Seasonal
LI-00007040,TXN-0001560,PRD-00145,1,5.51,3.29,0,0.45,5.51,False,,Seasonal
LI-00007041,TXN-0001560,PRD-00538,3,43.36,26.61,0,10.73,130.08,False,,Seasonal
LI-00007042,TXN-0001560,PRD-00598,1,34.13,17.87,0,2.82,34.13,False,,Household
LI-00007043,TXN-0001561,PRD-00717,1,13.91,8.48,0,1.15,13.91,False,,Grocery
LI-00007044,TXN-0001561,PRD-00748,1,40.96,26.8,0,3.38,40.96,False,,Beverages
LI-00007045,TXN-0001562,PRD-00264,2,3.22,2.41,0,0.53,6.44,False,,Beverages
LI-00007046,TXN-0001562,PRD-00399,1,10.1,6.6,1.51,0.71,8.59,False,,First Aid
LI-00007047,TXN-0001562,PRD-00327,1,46.85,22.2,0,3.87,46.85,False,,Medical Supplies
LI-00007048,TXN-0001562,PRD-00218,1,42.58,19.35,0,3.51,42.58,False,,Beauty
LI-00007049,TXN-0001562,PRD-00139,1,25.36,15.67,5.07,1.67,20.29,False,,Vitamins & Supplements
LI-00007050,TXN-0001562,PRD-00263,1,39.05,17.47,0,3.22,39.05,False,,Personal Care
LI-00007051,TXN-0001562,PRD-00275,1,42.92,20.16,0,3.54,42.92,False,,Beauty
LI-00007052,TXN-0001563,PRD-00008,1,67.24,30.92,0,5.55,67.24,False,,First Aid
LI-00007053,TXN-0001563,PRD-00679,1,46.75,25.56,2.34,3.66,44.41,False,,Vitamins & Supplements
LI-00007054,TXN-0001563,PRD-00238,1,8.6,5.27,0,0.71,8.6,False,,Vitamins & Supplements
LI-00007055,TXN-0001563,PRD-00037,1,56.96,31.74,0,4.7,56.96,False,,OTC Medication
LI-00007056,TXN-0001563,PRD-00793,3,46.98,27.7,21.14,9.88,119.8,False,,Grocery
LI-00007057,TXN-0001564,PRD-00360,1,32.69,16.45,0,2.7,32.69,False,,First Aid
LI-00007058,TXN-0001564,PRD-00616,1,48.74,32.47,0,4.02,48.74,False,,Seasonal
LI-00007059,TXN-0001564,PRD-00737,1,30.03,21.96,0,2.48,30.03,False,,Beauty
LI-00007060,TXN-0001565,PRD-00065,1,8.33,4.15,0,0.69,8.33,False,,Seasonal
LI-00007061,TXN-0001565,PRD-00014,1,32.34,19.67,0,2.67,32.34,False,,Beverages
LI-00007062,TXN-0001565,PRD-00448,1,53.93,34.08,2.7,4.23,51.23,False,,Seasonal
LI-00007063,TXN-0001565,PRD-00244,1,41.77,23.82,0,3.45,41.77,False,,OTC Medication
LI-00007064,TXN-0001566,PRD-00070,1,25.86,16.8,3.88,1.81,21.98,False,,Beauty
LI-00007065,TXN-0001566,PRD-00683,1,51.65,33.96,10.33,3.41,41.32,False,,First Aid
LI-00007066,TXN-0001566,PRD-00209,4,36.77,18.98,0,12.13,147.08,False,,Seasonal
LI-00007067,TXN-0001566,PRD-00065,1,8.33,4.15,0,0.69,8.33,False,,Seasonal
LI-00007068,TXN-0001567,PRD-00488,1,26.99,19.59,2.7,2.0,24.29,False,,Medical Supplies
LI-00007069,TXN-0001567,PRD-00044,1,10.2,7.58,0,0.84,10.2,False,,Medical Supplies
LI-00007070,TXN-0001567,PRD-00250,1,3.71,2.36,0,0.31,3.71,False,,Medical Supplies
LI-00007071,TXN-0001567,PRD-00264,1,3.22,2.41,0,0.27,3.22,False,,Beverages
LI-00007072,TXN-0001568,PRD-00715,1,58.29,31.06,0,4.81,58.29,False,,Medical Supplies
LI-00007073,TXN-0001568,PRD-00611,1,7.99,4.08,0,0.66,7.99,False,,Beauty
LI-00007074,TXN-0001568,PRD-00505,1,32.82,21.88,0,2.71,32.82,False,,Personal Care
LI-00007075,TXN-0001568,PRD-00176,1,13.68,9.89,0,1.13,13.68,False,,Snacks
LI-00007076,TXN-0001569,PRD-00795,1,36.92,27.11,0,3.05,36.92,False,,First Aid
LI-00007077,TXN-0001569,PRD-00484,1,46.39,24.88,0,3.83,46.39,False,,First Aid
LI-00007078,TXN-0001569,PRD-00241,1,54.48,27.09,0,4.49,54.48,False,,OTC Medication
LI-00007079,TXN-0001569,PRD-00153,1,2.11,1.37,0,0.17,2.11,False,,Vitamins & Supplements
LI-00007080,TXN-0001569,PRD-00703,1,4.42,3.01,0.88,0.29,3.54,False,,Beverages
LI-00007081,TXN-0001570,PRD-00233,1,51.48,22.63,0,4.25,51.48,False,,Medical Supplies
LI-00007082,TXN-0001570,PRD-00635,2,66.73,34.74,0,11.01,133.46,False,,Beverages
LI-00007083,TXN-0001570,PRD-00616,1,48.74,32.47,0,4.02,48.74,False,,Seasonal
LI-00007084,TXN-0001570,PRD-00004,1,40.08,21.13,0,3.31,40.08,False,,Beverages
LI-00007085,TXN-0001570,PRD-00106,1,37.72,22.51,0,3.11,37.72,False,,Seasonal
LI-00007086,TXN-0001571,PRD-00226,1,41.21,30.78,0,3.4,41.21,False,,Snacks
LI-00007087,TXN-0001571,PRD-00214,1,4.09,2.88,0,0.34,4.09,False,,Grocery
LI-00007088,TXN-0001571,PRD-00407,1,34.89,19.81,0,2.88,34.89,False,,Household
LI-00007089,TXN-0001571,PRD-00544,1,23.68,17.68,0,1.95,23.68,False,,Beauty
LI-00007090,TXN-0001571,PRD-00768,1,28.62,15.99,0,2.36,28.62,False,,Vitamins & Supplements
LI-00007091,TXN-0001572,PRD-00764,1,16.66,8.26,1.67,1.24,14.99,False,,Seasonal
LI-00007092,TXN-0001573,PRD-00349,1,62.9,34.15,0,5.19,62.9,False,,Beauty
LI-00007093,TXN-0001573,PRD-00410,1,14.49,10.18,1.45,1.08,13.04,False,,Seasonal
LI-00007094,TXN-0001573,PRD-00564,1,9.78,6.91,0,0.81,9.78,False,,Household
LI-00007095,TXN-0001573,PRD-00354,1,45.97,33.43,0,3.79,45.97,False,,Personal Care
LI-00007096,TXN-0001573,PRD-00264,4,3.22,2.41,0.64,1.01,12.24,False,,Beverages
LI-00007097,TXN-0001574,PRD-00381,1,2.8,2.05,0,0.23,2.8,False,,Snacks
LI-00007098,TXN-0001574,PRD-00677,1,36.95,19.94,0,3.05,36.95,False,,Grocery
LI-00007099,TXN-0001574,PRD-00041,1,10.49,6.97,1.57,0.74,8.92,False,,Vitamins & Supplements
LI-00007100,TXN-0001574,PRD-00092,1,21.44,13.03,0,1.77,21.44,False,,OTC Medication
LI-00007101,TXN-0001574,PRD-00231,1,17.6,8.82,0,1.45,17.6,False,,First Aid
LI-00007102,TXN-0001574,PRD-00210,1,61.56,34.31,0,5.08,61.56,False,,Household
LI-00007103,TXN-0001575,PRD-00054,1,7.18,3.68,0,0.59,7.18,False,,Beverages
LI-00007104,TXN-0001575,PRD-00159,2,40.02,28.19,0,6.6,80.04,False,,Grocery
LI-00007105,TXN-0001575,PRD-00752,1,37.68,27.73,0,3.11,37.68,False,,OTC Medication
LI-00007106,TXN-0001575,PRD-00444,3,43.83,23.42,0,10.85,131.49,False,,Beverages
LI-00007107,TXN-0001575,PRD-00182,1,22.01,15.95,0,1.82,22.01,False,,Medical Supplies
LI-00007108,TXN-0001575,PRD-00424,1,2.38,1.0,0,0.2,2.38,False,,Medical Supplies
LI-00007109,TXN-0001576,PRD-00534,1,60.0,26.98,0,4.95,60.0,False,,Grocery
LI-00007110,TXN-0001576,PRD-00319,1,50.44,28.34,5.04,3.75,45.4,False,,Personal Care
LI-00007111,TXN-0001576,PRD-00618,1,61.93,27.17,0,5.11,61.93,False,,First Aid
LI-00007112,TXN-0001576,PRD-00111,1,23.69,10.2,0,1.95,23.69,False,,Medical Supplies
LI-00007113,TXN-0001576,PRD-00145,1,5.51,3.29,0,0.45,5.51,False,,Seasonal
LI-00007114,TXN-0001577,PRD-00277,1,46.22,29.47,0,3.81,46.22,False,,OTC Medication
LI-00007115,TXN-0001577,PRD-00715,1,58.29,31.06,2.91,4.57,55.38,False,,Medical Supplies
LI-00007116,TXN-0001577,PRD-00393,4,16.83,10.85,0,5.55,67.32,False,,Personal Care
LI-00007117,TXN-0001577,PRD-00342,1,38.11,22.28,0,3.14,38.11,False,,OTC Medication
LI-00007118,TXN-0001577,PRD-00052,1,38.28,20.27,0,3.16,38.28,False,,Beauty
LI-00007119,TXN-0001577,PRD-00414,1,16.71,7.99,0,1.38,16.71,False,,Seasonal
LI-00007120,TXN-0001578,PRD-00084,1,34.43,19.65,3.44,2.56,30.99,False,,Snacks
LI-00007121,TXN-0001578,PRD-00327,1,46.85,22.2,0,3.87,46.85,False,,Medical Supplies
LI-00007122,TXN-0001578,PRD-00452,1,21.55,15.34,0,1.78,21.55,False,,Beauty
LI-00007123,TXN-0001578,PRD-00367,1,52.99,30.02,0,4.37,52.99,False,,Beauty
LI-00007124,TXN-0001578,PRD-00294,1,42.79,19.05,8.56,2.82,34.23,False,,Seasonal
LI-00007125,TXN-0001579,PRD-00210,1,61.56,34.31,0,5.08,61.56,False,,Household
LI-00007126,TXN-0001579,PRD-00164,1,21.53,16.11,0,1.78,21.53,False,,Snacks
LI-00007127,TXN-0001579,PRD-00367,2,52.99,30.02,0,8.74,105.98,False,,Beauty
LI-00007128,TXN-0001579,PRD-00054,1,7.18,3.68,0,0.59,7.18,False,,Beverages
LI-00007129,TXN-0001579,PRD-00091,4,50.76,30.64,40.61,13.4,162.43,False,,Grocery
LI-00007130,TXN-0001579,PRD-00514,1,19.64,13.28,0,1.62,19.64,False,,Beverages
LI-00007131,TXN-0001579,PRD-00561,1,31.59,16.51,0,2.61,31.59,False,,Snacks
LI-00007132,TXN-0001579,PRD-00378,1,64.18,28.71,0,5.29,64.18,False,,Medical Supplies
LI-00007133,TXN-0001579,PRD-00696,1,23.84,11.45,3.58,1.67,20.26,False,,Personal Care
LI-00007134,TXN-0001579,PRD-00093,2,7.46,3.45,0,1.23,14.92,False,,Seasonal
LI-00007135,TXN-0001579,PRD-00531,1,51.58,23.33,0,4.26,51.58,False,,Beverages
LI-00007136,TXN-0001580,PRD-00099,1,10.88,7.26,0,0.9,10.88,False,,Seasonal
LI-00007137,TXN-0001580,PRD-00244,1,41.77,23.82,0,3.45,41.77,False,,OTC Medication
LI-00007138,TXN-0001580,PRD-00556,1,13.65,9.04,1.37,1.01,12.28,False,,Snacks
LI-00007139,TXN-0001580,PRD-00019,1,21.88,14.4,0,1.81,21.88,False,,First Aid
LI-00007140,TXN-0001580,PRD-00275,1,42.92,20.16,0,3.54,42.92,False,,Beauty
LI-00007141,TXN-0001581,PRD-00657,1,34.01,18.43,0,2.81,34.01,False,,Grocery
LI-00007142,TXN-0001581,PRD-00760,1,1.4,0.97,0.07,0.11,1.33,False,,Personal Care
LI-00007143,TXN-0001581,PRD-00360,2,32.69,16.45,0,5.39,65.38,False,,First Aid
LI-00007144,TXN-0001581,PRD-00154,1,7.19,3.39,0,0.59,7.19,False,,First Aid
LI-00007145,TXN-0001581,PRD-00562,1,32.73,21.74,0,2.7,32.73,False,,Grocery
LI-00007146,TXN-0001581,PRD-00699,1,15.72,7.03,1.57,1.17,14.15,False,,Personal Care
LI-00007147,TXN-0001582,PRD-00587,2,10.7,7.0,4.28,1.41,17.12,False,,Beauty
LI-00007148,TXN-0001582,PRD-00361,1,33.31,20.2,0,2.75,33.31,False,,Personal Care
LI-00007149,TXN-0001582,PRD-00509,1,10.1,6.53,1.51,0.71,8.59,False,,Seasonal
LI-00007150,TXN-0001582,PRD-00363,1,6.26,4.48,0.94,0.44,5.32,False,,Vitamins & Supplements
LI-00007151,TXN-0001582,PRD-00174,1,41.24,30.28,0,3.4,41.24,False,,OTC Medication
LI-00007152,TXN-0001583,PRD-00559,1,28.62,14.38,0,2.36,28.62,False,,Snacks
LI-00007153,TXN-0001583,PRD-00021,1,25.67,12.59,0,2.12,25.67,False,,OTC Medication
LI-00007154,TXN-0001583,PRD-00541,1,41.56,21.78,0,3.43,41.56,False,,Beverages
LI-00007155,TXN-0001583,PRD-00025,1,37.64,23.52,5.65,2.64,31.99,False,,Beverages
LI-00007156,TXN-0001584,PRD-00652,1,34.26,14.74,3.43,2.54,30.83,False,,Personal Care
LI-00007157,TXN-0001584,PRD-00061,1,27.83,16.83,0,2.3,27.83,False,,Vitamins & Supplements
LI-00007158,TXN-0001584,PRD-00496,1,10.06,6.02,0.5,0.79,9.56,False,,Medical Supplies
LI-00007159,TXN-0001584,PRD-00366,3,14.62,9.25,0,3.62,43.86,False,,Household
LI-00007160,TXN-0001584,PRD-00342,1,38.11,22.28,0,3.14,38.11,False,,OTC Medication
LI-00007161,TXN-0001584,PRD-00564,1,9.78,6.91,1.96,0.65,7.82,False,,Household
LI-00007162,TXN-0001584,PRD-00601,1,24.1,15.73,0,1.99,24.1,False,,Beauty
LI-00007163,TXN-0001585,PRD-00182,3,22.01,15.95,0,5.45,66.03,False,,Medical Supplies
LI-00007164,TXN-0001585,PRD-00711,1,46.67,19.93,0,3.85,46.67,False,,Beverages
LI-00007165,TXN-0001585,PRD-00289,4,11.81,7.63,0,3.9,47.24,False,,Beauty
LI-00007166,TXN-0001585,PRD-00315,1,17.4,9.93,0,1.44,17.4,False,,Beverages
LI-00007167,TXN-0001585,PRD-00342,1,38.11,22.28,0,3.14,38.11,False,,OTC Medication
LI-00007168,TXN-0001586,PRD-00335,3,46.97,25.49,0,11.63,140.91,False,,Seasonal
LI-00007169,TXN-0001586,PRD-00169,1,3.6,2.24,0.54,0.25,3.06,False,,Vitamins & Supplements
LI-00007170,TXN-0001586,PRD-00183,1,13.05,9.3,0,1.08,13.05,False,,Grocery
LI-00007171,TXN-0001586,PRD-00135,1,2.01,1.01,0,0.17,2.01,False,,Beauty
LI-00007172,TXN-0001586,PRD-00187,1,19.84,8.43,0,1.64,19.84,False,,Personal Care
LI-00007173,TXN-0001586,PRD-00003,1,35.54,20.76,0,2.93,35.54,False,,OTC Medication
LI-00007174,TXN-0001586,PRD-00219,1,46.23,33.47,9.25,3.05,36.98,False,,Personal Care
LI-00007175,TXN-0001587,PRD-00247,2,3.75,2.27,0,0.62,7.5,False,,Seasonal
LI-00007176,TXN-0001587,PRD-00263,1,39.05,17.47,0,3.22,39.05,False,,Personal Care
LI-00007177,TXN-0001588,PRD-00557,1,6.71,4.86,0,0.55,6.71,False,,Seasonal
LI-00007178,TXN-0001588,PRD-00465,1,14.82,7.83,1.48,1.1,13.34,False,,Vitamins & Supplements
LI-00007179,TXN-0001588,PRD-00773,1,12.69,8.28,0,1.05,12.69,False,,Snacks
LI-00007180,TXN-0001589,PRD-00449,1,51.04,32.71,0,4.21,51.04,False,,OTC Medication
LI-00007181,TXN-0001589,PRD-00240,1,6.94,2.93,0,0.57,6.94,False,,OTC Medication
LI-00007182,TXN-0001589,PRD-00763,1,1.35,0.91,0,0.11,1.35,False,,Medical Supplies
LI-00007183,TXN-0001589,PRD-00319,1,50.44,28.34,0,4.16,50.44,False,,Personal Care
LI-00007184,TXN-0001589,PRD-00009,1,35.63,18.87,0,2.94,35.63,False,,Snacks
LI-00007185,TXN-0001590,PRD-00534,1,60.0,26.98,0,4.95,60.0,False,,Grocery
LI-00007186,TXN-0001590,PRD-00536,1,16.08,7.79,0,1.33,16.08,False,,Beverages
LI-00007187,TXN-0001590,PRD-00789,1,20.45,14.13,0,1.69,20.45,False,,First Aid
LI-00007188,TXN-0001591,PRD-00319,3,50.44,28.34,0,12.48,151.32,False,,Personal Care
LI-00007189,TXN-0001592,PRD-00380,2,22.75,12.8,0,3.75,45.5,False,,Seasonal
LI-00007190,TXN-0001592,PRD-00683,1,51.65,33.96,2.58,4.05,49.07,False,,First Aid
LI-00007191,TXN-0001592,PRD-00603,4,50.45,28.82,0,16.65,201.8,False,,Vitamins & Supplements
LI-00007192,TXN-0001592,PRD-00211,1,55.8,27.56,0,4.6,55.8,False,,Seasonal
LI-00007193,TXN-0001592,PRD-00333,1,7.87,3.81,1.18,0.55,6.69,False,,Snacks
LI-00007194,TXN-0001593,PRD-00420,1,60.87,29.99,0,5.02,60.87,False,,OTC Medication
LI-00007195,TXN-0001593,PRD-00167,1,39.87,20.45,0,3.29,39.87,False,,Seasonal
LI-00007196,TXN-0001593,PRD-00566,1,42.38,17.86,0,3.5,42.38,False,,Snacks
LI-00007197,TXN-0001593,PRD-00354,1,45.97,33.43,0,3.79,45.97,False,,Personal Care
LI-00007198,TXN-0001594,PRD-00512,1,42.92,31.11,0,3.54,42.92,False,,Beverages
LI-00007199,TXN-0001594,PRD-00041,1,10.49,6.97,0,0.87,10.49,False,,Vitamins & Supplements
LI-00007200,TXN-0001594,PRD-00743,1,5.79,3.25,0,0.48,5.79,False,,Snacks
LI-00007201,TXN-0001594,PRD-00042,1,55.76,26.51,0,4.6,55.76,False,,Household
LI-00007202,TXN-0001594,PRD-00681,1,54.64,31.3,0,4.51,54.64,False,,Snacks
LI-00007203,TXN-0001594,PRD-00397,3,6.51,4.04,0,1.61,19.53,False,,Medical Supplies
LI-00007204,TXN-0001594,PRD-00144,1,5.12,3.09,0.77,0.36,4.35,False,,Medical Supplies
LI-00007205,TXN-0001594,PRD-00084,4,34.43,19.65,0,11.36,137.72,False,,Snacks
