drawer_session_id,store_id,register_id,employee_id,opened_at,closed_at,opening_cash,expected_cash,counted_cash,cash_variance,no_sale_open_count,cash_refund_total,cash_sales_total,approving_manager_id,flagged,flag_reason
DRW-0000155,PH-005,REG-04,EMP-0100,2026-05-05 12:00:00,2026-05-05 20:34:00,200.0,1250.58,1249.11,-1.47,0,26.36,468.17,EMP-0089,False,
DRW-0000156,PH-004,REG-02,EMP-0078,2026-06-09 14:00:00,2026-06-09 22:33:00,200.0,1195.37,1196.34,0.97,2,141.22,1235.01,EMP-0069,False,
DRW-0000157,PH-002,REG-01,EMP-0042,2026-06-29 10:00:00,2026-06-29 18:34:00,200.0,1904.65,1904.09,-0.56,4,136.13,904.17,EMP-0023,False,
DRW-0000158,PH-002,REG-06,EMP-0036,2026-06-24 08:00:00,2026-06-24 16:14:00,200.0,1039.45,1037.11,-2.34,1,142.09,993.14,EMP-0023,False,
DRW-0000159,PH-004,REG-06,EMP-0086,2026-07-10 10:00:00,2026-07-10 18:44:00,200.0,1096.39,1100.57,4.18,0,58.86,876.69,EMP-0079,False,
DRW-0000160,PH-001,REG-04,EMP-0016,2026-05-23 08:00:00,2026-05-23 16:25:00,200.0,1735.25,1731.59,-3.66,5,142.85,1040.83,EMP-0003,False,
DRW-0000161,PH-001,REG-02,EMP-0017,2026-07-19 14:00:00,2026-07-19 22:31:00,200.0,1367.9,1367.07,-0.83,1,65.22,1183.9,EMP-0003,False,
DRW-0000162,PH-002,REG-01,EMP-0036,2026-07-08 08:00:00,2026-07-08 16:44:00,200.0,1464.04,1461.71,-2.33,5,37.09,1121.02,EMP-0024,False,
DRW-0000163,PH-001,REG-04,EMP-0001,2026-07-08 08:00:00,2026-07-08 16:39:00,200.0,1816.95,1816.86,-0.09,5,33.31,1123.38,EMP-0013,False,
DRW-0000164,PH-001,REG-01,EMP-0014,2026-05-02 10:00:00,2026-05-02 18:02:00,200.0,1788.76,1788.12,-0.64,0,70.71,1213.2,EMP-0012,False,
DRW-0000165,PH-001,REG-06,EMP-0001,2026-05-30 14:06:00,2026-05-30 22:24:00,200.0,1559.13,1556.86,-2.27,2,117.73,1364.22,EMP-0001,False,
DRW-0000166,PH-004,REG-02,EMP-0080,2026-07-23 12:00:00,2026-07-23 20:26:00,200.0,529.08,529.04,-0.04,1,11.8,1246.59,EMP-0079,False,
DRW-0000167,PH-005,REG-05,EMP-0105,2026-07-15 10:16:00,2026-07-15 18:25:00,200.0,849.67,846.77,-2.9,5,81.77,1629.58,EMP-0100,False,
DRW-0000168,PH-001,REG-06,EMP-0018,2026-05-31 08:00:00,2026-05-31 16:20:00,200.0,1678.76,1683.18,4.42,1,59.27,958.02,EMP-0013,False,
DRW-0000169,PH-003,REG-01,EMP-0060,2026-07-21 10:00:00,2026-07-21 18:32:00,200.0,1850.74,1854.24,3.5,3,4.99,1041.14,EMP-0045,False,
DRW-0000170,PH-001,REG-01,EMP-0017,2026-06-15 14:00:00,2026-06-15 22:30:00,200.0,1385.58,1388.3,2.72,5,97.28,1515.13,EMP-0003,False,
DRW-0000171,PH-001,REG-04,EMP-0003,2026-06-02 08:00:00,2026-06-02 16:09:00,200.0,1249.33,1252.35,3.02,3,5.74,1553.45,EMP-0002,False,
DRW-0000172,PH-003,REG-02,EMP-0064,2026-07-31 12:00:00,2026-07-31 20:35:00,200.0,1530.55,1534.16,3.61,0,95.6,1568.49,EMP-0046,False,
DRW-0000173,PH-002,REG-05,EMP-0041,2026-06-23 10:00:00,2026-06-23 18:21:00,200.0,570.75,571.43,0.68,1,51.55,1550.65,EMP-0034,False,
DRW-0000174,PH-003,REG-01,EMP-0045,2026-05-02 10:00:00,2026-05-02 17:54:00,200.0,913.02,916.9,3.88,5,146.96,1706.24,EMP-0045,False,
DRW-0000175,PH-002,REG-02,EMP-0039,2026-06-01 10:00:00,2026-06-01 17:57:00,200.0,1156.81,1157.17,0.36,1,75.88,454.27,EMP-0035,False,
DRW-0000176,PH-001,REG-05,EMP-0002,2026-07-26 10:00:00,2026-07-26 17:57:00,200.0,1313.36,1310.32,-3.04,4,94.71,1796.4,EMP-0012,False,
DRW-0000177,PH-003,REG-05,EMP-0057,2026-05-30 08:00:00,2026-05-30 15:59:00,200.0,1951.08,1952.99,1.91,3,133.0,868.16,EMP-0045,False,
DRW-0000178,PH-002,REG-03,EMP-0041,2026-07-01 14:13:00,2026-07-01 22:44:00,200.0,1252.05,1253.0,0.95,0,78.42,610.38,EMP-0024,False,
DRW-0000179,PH-001,REG-05,EMP-0014,2026-07-18 10:20:00,2026-07-18 17:48:00,200.0,808.63,806.66,-1.97,2,126.26,1548.73,EMP-0012,False,
DRW-0000180,PH-003,REG-05,EMP-0061,2026-07-13 10:00:00,2026-07-13 18:26:00,200.0,1216.51,1218.09,1.58,2,104.86,382.78,EMP-0056,False,
DRW-0000181,PH-003,REG-05,EMP-0047,2026-05-22 08:00:00,2026-05-22 15:45:00,200.0,844.58,846.11,1.53,2,103.22,1610.23,EMP-0047,False,
DRW-0000182,PH-003,REG-03,EMP-0045,2026-05-03 08:00:00,2026-05-03 15:57:00,200.0,874.48,878.82,4.34,2,16.96,1289.62,EMP-0056,False,
DRW-0000183,PH-001,REG-01,EMP-0020,2026-07-05 10:00:00,2026-07-05 17:46:00,200.0,1919.83,1922.71,2.88,2,99.21,1571.55,EMP-0003,False,
DRW-0000184,PH-001,REG-02,EMP-0006,2026-05-02 10:00:00,2026-05-02 18:45:00,200.0,916.05,917.08,1.03,2,113.83,1555.45,EMP-0003,False,
DRW-0000185,PH-004,REG-02,EMP-0081,2026-06-10 10:00:00,2026-06-10 18:42:00,200.0,1978.84,1982.58,3.74,4,11.22,483.34,EMP-0069,False,
DRW-0000186,PH-001,REG-02,EMP-0016,2026-06-23 10:00:00,2026-06-23 18:09:00,200.0,1714.89,1710.56,-4.33,3,148.85,561.96,EMP-0001,False,
DRW-0000187,PH-002,REG-02,EMP-0037,2026-06-16 14:00:00,2026-06-16 22:24:00,200.0,689.78,690.59,0.81,0,131.9,735.17,EMP-0024,False,
DRW-0000188,PH-002,REG-01,EMP-0041,2026-07-03 12:00:00,2026-07-03 20:41:00,200.0,1750.93,1750.11,-0.82,5,57.25,1017.51,EMP-0035,False,
DRW-0000189,PH-004,REG-05,EMP-0086,2026-05-15 08:00:00,2026-05-15 16:09:00,200.0,1423.89,1423.59,-0.3,5,74.27,534.0,EMP-0079,False,
DRW-0000190,PH-001,REG-05,EMP-0014,2026-07-01 10:00:00,2026-07-01 17:53:00,200.0,1841.33,1837.27,-4.06,4,136.79,934.77,EMP-0003,False,
DRW-0000191,PH-001,REG-02,EMP-0003,2026-06-15 14:00:00,2026-06-15 21:59:00,200.0,1850.95,1846.69,-4.26,3,61.82,1501.7,EMP-0001,False,
DRW-0000192,PH-002,REG-02,EMP-0024,2026-05-29 10:09:00,2026-05-29 18:12:00,200.0,1385.66,1389.41,3.75,1,55.13,1756.23,EMP-0034,False,
DRW-0000193,PH-004,REG-03,EMP-0086,2026-05-22 14:00:00,2026-05-22 22:13:00,200.0,1098.56,1101.01,2.45,3,32.29,578.83,EMP-0068,False,
DRW-0000194,PH-001,REG-01,EMP-0016,2026-05-24 12:00:00,2026-05-24 19:48:00,200.0,1716.2,1717.47,1.27,1,67.36,1147.79,EMP-0013,False,
DRW-0000195,PH-002,REG-03,EMP-0041,2026-07-25 08:00:00,2026-07-25 15:55:00,200.0,1840.82,1837.29,-3.53,4,46.15,908.21,EMP-0024,False,
DRW-0000196,PH-003,REG-01,EMP-0056,2026-05-17 12:00:00,2026-05-17 20:25:00,200.0,1716.56,1716.25,-0.31,3,71.89,1779.66,EMP-0047,False,
DRW-0000197,PH-005,REG-06,EMP-0107,2026-05-17 08:02:00,2026-05-17 16:26:00,200.0,1839.58,1840.34,0.76,2,125.56,712.45,EMP-0089,False,
DRW-0000198,PH-005,REG-05,EMP-0091,2026-05-11 10:00:00,2026-05-11 18:39:00,200.0,1529.74,1525.57,-4.17,0,106.2,906.17,EMP-0101,False,
DRW-0000199,PH-004,REG-04,EMP-0078,2026-05-16 08:00:00,2026-05-16 16:35:00,200.0,1840.1,1843.78,3.68,0,54.18,1594.39,EMP-0067,False,
DRW-0000200,PH-003,REG-04,EMP-0060,2026-07-02 10:00:00,2026-07-02 18:00:00,200.0,525.13,520.58,-4.55,4,17.34,1215.2,EMP-0056,False,
DRW-0000201,PH-005,REG-01,EMP-0090,2026-06-22 08:00:00,2026-06-22 16:27:00,200.0,595.78,595.89,0.11,0,105.88,1575.46,EMP-0100,False,
DRW-0000202,PH-001,REG-02,EMP-0018,2026-07-05 10:20:00,2026-07-05 18:22:00,200.0,1766.49,1761.87,-4.62,2,88.18,765.07,EMP-0003,False,
DRW-0000203,PH-001,REG-01,EMP-0020,2026-07-17 14:07:00,2026-07-17 21:59:00,200.0,1688.26,1683.34,-4.92,5,70.81,1777.31,EMP-0001,False,
DRW-0000204,PH-004,REG-03,EMP-0085,2026-07-05 14:00:00,2026-07-05 22:35:00,200.0,1787.69,1790.65,2.96,0,80.16,1029.07,EMP-0067,False,
DRW-0000205,PH-001,REG-02,EMP-0001,2026-06-15 12:00:00,2026-06-15 19:53:00,200.0,1142.32,1142.36,0.04,3,29.71,1328.85,EMP-0002,False,
DRW-0000206,PH-002,REG-04,EMP-0041,2026-05-30 08:20:00,2026-05-30 16:31:00,200.0,1330.68,1327.77,-2.91,5,79.37,1520.4,EMP-0025,False,
DRW-0000207,PH-005,REG-01,EMP-0103,2026-06-12 14:00:00,2026-06-12 21:49:00,200.0,1822.98,1825.09,2.11,0,83.11,478.23,EMP-0101,False,
DRW-0000208,PH-005,REG-01,EMP-0100,2026-07-13 10:05:00,2026-07-13 18:31:00,200.0,545.5,545.73,0.23,1,73.31,342.59,EMP-0101,False,
DRW-0000209,PH-005,REG-06,EMP-0101,2026-06-03 14:00:00,2026-06-03 22:28:00,200.0,1427.36,1428.06,0.7,3,116.18,1744.64,EMP-0091,False,
DRW-0000210,PH-002,REG-01,EMP-0024,2026-05-26 08:00:00,2026-05-26 16:25:00,200.0,778.45,780.82,2.37,2,125.01,1746.05,EMP-0023,False,
DRW-0000211,PH-004,REG-06,EMP-0081,2026-07-28 12:00:00,2026-07-28 19:54:00,200.0,1711.79,1709.63,-2.16,1,132.73,1735.15,EMP-0078,False,
DRW-0000212,PH-003,REG-06,EMP-0056,2026-06-09 14:00:00,2026-06-09 22:02:00,200.0,1232.96,1235.82,2.86,5,47.78,1243.69,EMP-0046,False,
DRW-0000213,PH-004,REG-01,EMP-0080,2026-06-08 08:00:00,2026-06-08 16:30:00,200.0,1556.8,1558.46,1.66,1,90.02,408.79,EMP-0069,False,
DRW-0000214,PH-004,REG-04,EMP-0080,2026-05-06 10:11:00,2026-05-06 17:58:00,200.0,1997.9,2000.9,3.0,3,35.0,528.38,EMP-0079,False,
DRW-0000215,PH-002,REG-02,EMP-0035,2026-07-17 10:00:00,2026-07-17 17:51:00,200.0,952.23,948.16,-4.07,1,2.16,1152.15,EMP-0035,False,
DRW-0000216,PH-002,REG-03,EMP-0036,2026-07-13 10:00:00,2026-07-13 17:57:00,200.0,1217.68,1220.67,2.99,0,25.35,1103.84,EMP-0034,False,
DRW-0000217,PH-001,REG-03,EMP-0013,2026-07-15 08:00:00,2026-07-15 15:48:00,200.0,879.28,877.06,-2.22,0,115.21,753.24,EMP-0002,False,
DRW-0000218,PH-002,REG-03,EMP-0035,2026-05-14 10:00:00,2026-05-14 18:45:00,200.0,1662.58,1663.74,1.16,4,36.58,1379.32,EMP-0034,False,
DRW-0000219,PH-004,REG-01,EMP-0083,2026-06-19 12:00:00,2026-06-19 20:39:00,200.0,1265.23,1263.6,-1.63,3,97.88,955.27,EMP-0068,False,
DRW-0000220,PH-001,REG-03,EMP-0016,2026-07-26 14:00:00,2026-07-26 22:35:00,200.0,555.78,552.47,-3.31,2,139.08,478.88,EMP-0003,False,
DRW-0000221,PH-002,REG-04,EMP-0039,2026-06-05 10:00:00,2026-06-05 17:58:00,200.0,1287.9,1286.41,-1.49,4,46.0,1341.74,EMP-0034,False,
DRW-0000222,PH-003,REG-03,EMP-0059,2026-05-29 12:00:00,2026-05-29 19:48:00,200.0,1959.24,1958.86,-0.38,3,51.73,1699.36,EMP-0045,False,
DRW-0000223,PH-003,REG-02,EMP-0046,2026-07-14 12:00:00,2026-07-14 20:11:00,200.0,1503.53,1506.19,2.66,0,11.36,1501.0,EMP-0056,False,
DRW-0000224,PH-005,REG-01,EMP-0089,2026-06-20 10:00:00,2026-06-20 18:14:00,200.0,528.0,532.66,4.66,4,55.98,722.95,EMP-0101,False,
DRW-0000225,PH-003,REG-01,EMP-0056,2026-06-12 10:00:00,2026-06-12 18:24:00,200.0,975.63,979.76,4.13,4,131.07,547.29,EMP-0056,False,
DRW-0000226,PH-002,REG-01,EMP-0034,2026-07-17 12:17:00,2026-07-17 19:59:00,200.0,1540.06,1536.0,-4.06,2,94.67,365.0,EMP-0023,False,
DRW-0000227,PH-005,REG-02,EMP-0102,2026-05-06 08:00:00,2026-05-06 16:06:00,200.0,1183.69,1104.22,-79.47,8,10.98,1086.07,EMP-0090,True,Repeated shortage with elevated no-sale opens
DRW-0000228,PH-001,REG-02,EMP-0013,2026-07-24 10:15:00,2026-07-24 17:50:00,200.0,1579.28,1581.58,2.3,4,14.45,521.27,EMP-0002,False,
DRW-0000229,PH-004,REG-06,EMP-0083,2026-07-09 10:18:00,2026-07-09 17:48:00,200.0,1250.58,1253.5,2.92,1,30.98,1448.81,EMP-0069,False,
DRW-0000230,PH-001,REG-01,EMP-0006,2026-07-23 14:03:00,2026-07-23 22:23:00,200.0,1658.08,1657.18,-0.9,3,101.45,575.04,EMP-0012,False,
DRW-0000231,PH-004,REG-06,EMP-0067,2026-05-28 14:00:00,2026-05-28 21:56:00,200.0,648.66,647.5,-1.16,4,99.6,1582.43,EMP-0067,False,
DRW-0000232,PH-001,REG-01,EMP-0017,2026-06-16 10:00:00,2026-06-16 18:35:00,200.0,1475.22,1474.86,-0.36,4,75.63,1404.86,EMP-0001,False,
DRW-0000233,PH-001,REG-01,EMP-0006,2026-07-14 12:00:00,2026-07-14 20:14:00,200.0,989.49,988.21,-1.28,0,137.12,1218.71,EMP-0012,False,
DRW-0000234,PH-005,REG-03,EMP-0102,2026-05-28 12:02:00,2026-05-28 19:53:00,200.0,1728.56,1690.59,-37.97,6,141.65,738.6,EMP-0101,True,Repeated shortage with elevated no-sale opens
DRW-0000235,PH-004,REG-06,EMP-0086,2026-05-26 14:00:00,2026-05-26 22:11:00,200.0,1520.46,1518.52,-1.94,4,5.76,1764.86,EMP-0078,False,
DRW-0000236,PH-004,REG-03,EMP-0080,2026-05-03 10:00:00,2026-05-03 18:30:00,200.0,1127.04,1125.87,-1.17,3,27.31,349.04,EMP-0079,False,
DRW-0000237,PH-005,REG-01,EMP-0089,2026-07-15 12:00:00,2026-07-15 20:13:00,200.0,1478.61,1481.55,2.94,5,69.96,885.53,EMP-0090,False,
DRW-0000238,PH-002,REG-01,EMP-0037,2026-05-07 08:00:00,2026-05-07 16:17:00,200.0,1971.3,1969.39,-1.91,1,144.38,928.93,EMP-0035,False,
DRW-0000239,PH-003,REG-02,EMP-0056,2026-07-02 10:00:00,2026-07-02 17:56:00,200.0,1030.05,1033.94,3.89,0,86.47,958.48,EMP-0057,False,
DRW-0000240,PH-003,REG-06,EMP-0058,2026-05-02 10:00:00,2026-05-02 17:50:00,200.0,1572.78,1573.37,0.59,5,46.41,439.12,EMP-0046,False,
DRW-0000241,PH-004,REG-03,EMP-0086,2026-07-27 12:00:00,2026-07-27 19:46:00,200.0,1114.77,1117.84,3.07,1,26.98,1315.94,EMP-0079,False,
DRW-0000242,PH-001,REG-04,EMP-0003,2026-06-11 14:00:00,2026-06-11 22:02:00,200.0,1197.45,1198.14,0.69,4,118.78,454.09,EMP-0012,False,
DRW-0000243,PH-005,REG-01,EMP-0103,2026-05-10 12:00:00,2026-05-10 19:58:00,200.0,789.79,790.53,0.74,0,108.33,575.74,EMP-0089,False,
DRW-0000244,PH-004,REG-03,EMP-0085,2026-05-26 08:00:00,2026-05-26 16:14:00,200.0,1092.02,1088.35,-3.67,3,107.58,1096.7,EMP-0067,False,
DRW-0000245,PH-005,REG-03,EMP-0100,2026-07-26 10:00:00,2026-07-26 18:28:00,200.0,1339.55,1344.43,4.88,1,129.62,1541.55,EMP-0089,False,
DRW-0000246,PH-003,REG-02,EMP-0060,2026-06-24 12:00:00,2026-06-24 20:41:00,200.0,1314.11,1312.71,-1.4,2,86.43,1454.83,EMP-0057,False,
DRW-0000247,PH-003,REG-03,EMP-0057,2026-06-06 10:00:00,2026-06-06 18:22:00,200.0,767.85,767.31,-0.54,1,131.04,1002.45,EMP-0057,False,
DRW-0000248,PH-003,REG-06,EMP-0064,2026-06-14 10:00:00,2026-06-14 17:54:00,200.0,1383.42,1384.86,1.44,0,141.56,1111.1,EMP-0056,False,
DRW-0000249,PH-003,REG-02,EMP-0062,2026-06-25 14:16:00,2026-06-25 22:24:00,200.0,1556.39,1554.3,-2.09,0,3.95,861.87,EMP-0057,False,
DRW-0000250,PH-004,REG-05,EMP-0084,2026-06-12 14:00:00,2026-06-12 22:22:00,200.0,1141.9,1145.45,3.55,3,0.05,1731.19,EMP-0069,False,
DRW-0000251,PH-003,REG-03,EMP-0058,2026-07-17 10:00:00,2026-07-17 18:39:00,200.0,1141.46,1143.73,2.27,3,72.54,1688.89,EMP-0046,False,
DRW-0000252,PH-002,REG-06,EMP-0038,2026-07-28 08:00:00,2026-07-28 15:49:00,200.0,682.88,680.74,-2.14,2,116.88,1394.66,EMP-0035,False,
DRW-0000253,PH-003,REG-04,EMP-0064,2026-06-05 12:00:00,2026-06-05 20:39:00,200.0,1469.6,1470.08,0.48,0,143.79,1636.38,EMP-0056,False,
DRW-0000254,PH-003,REG-01,EMP-0046,2026-05-01 08:00:00,2026-05-01 16:25:00,200.0,1079.32,1076.06,-3.26,3,36.92,1030.25,EMP-0056,False,
DRW-0000255,PH-001,REG-04,EMP-0013,2026-05-04 12:00:00,2026-05-04 20:21:00,200.0,1404.25,1408.29,4.04,2,101.32,1176.59,EMP-0002,False,
DRW-0000256,PH-002,REG-02,EMP-0040,2026-06-04 08:00:00,2026-06-04 15:57:00,200.0,931.44,934.1,2.66,5,93.61,762.26,EMP-0025,False,
DRW-0000257,PH-002,REG-05,EMP-0041,2026-06-02 12:00:00,2026-06-02 19:56:00,200.0,540.29,544.8,4.51,5,74.1,792.82,EMP-0034,False,
DRW-0000258,PH-004,REG-02,EMP-0079,2026-07-19 10:00:00,2026-07-19 18:04:00,200.0,897.02,893.43,-3.59,4,30.62,1628.26,EMP-0069,False,
DRW-0000259,PH-001,REG-02,EMP-0002,2026-07-28 08:01:00,2026-07-28 16:24:00,200.0,1772.84,1769.38,-3.46,4,72.5,462.68,EMP-0002,False,
DRW-0000260,PH-002,REG-05,EMP-0038,2026-07-02 14:00:00,2026-07-02 22:38:00,200.0,684.21,686.5,2.29,0,130.61,1217.38,EMP-0034,False,
DRW-0000261,PH-002,REG-03,EMP-0042,2026-05-19 10:12:00,2026-05-19 17:55:00,200.0,877.93,874.23,-3.7,3,26.99,928.77,EMP-0023,False,
DRW-0000262,PH-004,REG-04,EMP-0080,2026-07-26 08:00:00,2026-07-26 16:33:00,200.0,642.68,643.4,0.72,0,111.21,555.1,EMP-0068,False,
DRW-0000263,PH-002,REG-03,EMP-0035,2026-06-27 10:00:00,2026-06-27 18:18:00,200.0,1699.55,1702.72,3.17,1,28.51,1469.01,EMP-0035,False,
DRW-0000264,PH-001,REG-02,EMP-0013,2026-05-02 12:01:00,2026-05-02 19:59:00,200.0,1090.89,1092.94,2.05,3,64.3,1608.95,EMP-0013,False,
DRW-0000265,PH-001,REG-02,EMP-0013,2026-05-29 10:00:00,2026-05-29 17:58:00,200.0,1386.99,1382.43,-4.56,5,83.02,1139.07,EMP-0001,False,
DRW-0000266,PH-002,REG-06,EMP-0040,2026-05-21 10:00:00,2026-05-21 18:13:00,200.0,545.92,544.41,-1.51,2,42.46,369.41,EMP-0023,False,
DRW-0000267,PH-004,REG-05,EMP-0079,2026-06-20 12:08:00,2026-06-20 20:29:00,200.0,1061.47,1059.11,-2.36,2,47.3,1774.16,EMP-0067,False,
DRW-0000268,PH-004,REG-04,EMP-0067,2026-05-07 14:00:00,2026-05-07 22:25:00,200.0,647.47,646.64,-0.83,2,77.05,1251.44,EMP-0068,False,
DRW-0000269,PH-003,REG-02,EMP-0064,2026-06-03 08:00:00,2026-06-03 16:33:00,200.0,1961.93,1965.34,3.41,3,58.81,1542.98,EMP-0045,False,
DRW-0000270,PH-002,REG-02,EMP-0025,2026-05-13 08:00:00,2026-05-13 15:48:00,200.0,1485.98,1485.97,-0.01,1,55.23,877.5,EMP-0023,False,
DRW-0000271,PH-002,REG-01,EMP-0034,2026-07-06 08:06:00,2026-07-06 16:11:00,200.0,1965.0,1966.53,1.53,4,137.52,1101.65,EMP-0035,False,
DRW-0000272,PH-001,REG-01,EMP-0006,2026-06-13 14:00:00,2026-06-13 22:35:00,200.0,1548.79,1552.19,3.4,2,39.52,308.71,EMP-0001,False,
DRW-0000273,PH-005,REG-06,EMP-0101,2026-06-11 12:00:00,2026-06-11 19:51:00,200.0,585.58,581.26,-4.32,1,8.73,838.92,EMP-0091,False,
DRW-0000274,PH-001,REG-02,EMP-0003,2026-05-17 10:02:00,2026-05-17 18:30:00,200.0,1752.34,1747.97,-4.37,3,104.11,1353.67,EMP-0001,False,
DRW-0000275,PH-003,REG-03,EMP-0057,2026-06-07 14:00:00,2026-06-07 21:48:00,200.0,1672.32,1674.52,2.2,1,35.59,1170.77,EMP-0047,False,
DRW-0000276,PH-002,REG-02,EMP-0025,2026-07-21 14:00:00,2026-07-21 22:04:00,200.0,1425.6,1427.95,2.35,5,16.21,907.64,EMP-0023,False,
DRW-0000277,PH-001,REG-03,EMP-0002,2026-07-13 14:00:00,2026-07-13 22:02:00,200.0,1291.1,1291.32,0.22,3,93.63,1489.89,EMP-0001,False,
DRW-0000278,PH-004,REG-05,EMP-0068,2026-07-30 10:00:00,2026-07-30 18:42:00,200.0,1798.57,1800.47,1.9,2,96.38,1673.55,EMP-0067,False,
DRW-0000279,PH-005,REG-06,EMP-0102,2026-05-04 14:00:00,2026-05-04 22:36:00,200.0,1968.12,1969.46,1.34,3,39.5,1185.73,EMP-0091,False,
DRW-0000280,PH-001,REG-02,EMP-0002,2026-06-17 10:00:00,2026-06-17 18:18:00,200.0,1981.1,1976.23,-4.87,0,74.23,310.13,EMP-0001,False,
DRW-0000281,PH-005,REG-04,EMP-0107,2026-05-27 12:00:00,2026-05-27 19:57:00,200.0,926.77,923.03,-3.74,3,4.9,706.15,EMP-0101,False,
DRW-0000282,PH-003,REG-04,EMP-0061,2026-06-04 12:00:00,2026-06-04 19:49:00,200.0,1348.22,1346.39,-1.83,1,0.41,1057.95,EMP-0047,False,
DRW-0000283,PH-004,REG-05,EMP-0084,2026-07-02 14:00:00,2026-07-02 22:00:00,200.0,1371.93,1371.83,-0.1,2,86.72,434.56,EMP-0069,False,
DRW-0000284,PH-003,REG-01,EMP-0063,2026-07-07 14:00:00,2026-07-07 22:01:00,200.0,1333.51,1336.73,3.22,2,7.93,1751.65,EMP-0047,False,
DRW-0000285,PH-003,REG-01,EMP-0057,2026-07-01 12:00:00,2026-07-01 20:16:00,200.0,1404.32,1409.32,5.0,4,138.05,654.12,EMP-0046,False,
DRW-0000286,PH-005,REG-06,EMP-0107,2026-05-23 10:00:00,2026-05-23 17:45:00,200.0,1586.8,1589.29,2.49,2,89.11,1730.03,EMP-0089,False,
DRW-0000287,PH-001,REG-01,EMP-0001,2026-06-02 12:15:00,2026-06-02 19:53:00,200.0,1118.5,1114.41,-4.09,4,144.66,1755.31,EMP-0012,False,
DRW-0000288,PH-004,REG-05,EMP-0080,2026-07-31 12:00:00,2026-07-31 20:44:00,200.0,1064.17,1066.78,2.61,1,63.17,904.76,EMP-0078,False,
DRW-0000289,PH-004,REG-06,EMP-0086,2026-07-23 08:00:00,2026-07-23 16:26:00,200.0,527.76,532.03,4.27,2,104.85,1614.26,EMP-0067,False,
DRW-0000290,PH-005,REG-04,EMP-0089,2026-06-25 08:00:00,2026-06-25 16:38:00,200.0,1512.03,1509.23,-2.8,3,29.79,989.06,EMP-0101,False,
DRW-0000291,PH-003,REG-05,EMP-0060,2026-05-22 10:00:00,2026-05-22 18:07:00,200.0,872.4,874.9,2.5,4,126.01,1728.29,EMP-0057,False,
DRW-0000292,PH-003,REG-06,EMP-0064,2026-05-15 08:00:00,2026-05-15 16:25:00,200.0,702.14,701.33,-0.81,1,120.67,443.82,EMP-0056,False,
DRW-0000293,PH-002,REG-06,EMP-0035,2026-05-07 08:00:00,2026-05-07 15:46:00,200.0,1562.8,1566.4,3.6,4,38.9,887.85,EMP-0024,False,
DRW-0000294,PH-003,REG-02,EMP-0045,2026-05-16 10:00:00,2026-05-16 18:39:00,200.0,622.49,624.62,2.13,3,120.61,1048.91,EMP-0045,False,
DRW-0000295,PH-004,REG-03,EMP-0085,2026-06-19 10:00:00,2026-06-19 18:16:00,200.0,1696.58,1696.42,-0.16,3,42.74,621.51,EMP-0079,False,
DRW-0000296,PH-001,REG-01,EMP-0019,2026-05-25 12:00:00,2026-05-25 19:55:00,200.0,908.24,906.82,-1.42,2,139.44,1765.71,EMP-0012,False,
DRW-0000297,PH-003,REG-06,EMP-0059,2026-07-31 14:00:00,2026-07-31 21:47:00,200.0,1471.0,1470.37,-0.63,5,103.02,493.49,EMP-0047,False,
DRW-0000298,PH-002,REG-04,EMP-0038,2026-07-27 10:00:00,2026-07-27 18:04:00,200.0,855.78,853.23,-2.55,0,65.29,1754.0,EMP-0034,False,
DRW-0000299,PH-004,REG-01,EMP-0081,2026-05-25 14:00:00,2026-05-25 22:31:00,200.0,762.14,764.67,2.53,3,16.1,580.91,EMP-0079,False,
DRW-0000300,PH-001,REG-05,EMP-0002,2026-06-22 10:00:00,2026-06-22 17:57:00,200.0,600.39,595.89,-4.5,1,107.25,1624.74,EMP-0001,False,
DRW-0000301,PH-003,REG-04,EMP-0059,2026-06-25 12:00:00,2026-06-25 19:52:00,200.0,1032.59,1036.98,4.39,2,2.67,1142.0,EMP-0046,False,
DRW-0000302,PH-003,REG-04,EMP-0046,2026-05-18 14:00:00,2026-05-18 22:42:00,200.0,1176.59,1175.16,-1.43,1,85.94,1062.2,EMP-0057,False,
DRW-0000303,PH-004,REG-02,EMP-0084,2026-07-05 14:00:00,2026-07-05 21:45:00,200.0,1911.66,1912.27,0.61,0,37.32,1641.27,EMP-0068,False,
DRW-0000304,PH-003,REG-01,EMP-0047,2026-05-28 08:00:00,2026-05-28 16:02:00,200.0,1884.7,1886.81,2.11,0,51.38,785.75,EMP-0047,False,
DRW-0000305,PH-005,REG-05,EMP-0100,2026-06-06 14:00:00,2026-06-06 22:15:00,200.0,815.06,813.31,-1.75,4,128.86,965.71,EMP-0101,False,
DRW-0000306,PH-004,REG-05,EMP-0068,2026-07-25 12:00:00,2026-07-25 19:47:00,200.0,1966.51,1964.02,-2.49,0,125.05,1272.29,EMP-0067,False,
DRW-0000307,PH-003,REG-03,EMP-0045,2026-06-09 12:16:00,2026-06-09 20:10:00,200.0,1494.56,1494.14,-0.42,2,136.06,417.15,EMP-0056,False,
DRW-0000308,PH-005,REG-04,EMP-0089,2026-07-17 08:16:00,2026-07-17 16:43:00,200.0,1877.17,1876.8,-0.37,3,62.17,1250.58,EMP-0100,False,
