audit_event_id,event_datetime,store_id,employee_id,event_type,entity_type,entity_id,action,previous_value,new_value,approval_employee_id,device_id,success
AUD-00000662,2026-07-14 16:53:02,PH-005,EMP-0102,Sale,transaction,TXN-0000662,CREATE,,Completed,,POS,True
AUD-00000663,2026-05-24 10:53:05,PH-001,EMP-0015,Sale,transaction,TXN-0000663,CREATE,,Completed,,POS,True
AUD-00000664,2026-05-07 11:27:31,PH-005,EMP-0101,Sale,transaction,TXN-0000664,CREATE,,Completed,,POS,True
AUD-00000665,2026-05-28 11:38:59,PH-004,EMP-0069,Sale,transaction,TXN-0000665,CREATE,,Completed,,POS,True
AUD-00000666,2026-07-26 14:25:05,PH-001,EMP-0017,Sale,transaction,TXN-0000666,CREATE,,Completed,,POS,True
AUD-00000667,2026-05-17 19:24:01,PH-001,EMP-0019,Sale,transaction,TXN-0000667,CREATE,,Completed,,POS,True
AUD-00000668,2026-07-05 17:28:17,PH-002,EMP-0036,Sale,transaction,TXN-0000668,CREATE,,Completed,,POS,True
AUD-00000669,2026-06-30 21:03:32,PH-001,EMP-0013,Sale,transaction,TXN-0000669,CREATE,,Completed,,POS,True
AUD-00000670,2026-07-13 21:27:31,PH-001,EMP-0014,Sale,transaction,TXN-0000670,CREATE,,Completed,,POS,True
AUD-00000671,2026-07-11 13:54:26,PH-002,EMP-0036,Sale,transaction,TXN-0000671,CREATE,,Completed,,POS,True
AUD-00000672,2026-06-21 14:02:08,PH-005,EMP-0106,Sale,transaction,TXN-0000672,CREATE,,Completed,,POS,True
AUD-00000673,2026-06-19 11:12:49,PH-001,EMP-0015,Sale,transaction,TXN-0000673,CREATE,,Completed,,POS,True
AUD-00000674,2026-07-13 13:30:50,PH-002,EMP-0041,Sale,transaction,TXN-0000674,CREATE,,Completed,,POS,True
AUD-00000675,2026-07-06 13:47:31,PH-004,EMP-0067,Sale,transaction,TXN-0000675,CREATE,,Completed,,POS,True
AUD-00000676,2026-06-20 11:40:51,PH-004,EMP-0083,Sale,transaction,TXN-0000676,CREATE,,Completed,,POS,True
AUD-00000677,2026-06-09 18:19:40,PH-002,EMP-0025,Sale,transaction,TXN-0000677,CREATE,,Completed,,POS,True
AUD-00000678,2026-07-24 21:33:28,PH-002,EMP-0024,Sale,transaction,TXN-0000678,CREATE,,Completed,,POS,True
AUD-00000679,2026-05-16 17:57:49,PH-001,EMP-0012,Sale,transaction,TXN-0000679,CREATE,,Completed,,POS,True
AUD-00000680,2026-05-11 09:22:28,PH-004,EMP-0083,Sale,transaction,TXN-0000680,CREATE,,Completed,,POS,True
AUD-00000681,2026-07-07 21:07:25,PH-005,EMP-0103,Sale,transaction,TXN-0000681,CREATE,,Completed,,POS,True
AUD-00000682,2026-06-25 18:40:11,PH-004,EMP-0069,Sale,transaction,TXN-0000682,CREATE,,Completed,,POS,True
AUD-00000683,2026-05-29 20:04:14,PH-002,EMP-0038,Sale,transaction,TXN-0000683,CREATE,,Completed,,POS,True
AUD-00000684,2026-05-10 20:54:25,PH-002,EMP-0035,Sale,transaction,TXN-0000684,CREATE,,Completed,,POS,True
AUD-00000685,2026-07-25 09:01:42,PH-005,EMP-0103,Sale,transaction,TXN-0000685,CREATE,,Completed,,POS,True
AUD-00000686,2026-06-22 10:03:36,PH-004,EMP-0084,Sale,transaction,TXN-0000686,CREATE,,Completed,,POS,True
AUD-00000687,2026-07-10 21:01:00,PH-003,EMP-0058,Sale,transaction,TXN-0000687,CREATE,,Completed,,POS,True
AUD-00000688,2026-06-28 21:04:15,PH-001,EMP-0014,Sale,transaction,TXN-0000688,CREATE,,Completed,,POS,True
AUD-00000689,2026-07-20 16:00:06,PH-004,EMP-0080,Sale,transaction,TXN-0000689,CREATE,,Completed,,POS,True
AUD-00000690,2026-07-12 10:59:19,PH-004,EMP-0083,Sale,transaction,TXN-0000690,CREATE,,Completed,,POS,True
AUD-00000691,2026-07-11 11:10:45,PH-005,EMP-0101,Sale,transaction,TXN-0000691,CREATE,,Completed,,POS,True
AUD-00000692,2026-05-26 10:37:00,PH-005,EMP-0089,Sale,transaction,TXN-0000692,CREATE,,Completed,,POS,True
AUD-00000693,2026-06-16 08:13:28,PH-002,EMP-0038,Sale,transaction,TXN-0000693,CREATE,,Completed,,POS,True
AUD-00000694,2026-05-01 08:17:32,PH-001,EMP-0013,Sale,transaction,TXN-0000694,CREATE,,Completed,,POS,True
AUD-00000695,2026-05-19 18:08:07,PH-005,EMP-0102,Sale,transaction,TXN-0000695,CREATE,,Completed,,POS,True
AUD-00000696,2026-06-03 13:40:24,PH-004,EMP-0085,Sale,transaction,TXN-0000696,CREATE,,Completed,,POS,True
AUD-00000697,2026-05-18 09:01:44,PH-004,EMP-0083,Sale,transaction,TXN-0000697,CREATE,,Completed,,POS,True
AUD-00000698,2026-06-27 13:45:50,PH-003,EMP-0058,Sale,transaction,TXN-0000698,CREATE,,Completed,,POS,True
AUD-00000699,2026-05-22 08:56:08,PH-001,EMP-0012,Sale,transaction,TXN-0000699,CREATE,,Completed,,POS,True
AUD-00000700,2026-06-09 17:59:41,PH-004,EMP-0082,Sale,transaction,TXN-0000700,CREATE,,Completed,,POS,True
AUD-00000701,2026-05-12 09:39:55,PH-004,EMP-0079,Sale,transaction,TXN-0000701,CREATE,,Completed,,POS,True
AUD-00000702,2026-05-21 20:35:05,PH-002,EMP-0035,Sale,transaction,TXN-0000702,CREATE,,Completed,,POS,True
AUD-00000703,2026-05-12 17:33:51,PH-001,EMP-0019,Sale,transaction,TXN-0000703,CREATE,,Completed,,POS,True
AUD-00000704,2026-07-12 17:54:13,PH-004,EMP-0079,Sale,transaction,TXN-0000704,CREATE,,Completed,,POS,True
AUD-00000705,2026-05-31 11:28:38,PH-003,EMP-0056,Sale,transaction,TXN-0000705,CREATE,,Completed,,POS,True
AUD-00000706,2026-06-01 14:31:20,PH-001,EMP-0012,Sale,transaction,TXN-0000706,CREATE,,Completed,,POS,True
AUD-00000707,2026-05-03 09:31:12,PH-001,EMP-0002,Sale,transaction,TXN-0000707,CREATE,,Completed,,POS,True
AUD-00000708,2026-05-22 15:19:09,PH-003,EMP-0061,Sale,transaction,TXN-0000708,CREATE,,Completed,,POS,True
AUD-00000709,2026-06-03 14:46:53,PH-005,EMP-0106,Sale,transaction,TXN-0000709,CREATE,,Completed,,POS,True
AUD-00000710,2026-05-13 17:24:30,PH-003,EMP-0062,Sale,transaction,TXN-0000710,CREATE,,Completed,,POS,True
AUD-00000711,2026-06-17 12:10:34,PH-004,EMP-0086,Sale,transaction,TXN-0000711,CREATE,,Completed,,POS,True
AUD-00000712,2026-06-21 11:23:59,PH-002,EMP-0025,Sale,transaction,TXN-0000712,CREATE,,Completed,,POS,True
AUD-00000713,2026-05-13 15:37:15,PH-003,EMP-0056,Sale,transaction,TXN-0000713,CREATE,,Completed,,POS,True
AUD-00000714,2026-05-29 09:37:47,PH-003,EMP-0045,Sale,transaction,TXN-0000714,CREATE,,Completed,,POS,True
AUD-00000715,2026-05-09 17:37:02,PH-001,EMP-0014,Sale,transaction,TXN-0000715,CREATE,,Completed,,POS,True
AUD-00000716,2026-07-25 21:38:09,PH-002,EMP-0036,Sale,transaction,TXN-0000716,CREATE,,Completed,,POS,True
AUD-00000717,2026-06-12 08:31:37,PH-004,EMP-0083,Sale,transaction,TXN-0000717,CREATE,,Completed,,POS,True
AUD-00000718,2026-06-15 21:00:39,PH-003,EMP-0047,Sale,transaction,TXN-0000718,CREATE,,Completed,,POS,True
AUD-00000719,2026-07-31 14:46:36,PH-002,EMP-0039,Sale,transaction,TXN-0000719,CREATE,,Completed,,POS,True
AUD-00000720,2026-05-19 10:06:51,PH-002,EMP-0036,Sale,transaction,TXN-0000720,CREATE,,Completed,,POS,True
AUD-00000721,2026-07-25 09:14:12,PH-003,EMP-0062,Sale,transaction,TXN-0000721,CREATE,,Completed,,POS,True
AUD-00000722,2026-05-08 17:24:52,PH-005,EMP-0103,Sale,transaction,TXN-0000722,CREATE,,Completed,,POS,True
AUD-00000723,2026-07-26 18:16:09,PH-002,EMP-0035,Sale,transaction,TXN-0000723,CREATE,,Completed,,POS,True
AUD-00000724,2026-05-21 09:29:20,PH-004,EMP-0068,Sale,transaction,TXN-0000724,CREATE,,Completed,,POS,True
AUD-00000725,2026-07-30 20:12:48,PH-002,EMP-0036,Sale,transaction,TXN-0000725,CREATE,,Completed,,POS,True
AUD-00000726,2026-07-15 16:44:02,PH-003,EMP-0047,Sale,transaction,TXN-0000726,CREATE,,Completed,,POS,True
AUD-00000727,2026-07-04 18:32:05,PH-005,EMP-0103,Sale,transaction,TXN-0000727,CREATE,,Completed,,POS,True
AUD-00000728,2026-07-13 21:23:15,PH-005,EMP-0090,Sale,transaction,TXN-0000728,CREATE,,Completed,,POS,True
AUD-00000729,2026-07-26 15:35:59,PH-004,EMP-0082,Sale,transaction,TXN-0000729,CREATE,,Completed,,POS,True
AUD-00000730,2026-06-22 21:46:57,PH-002,EMP-0035,Sale,transaction,TXN-0000730,CREATE,,Completed,,POS,True
AUD-00000731,2026-07-30 13:34:44,PH-002,EMP-0041,Sale,transaction,TXN-0000731,CREATE,,Completed,,POS,True
AUD-00000732,2026-07-04 17:33:39,PH-002,EMP-0040,Sale,transaction,TXN-0000732,CREATE,,Completed,,POS,True
AUD-00000733,2026-05-15 12:58:09,PH-004,EMP-0083,Sale,transaction,TXN-0000733,CREATE,,Completed,,POS,True
AUD-00000734,2026-07-19 17:31:20,PH-005,EMP-0090,Sale,transaction,TXN-0000734,CREATE,,Completed,,POS,True
AUD-00000735,2026-06-30 08:00:11,PH-002,EMP-0040,Sale,transaction,TXN-0000735,CREATE,,Completed,,POS,True
AUD-00000736,2026-05-07 17:58:02,PH-003,EMP-0056,Sale,transaction,TXN-0000736,CREATE,,Completed,,POS,True
AUD-00000737,2026-07-31 20:45:40,PH-002,EMP-0023,Sale,transaction,TXN-0000737,CREATE,,Completed,,POS,True
AUD-00000738,2026-05-12 18:05:42,PH-005,EMP-0089,Sale,transaction,TXN-0000738,CREATE,,Completed,,POS,True
AUD-00000739,2026-07-28 08:49:43,PH-003,EMP-0060,Sale,transaction,TXN-0000739,CREATE,,Completed,,POS,True
AUD-00000740,2026-06-16 18:22:39,PH-001,EMP-0002,Sale,transaction,TXN-0000740,CREATE,,Completed,,POS,True
AUD-00000741,2026-07-14 12:34:42,PH-002,EMP-0023,Sale,transaction,TXN-0000741,CREATE,,Completed,,POS,True
AUD-00000742,2026-05-30 20:19:35,PH-003,EMP-0057,Sale,transaction,TXN-0000742,CREATE,,Completed,,POS,True
AUD-00000743,2026-05-17 09:46:41,PH-002,EMP-0038,Sale,transaction,TXN-0000743,CREATE,,Completed,,POS,True
AUD-00000744,2026-05-21 19:01:50,PH-002,EMP-0025,Sale,transaction,TXN-0000744,CREATE,,Completed,,POS,True
AUD-00000745,2026-07-28 19:52:11,PH-005,EMP-0102,Sale,transaction,TXN-0000745,CREATE,,Completed,,POS,True
AUD-00000746,2026-05-05 20:49:19,PH-005,EMP-0108,Sale,transaction,TXN-0000746,CREATE,,Completed,,POS,True
AUD-00000747,2026-05-04 18:39:10,PH-002,EMP-0025,Sale,transaction,TXN-0000747,CREATE,,Completed,,POS,True
AUD-00000748,2026-07-11 16:20:14,PH-002,EMP-0041,Sale,transaction,TXN-0000748,CREATE,,Completed,,POS,True
AUD-00000749,2026-06-23 17:45:06,PH-005,EMP-0089,Sale,transaction,TXN-0000749,CREATE,,Completed,,POS,True
AUD-00000750,2026-06-28 19:17:10,PH-003,EMP-0046,Sale,transaction,TXN-0000750,CREATE,,Completed,,POS,True
AUD-00000751,2026-06-22 10:31:29,PH-003,EMP-0064,Sale,transaction,TXN-0000751,CREATE,,Completed,,POS,True
AUD-00000752,2026-06-28 08:27:56,PH-003,EMP-0045,Sale,transaction,TXN-0000752,CREATE,,Completed,,POS,True
AUD-00000753,2026-05-11 13:49:30,PH-005,EMP-0100,Sale,transaction,TXN-0000753,CREATE,,Completed,,POS,True
AUD-00000754,2026-07-17 15:39:20,PH-002,EMP-0041,Sale,transaction,TXN-0000754,CREATE,,Completed,,POS,True
AUD-00000755,2026-05-18 08:19:18,PH-002,EMP-0039,Sale,transaction,TXN-0000755,CREATE,,Completed,,POS,True
AUD-00000756,2026-07-08 09:34:51,PH-001,EMP-0020,Sale,transaction,TXN-0000756,CREATE,,Completed,,POS,True
AUD-00000757,2026-06-20 09:14:26,PH-003,EMP-0061,Sale,transaction,TXN-0000757,CREATE,,Completed,,POS,True
AUD-00000758,2026-07-26 19:21:02,PH-002,EMP-0041,Sale,transaction,TXN-0000758,CREATE,,Completed,,POS,True
AUD-00000759,2026-06-17 12:50:53,PH-003,EMP-0057,Sale,transaction,TXN-0000759,CREATE,,Completed,,POS,True
AUD-00000760,2026-07-13 16:34:42,PH-005,EMP-0103,Sale,transaction,TXN-0000760,CREATE,,Completed,,POS,True
AUD-00000761,2026-06-18 13:16:33,PH-005,EMP-0100,Sale,transaction,TXN-0000761,CREATE,,Completed,,POS,True
AUD-00000762,2026-05-17 12:07:10,PH-002,EMP-0036,Sale,transaction,TXN-0000762,CREATE,,Completed,,POS,True
AUD-00000763,2026-07-29 17:35:42,PH-005,EMP-0107,Sale,transaction,TXN-0000763,CREATE,,Completed,,POS,True
AUD-00000764,2026-06-20 19:42:05,PH-005,EMP-0105,Sale,transaction,TXN-0000764,CREATE,,Completed,,POS,True
AUD-00000765,2026-05-19 12:36:43,PH-002,EMP-0038,Sale,transaction,TXN-0000765,CREATE,,Completed,,POS,True
AUD-00000766,2026-07-24 08:39:41,PH-001,EMP-0002,Sale,transaction,TXN-0000766,CREATE,,Completed,,POS,True
AUD-00000767,2026-05-06 10:19:54,PH-001,EMP-0002,Sale,transaction,TXN-0000767,CREATE,,Completed,,POS,True
AUD-00000768,2026-06-06 12:18:01,PH-001,EMP-0020,Sale,transaction,TXN-0000768,CREATE,,Completed,,POS,True
AUD-00000769,2026-05-22 14:55:26,PH-001,EMP-0020,Sale,transaction,TXN-0000769,CREATE,,Completed,,POS,True
AUD-00000770,2026-07-20 09:05:08,PH-003,EMP-0062,Sale,transaction,TXN-0000770,CREATE,,Completed,,POS,True
AUD-00000771,2026-05-16 13:18:54,PH-005,EMP-0103,Sale,transaction,TXN-0000771,CREATE,,Completed,,POS,True
AUD-00000772,2026-05-16 12:27:27,PH-004,EMP-0082,Sale,transaction,TXN-0000772,CREATE,,Completed,,POS,True
AUD-00000773,2026-06-29 15:34:03,PH-003,EMP-0059,Sale,transaction,TXN-0000773,CREATE,,Completed,,POS,True
AUD-00000774,2026-06-21 20:32:15,PH-001,EMP-0013,Sale,transaction,TXN-0000774,CREATE,,Completed,,POS,True
AUD-00000775,2026-07-26 18:33:20,PH-005,EMP-0105,Sale,transaction,TXN-0000775,CREATE,,Completed,,POS,True
AUD-00000776,2026-07-02 14:12:20,PH-005,EMP-0090,Sale,transaction,TXN-0000776,CREATE,,Completed,,POS,True
AUD-00000777,2026-07-10 11:24:04,PH-005,EMP-0100,Sale,transaction,TXN-0000777,CREATE,,Completed,,POS,True
AUD-00000778,2026-06-30 15:06:33,PH-001,EMP-0012,Sale,transaction,TXN-0000778,CREATE,,Completed,,POS,True
AUD-00000779,2026-05-29 08:00:38,PH-004,EMP-0086,Sale,transaction,TXN-0000779,CREATE,,Completed,,POS,True
AUD-00000780,2026-07-13 10:08:46,PH-002,EMP-0024,Sale,transaction,TXN-0000780,CREATE,,Completed,,POS,True
AUD-00000781,2026-06-20 15:53:04,PH-005,EMP-0089,Sale,transaction,TXN-0000781,CREATE,,Completed,,POS,True
AUD-00000782,2026-07-22 16:42:50,PH-001,EMP-0003,Sale,transaction,TXN-0000782,CREATE,,Completed,,POS,True
AUD-00000783,2026-05-01 10:01:25,PH-002,EMP-0024,Sale,transaction,TXN-0000783,CREATE,,Completed,,POS,True
AUD-00000784,2026-05-04 18:10:50,PH-004,EMP-0086,Sale,transaction,TXN-0000784,CREATE,,Completed,,POS,True
AUD-00000785,2026-05-12 13:12:16,PH-004,EMP-0069,Sale,transaction,TXN-0000785,CREATE,,Completed,,POS,True
AUD-00000786,2026-07-10 08:09:41,PH-001,EMP-0002,Sale,transaction,TXN-0000786,CREATE,,Completed,,POS,True
AUD-00000787,2026-05-20 11:51:40,PH-001,EMP-0015,Sale,transaction,TXN-0000787,CREATE,,Completed,,POS,True
AUD-00000788,2026-05-05 17:49:04,PH-003,EMP-0059,Sale,transaction,TXN-0000788,CREATE,,Completed,,POS,True
AUD-00000789,2026-06-17 11:08:48,PH-004,EMP-0067,Sale,transaction,TXN-0000789,CREATE,,Completed,,POS,True
AUD-00000790,2026-05-09 12:15:05,PH-001,EMP-0019,Sale,transaction,TXN-0000790,CREATE,,Completed,,POS,True
AUD-00000791,2026-07-25 19:04:26,PH-005,EMP-0104,Sale,transaction,TXN-0000791,CREATE,,Completed,,POS,True
AUD-00000792,2026-06-02 21:38:29,PH-003,EMP-0062,Sale,transaction,TXN-0000792,CREATE,,Completed,,POS,True
AUD-00000793,2026-07-02 17:39:25,PH-003,EMP-0046,Sale,transaction,TXN-0000793,CREATE,,Completed,,POS,True
AUD-00000794,2026-06-25 13:51:15,PH-002,EMP-0042,Sale,transaction,TXN-0000794,CREATE,,Completed,,POS,True
AUD-00000795,2026-05-13 11:06:47,PH-001,EMP-0002,Sale,transaction,TXN-0000795,CREATE,,Completed,,POS,True
AUD-00000796,2026-06-22 20:49:11,PH-003,EMP-0058,Sale,transaction,TXN-0000796,CREATE,,Completed,,POS,True
AUD-00000797,2026-05-04 21:24:24,PH-003,EMP-0062,Sale,transaction,TXN-0000797,CREATE,,Completed,,POS,True
AUD-00000798,2026-06-23 13:55:10,PH-001,EMP-0003,Sale,transaction,TXN-0000798,CREATE,,Completed,,POS,True
AUD-00000799,2026-05-01 15:41:18,PH-001,EMP-0020,Sale,transaction,TXN-0000799,CREATE,,Completed,,POS,True
AUD-00000800,2026-07-11 13:29:44,PH-004,EMP-0081,Sale,transaction,TXN-0000800,CREATE,,Completed,,POS,True
AUD-00000801,2026-07-02 18:22:01,PH-005,EMP-0105,Sale,transaction,TXN-0000801,CREATE,,Completed,,POS,True
AUD-00000802,2026-06-25 14:33:18,PH-002,EMP-0039,Sale,transaction,TXN-0000802,CREATE,,Completed,,POS,True
AUD-00000803,2026-06-21 16:07:37,PH-002,EMP-0034,Sale,transaction,TXN-0000803,CREATE,,Completed,,POS,True
AUD-00000804,2026-06-20 14:45:28,PH-001,EMP-0018,Sale,transaction,TXN-0000804,CREATE,,Completed,,POS,True
AUD-00000805,2026-05-21 09:54:39,PH-001,EMP-0020,Sale,transaction,TXN-0000805,CREATE,,Completed,,POS,True
AUD-00000806,2026-05-13 11:50:21,PH-003,EMP-0045,Sale,transaction,TXN-0000806,CREATE,,Completed,,POS,True
AUD-00000807,2026-05-12 16:54:56,PH-002,EMP-0038,Sale,transaction,TXN-0000807,CREATE,,Completed,,POS,True
AUD-00000808,2026-07-07 14:39:36,PH-003,EMP-0059,Sale,transaction,TXN-0000808,CREATE,,Completed,,POS,True
AUD-00000809,2026-07-15 15:52:57,PH-003,EMP-0047,Sale,transaction,TXN-0000809,CREATE,,Completed,,POS,True
AUD-00000810,2026-05-25 11:37:30,PH-005,EMP-0090,Sale,transaction,TXN-0000810,CREATE,,Completed,,POS,True
AUD-00000811,2026-06-08 14:18:57,PH-004,EMP-0081,Sale,transaction,TXN-0000811,CREATE,,Completed,,POS,True
AUD-00000812,2026-07-02 19:36:51,PH-002,EMP-0036,Sale,transaction,TXN-0000812,CREATE,,Completed,,POS,True
AUD-00000813,2026-05-06 13:58:08,PH-002,EMP-0035,Sale,transaction,TXN-0000813,CREATE,,Completed,,POS,True
AUD-00000814,2026-06-09 09:09:44,PH-004,EMP-0084,Sale,transaction,TXN-0000814,CREATE,,Completed,,POS,True
AUD-00000815,2026-07-24 17:45:55,PH-005,EMP-0102,Sale,transaction,TXN-0000815,CREATE,,Completed,,POS,True
AUD-00000816,2026-07-22 09:48:30,PH-002,EMP-0038,Sale,transaction,TXN-0000816,CREATE,,Completed,,POS,True
AUD-00000817,2026-05-17 21:49:59,PH-004,EMP-0078,Sale,transaction,TXN-0000817,CREATE,,Completed,,POS,True
AUD-00000818,2026-05-13 10:41:28,PH-001,EMP-0017,Sale,transaction,TXN-0000818,CREATE,,Completed,,POS,True
AUD-00000819,2026-06-11 20:18:27,PH-001,EMP-0013,Sale,transaction,TXN-0000819,CREATE,,Completed,,POS,True
AUD-00000820,2026-06-16 13:23:47,PH-002,EMP-0038,Sale,transaction,TXN-0000820,CREATE,,Completed,,POS,True
AUD-00000821,2026-07-15 17:09:42,PH-003,EMP-0059,Sale,transaction,TXN-0000821,CREATE,,Completed,,POS,True
AUD-00000822,2026-06-28 11:42:55,PH-004,EMP-0085,Sale,transaction,TXN-0000822,CREATE,,Completed,,POS,True
AUD-00000823,2026-05-21 16:55:46,PH-004,EMP-0081,Sale,transaction,TXN-0000823,CREATE,,Completed,,POS,True
AUD-00000824,2026-06-13 18:45:14,PH-004,EMP-0086,Sale,transaction,TXN-0000824,CREATE,,Completed,,POS,True
AUD-00000825,2026-06-16 10:16:29,PH-003,EMP-0059,Sale,transaction,TXN-0000825,CREATE,,Completed,,POS,True
AUD-00000826,2026-06-26 17:51:37,PH-001,EMP-0016,Sale,transaction,TXN-0000826,CREATE,,Completed,,POS,True
AUD-00000827,2026-06-17 13:17:14,PH-005,EMP-0101,Sale,transaction,TXN-0000827,CREATE,,Completed,,POS,True
AUD-00000828,2026-05-15 19:27:19,PH-002,EMP-0037,Sale,transaction,TXN-0000828,CREATE,,Completed,,POS,True
AUD-00000829,2026-06-04 14:21:11,PH-003,EMP-0056,Sale,transaction,TXN-0000829,CREATE,,Completed,,POS,True
AUD-00000830,2026-05-09 13:27:37,PH-005,EMP-0102,Sale,transaction,TXN-0000830,CREATE,,Completed,,POS,True
AUD-00000831,2026-06-23 12:03:23,PH-002,EMP-0025,Sale,transaction,TXN-0000831,CREATE,,Completed,,POS,True
AUD-00000832,2026-07-02 21:03:43,PH-004,EMP-0079,Sale,transaction,TXN-0000832,CREATE,,Completed,,POS,True
AUD-00000833,2026-07-29 13:03:26,PH-002,EMP-0037,Sale,transaction,TXN-0000833,CREATE,,Completed,,POS,True
AUD-00000834,2026-06-17 12:14:29,PH-003,EMP-0047,Sale,transaction,TXN-0000834,CREATE,,Completed,,POS,True
AUD-00000835,2026-05-11 09:52:40,PH-001,EMP-0017,Sale,transaction,TXN-0000835,CREATE,,Completed,,POS,True
AUD-00000836,2026-07-28 16:15:06,PH-005,EMP-0101,Sale,transaction,TXN-0000836,CREATE,,Completed,,POS,True
AUD-00000837,2026-05-26 18:09:51,PH-004,EMP-0080,Sale,transaction,TXN-0000837,CREATE,,Completed,,POS,True
AUD-00000838,2026-07-24 20:07:22,PH-005,EMP-0107,Sale,transaction,TXN-0000838,CREATE,,Completed,,POS,True
AUD-00000839,2026-07-05 13:15:49,PH-003,EMP-0063,Sale,transaction,TXN-0000839,CREATE,,Completed,,POS,True
AUD-00000840,2026-07-04 11:17:18,PH-002,EMP-0025,Sale,transaction,TXN-0000840,CREATE,,Completed,,POS,True
AUD-00000841,2026-05-08 18:12:22,PH-002,EMP-0037,Sale,transaction,TXN-0000841,CREATE,,Completed,,POS,True
AUD-00000842,2026-06-26 18:26:06,PH-002,EMP-0042,Sale,transaction,TXN-0000842,CREATE,,Completed,,POS,True
AUD-00000843,2026-06-02 13:04:37,PH-003,EMP-0063,Sale,transaction,TXN-0000843,CREATE,,Completed,,POS,True
AUD-00000844,2026-07-22 10:01:06,PH-003,EMP-0058,Sale,transaction,TXN-0000844,CREATE,,Completed,,POS,True
AUD-00000845,2026-07-28 13:06:19,PH-003,EMP-0062,Sale,transaction,TXN-0000845,CREATE,,Completed,,POS,True
AUD-00000846,2026-06-11 19:04:54,PH-004,EMP-0083,Sale,transaction,TXN-0000846,CREATE,,Completed,,POS,True
AUD-00000847,2026-07-16 12:46:59,PH-001,EMP-0014,Sale,transaction,TXN-0000847,CREATE,,Completed,,POS,True
AUD-00000848,2026-07-23 13:03:16,PH-005,EMP-0100,Sale,transaction,TXN-0000848,CREATE,,Completed,,POS,True
AUD-00000849,2026-05-20 18:42:22,PH-001,EMP-0020,Sale,transaction,TXN-0000849,CREATE,,Completed,,POS,True
AUD-00000850,2026-06-12 13:26:19,PH-002,EMP-0042,Sale,transaction,TXN-0000850,CREATE,,Completed,,POS,True
AUD-00000851,2026-05-31 09:10:32,PH-003,EMP-0061,Sale,transaction,TXN-0000851,CREATE,,Completed,,POS,True
AUD-00000852,2026-07-13 20:29:18,PH-003,EMP-0062,Sale,transaction,TXN-0000852,CREATE,,Completed,,POS,True
AUD-00000853,2026-07-22 08:50:27,PH-004,EMP-0086,Sale,transaction,TXN-0000853,CREATE,,Completed,,POS,True
AUD-00000854,2026-05-13 10:26:52,PH-003,EMP-0056,Sale,transaction,TXN-0000854,CREATE,,Completed,,POS,True
AUD-00000855,2026-05-27 13:07:53,PH-001,EMP-0017,Sale,transaction,TXN-0000855,CREATE,,Completed,,POS,True
AUD-00000856,2026-05-09 17:29:15,PH-004,EMP-0069,Sale,transaction,TXN-0000856,CREATE,,Completed,,POS,True
AUD-00000857,2026-06-29 20:39:34,PH-005,EMP-0103,Sale,transaction,TXN-0000857,CREATE,,Completed,,POS,True
AUD-00000858,2026-07-19 18:29:17,PH-005,EMP-0103,Sale,transaction,TXN-0000858,CREATE,,Completed,,POS,True
AUD-00000859,2026-05-21 10:56:30,PH-002,EMP-0023,Sale,transaction,TXN-0000859,CREATE,,Completed,,POS,True
AUD-00000860,2026-07-24 21:48:05,PH-003,EMP-0057,Sale,transaction,TXN-0000860,CREATE,,Completed,,POS,True
AUD-00000861,2026-06-15 13:36:26,PH-002,EMP-0023,Sale,transaction,TXN-0000861,CREATE,,Completed,,POS,True
AUD-00000862,2026-05-29 08:22:50,PH-001,EMP-0001,Sale,transaction,TXN-0000862,CREATE,,Completed,,POS,True
AUD-00000863,2026-07-07 11:44:36,PH-003,EMP-0064,Sale,transaction,TXN-0000863,CREATE,,Completed,,POS,True
AUD-00000864,2026-06-14 20:52:27,PH-002,EMP-0039,Sale,transaction,TXN-0000864,CREATE,,Completed,,POS,True
AUD-00000865,2026-05-24 15:38:30,PH-002,EMP-0023,Sale,transaction,TXN-0000865,CREATE,,Completed,,POS,True
AUD-00000866,2026-06-07 17:58:51,PH-003,EMP-0059,Sale,transaction,TXN-0000866,CREATE,,Completed,,POS,True
AUD-00000867,2026-06-12 15:05:13,PH-004,EMP-0081,Sale,transaction,TXN-0000867,CREATE,,Completed,,POS,True
AUD-00000868,2026-07-14 17:36:13,PH-004,EMP-0084,Sale,transaction,TXN-0000868,CREATE,,Completed,,POS,True
AUD-00000869,2026-06-25 09:16:06,PH-003,EMP-0045,Sale,transaction,TXN-0000869,CREATE,,Completed,,POS,True
AUD-00000870,2026-07-03 20:30:39,PH-005,EMP-0103,Sale,transaction,TXN-0000870,CREATE,,Completed,,POS,True
AUD-00000871,2026-07-17 11:34:18,PH-001,EMP-0017,Sale,transaction,TXN-0000871,CREATE,,Completed,,POS,True
AUD-00000872,2026-05-06 21:45:56,PH-002,EMP-0034,Sale,transaction,TXN-0000872,CREATE,,Completed,,POS,True
AUD-00000873,2026-07-16 11:15:23,PH-001,EMP-0019,Sale,transaction,TXN-0000873,CREATE,,Completed,,POS,True
AUD-00000874,2026-07-01 16:45:18,PH-001,EMP-0003,Sale,transaction,TXN-0000874,CREATE,,Completed,,POS,True
AUD-00000875,2026-07-29 18:13:37,PH-002,EMP-0024,Sale,transaction,TXN-0000875,CREATE,,Completed,,POS,True
